,date,duration,views,likes,category_id,hour,update_diff,id,views_diff,views_diff_scaled,likes_diff,likes_diff_scaled
1,2023-05-13T07:23:44Z,719,693218,16027,26,11,52,,2692.0,-0.6165752982908739,52.0,-0.375
2,2023-05-13T07:23:44Z,719,695284,16075,26,12,53,,2066.0,-1.020316027088036,48.0,-0.5416666666666666
3,2023-05-13T07:23:44Z,719,697703,16119,26,13,54,,2419.0,-0.7926475330538536,44.0,-0.7083333333333334
4,2023-05-13T07:23:44Z,719,700378,16173,26,14,55,,2675.0,-0.6275395033860045,54.0,-0.2916666666666667
5,2023-05-13T07:23:44Z,719,702902,16224,26,15,56,,2524.0,-0.7249274427603999,51.0,-0.4166666666666667
6,2023-05-13T07:23:44Z,719,705836,16277,26,16,57,,2934.0,-0.4604966139954853,53.0,-0.3333333333333333
7,2023-05-13T07:23:44Z,719,708054,16351,26,17,58,,2218.0,-0.9222831344727507,74.0,0.5416666666666666
8,2023-05-13T07:23:44Z,719,712534,16412,26,18,59,Ne1wAVhKnZA,4480.0,0.5366010964205095,61.0,0.0
9,2023-05-13T07:23:44Z,719,716182,16478,26,19,60,Ne1wAVhKnZA,3648.0,0.0,66.0,0.20833333333333334
10,2023-05-13T07:23:44Z,719,719947,16544,26,20,61,Ne1wAVhKnZA,3765.0,0.07545952918413415,66.0,0.20833333333333334
11,2023-05-13T07:23:44Z,719,724113,16621,26,21,62,Ne1wAVhKnZA,4166.0,0.3340857787810384,77.0,0.6666666666666666
12,2023-05-13T07:23:44Z,719,728097,16702,26,22,63,Ne1wAVhKnZA,3984.0,0.21670428893905191,81.0,0.8333333333333334
13,2023-05-13T07:23:44Z,719,732231,16780,26,23,64,Ne1wAVhKnZA,4134.0,0.31344727507255726,78.0,0.7083333333333334
14,2023-05-13T07:23:44Z,719,736779,16872,26,0,65,Ne1wAVhKnZA,4548.0,0.5804579168010319,92.0,1.2916666666666667
15,2023-05-13T07:23:44Z,719,742198,16915,26,1,66,Ne1wAVhKnZA,5419.0,1.142212189616253,43.0,-0.75
