,date,duration,views,likes,category_id,hour,update_diff,id,views_diff,views_diff_scaled,likes_diff,likes_diff_scaled
1,2023-05-14T08:54:30Z,2817,571063,12371,22,11,26,,11423.0,0.0,119.0,-0.4482758620689655
2,2023-05-14T08:54:30Z,2817,579175,12494,22,12,27,,8112.0,-1.4370659722222223,123.0,-0.3103448275862069
3,2023-05-14T08:54:30Z,2817,588690,12645,22,13,28,,9515.0,-0.828125,151.0,0.6551724137931034
4,2023-05-14T08:54:30Z,2817,600230,12773,22,14,29,,11540.0,0.05078125,128.0,-0.13793103448275862
5,2023-05-14T08:54:30Z,2817,611181,12886,22,15,30,,10951.0,-0.2048611111111111,113.0,-0.6551724137931034
6,2023-05-14T08:54:30Z,2817,621025,13035,22,16,31,,9844.0,-0.6853298611111112,149.0,0.5862068965517241
7,2023-05-14T08:54:30Z,2817,627743,13214,22,17,32,,6718.0,-2.0421006944444446,179.0,1.6206896551724137
8,2023-05-14T08:54:30Z,2817,640268,13391,22,18,33,11KZIPieUsU,12525.0,0.4782986111111111,177.0,1.5517241379310345
9,2023-05-14T08:54:30Z,2817,653206,13535,22,19,34,11KZIPieUsU,12938.0,0.6575520833333334,144.0,0.41379310344827586
10,2023-05-14T08:54:30Z,2817,667171,13690,22,20,35,11KZIPieUsU,13965.0,1.1032986111111112,155.0,0.7931034482758621
11,2023-05-14T08:54:30Z,2817,681016,13822,22,21,36,11KZIPieUsU,13845.0,1.0512152777777777,132.0,0.0
12,2023-05-14T08:54:30Z,2817,693655,13963,22,22,37,11KZIPieUsU,12639.0,0.5277777777777778,141.0,0.3103448275862069
13,2023-05-14T08:54:30Z,2817,704532,14095,22,23,38,11KZIPieUsU,10877.0,-0.23697916666666666,132.0,0.0
14,2023-05-14T08:54:30Z,2817,715244,14208,22,0,39,11KZIPieUsU,10712.0,-0.30859375,113.0,-0.6551724137931034
15,2023-05-14T08:54:30Z,2817,727494,14304,22,1,40,11KZIPieUsU,12250.0,0.3589409722222222,96.0,-1.2413793103448276
