,id,date,duration,views,likes,category_id,update_diff
0,bkBjjD-bbRM,2023-05-03T09:46:32Z,172,46303,742,17,494
0,bkBjjD-bbRM,2023-05-03T09:46:32Z,172,46509,743,17,518
