,id,date,duration,views,likes,category_id,update_diff
0,u9ZJ-xzzUdI,2023-05-20T10:04:22Z,624,20989,114,20,86
0,u9ZJ-xzzUdI,2023-05-20T10:04:22Z,624,22483,119,20,110
