,id,date,duration,views,likes,category_id,update_diff
0,y1v-GKt43jY,2023-05-16T09:00:40Z,2148,869084,14561,24,159
0,y1v-GKt43jY,2023-05-16T09:00:40Z,2148,896780,14852,24,183
0,y1v-GKt43jY,2023-05-16T09:00:40Z,2148,920392,15067,24,207
0,y1v-GKt43jY,2023-05-16T09:00:40Z,2148,936279,15201,24,231
