,id,date,duration,views,likes,category_id,update_diff
0,-Z6rS_xbLPI,2023-04-30T07:03:12Z,1284,490694,7251,20,545
0,-Z6rS_xbLPI,2023-04-30T07:03:12Z,1284,493549,7271,20,569
0,-Z6rS_xbLPI,2023-04-30T07:03:12Z,1284,496674,7278,20,593
