,id,date,duration,views,likes,category_id,update_diff
0,ceTMt4Dyc60,2023-05-15T10:00:33Z,642,208301,3421,20,182
0,ceTMt4Dyc60,2023-05-15T10:00:33Z,642,211524,3446,20,206
0,ceTMt4Dyc60,2023-05-15T10:00:33Z,642,214518,3474,20,230
