,id,date,duration,views,likes,category_id,update_diff
0,bamUfzRvSZo,2023-05-15T14:26:03Z,213,111939,7134,20,58
0,bamUfzRvSZo,2023-05-15T14:26:03Z,213,126561,7445,20,82
0,bamUfzRvSZo,2023-05-15T14:26:03Z,213,137685,7617,20,106
0,bamUfzRvSZo,2023-05-15T14:26:03Z,213,146467,7764,20,130
0,bamUfzRvSZo,2023-05-15T14:26:03Z,213,154185,7878,20,154
0,bamUfzRvSZo,2023-05-15T14:26:03Z,213,161816,7947,20,178
