,id,date,duration,views,likes,category_id,update_diff
0,UYcqpV3_6Iw,2023-05-03T10:00:17Z,1050,209812,7509,20,374
0,UYcqpV3_6Iw,2023-05-03T10:00:17Z,1050,211088,7540,20,398
0,UYcqpV3_6Iw,2023-05-03T10:00:17Z,1050,212724,7564,20,422
0,UYcqpV3_6Iw,2023-05-03T10:00:17Z,1050,214349,7591,20,446
0,UYcqpV3_6Iw,2023-05-03T10:00:17Z,1050,215540,7608,20,470
0,UYcqpV3_6Iw,2023-05-03T10:00:17Z,1050,216824,7624,20,494
0,UYcqpV3_6Iw,2023-05-03T10:00:17Z,1050,217920,7642,20,518
0,UYcqpV3_6Iw,2023-05-03T10:00:17Z,1050,219059,7657,20,542
