,id,date,duration,views,likes,category_id,update_diff
0,d7-ZXx-qkMI,2023-04-25T11:00:11Z,3464,374576,13262,23,661
0,d7-ZXx-qkMI,2023-04-25T11:00:11Z,3464,376400,13311,23,685
0,d7-ZXx-qkMI,2023-04-25T11:00:11Z,3464,378222,13359,23,709
0,d7-ZXx-qkMI,2023-04-25T11:00:11Z,3464,379853,13393,23,733
