video_id,video_title
DppXml_7XLk,I See Why This Game Is A CLASSIC!   Resident Evil 4
3Um_NSE0ivE,THIS IS TOO MUCH FOR ME!   Resident Evil 4   Ep.2
XyucnsVvDVA,THERE'S SOMETHING IN THE LAKE?!   Resident Evil 4   Ep.3
KfrMalNClc4,A TROLL? WUT IS THIS GAME!   Resident Evil 4   Ep.4
RWL3DXcBVE4,The LOST Chapter! - Resident Evil 4   Ep. 4.5
LfrmBrEc8GY,ASHLEY PISSIN ME OFF!   Resident Evil 4   Ep.5
BzBSAfGkt3M,Is This Game Hard Or AM I TRASH!   Resident Evil 4   Ep.6
lRb2hfy8viA,OK HOLD ON ASHLEY!   Resident Evil 4   Ep.7
rfA-kqlBVx4,THIS FACTORY SUCKS!   Resident Evil 4   Ep.8
wNj6E5F-P9E,SHE DON'T KNOW YOU BRO!   Resident Evil   Ep.9
RbMqJxiC1YA,WE ARE FREE HOLYYY   Resident Evil 4   FINALE
