video_id,video_title
Gfo5F30n_IM,🔥데뷔 임박🔥 신인이 갖춰야 할 모든 것들ㅣ제일엔터테인먼트 EP.07
L9j4y_LPrBs,요즘 난리 난 쿼카N수달 with 땡절스ㅣ제일엔터테인먼트 EP.06
7g3vWYHEU8o,[COVER] 쿼카N수달 - 안부 Full ver
qSrByDOHErM,🎤쿼카N수달🎤 게릴라 버스킹 출격 완료 🎶ㅣ제일엔터테인먼트 EP.05
6MGzjm70124,쿼카N수달에게 트렌드를 묻다ㅣ제일엔터테인먼트 EP.04
atUDrEJMsTA,✋하나 둘! 안녕하세요 저희는 쿼카N수달입니다🤚ㅣ제일엔터테인먼트 EP.03
6takkyLbkv8,👏멤!버!구!함!👏 드디어 정해진 김해준의 듀엣 파트너를 공개합니다ㅣ제일엔터테인먼트 EP.02
qPGb44Aggtw,축🎉데뷔 D-DAY🔥 가요계의 돌풍 김해준의 듀엣 파트너는 과연 누구?ㅣ제일엔터테인먼트 EP.01
Gy7nIokiEOc,New Artistㅣ Kim Hae Jun (김해준) Official Teaser
8Je9yS0XgQQ,1호 연습생에서 1호 뮤지션이 되기까지 🕺ㅣ제일엔터테인먼트 EP.0
WXMIQQ-ukVI,※제일엔터 1호 뮤지션 연습 현장 유출※ #shorts
