video_id,video_title
hLtwiTDcXp0,주말육아
6uzOxDB-a4I,똥벼리 생애 첫 놀이공원
F7GrJnMkIbg,요즘 혀니와 쓰니네는
E_hXuYfW-W8,어서와 불닭볶음면은 처음이지 이쓰나?
xnPcNaLLNqY,새해 맞이했으니 관리 확실히 들어간ㄷ ㅏ
4TFagwlmzJI,똥별쓰는 자니까 빨리 연말결산
_BC823DWdQc,똥벼ㄹ ㅏ 아빠 일하러 갔다 오께
cSVueFzn-jQ,혼돈의 똥별쓰 예방접종의 날
CH-8kVSloQc,출산 전에 입었던 옷이 이제 맞는다!!! 아 행복해!
Fl8rQyaSfDM,서로 아무것도 안 하기로 한 4번째 결혼기념일의 전말
n-pw7PB6TiU,드디어!!!!!!  세 식구 첫 외출에 폭주하는 이쓴쓰
nYnOMo-vwsk,자랑하고 싶은거 있으면 얼마든지 해 나는 한개도 부럽지가 않어
FRG7Ss5WL5Q,똥별쓰도 헷갈리는 아빠와 할머니 그리고 한강 산책
eQL7SPKjqLs,이쓰니 혀니의 요즘근황
BScjtJJF3sg,오늘은 똥별쓰 출생신고 하러가는 날
LUDDUFFkZNs,올릴까말까 고민했던 출산 전날 이야기
dFawOrDkZCI,이쓰니가 떡볶이도 사주고 밥도 해주고 애기용품 조립도 해줬다
SyXGlIhkAbs,진짜 얼마 안남았다!!!!! 똥별이 만날 준비 해야디 ᕕ( ᐛ )ᕗ
NcVxnN71oA0,집밥 쓴선생! 임산부를 위한 무수분 수육을 삶아볼거에영
x-PF6EuqHj0,오늘도 혀니랑 쓰니는 집에 있지 않습니다.
98DbIzcxsTw,오늘은 이쓰니가 카레 요리사!!!!!!!
B9skb7Qlay4,금쪽같은 혀니 데리고 강변역 포장마차 데이트 갑니다
lSw7zZbmzZM,호텔 커피숍으로 브런치 먹으러 갑니다
P7QtLjBjbXs,이쓰니 또 그릇 사러간대서 따라갔습니다
0Tkx8WZtFhE,오밤중에 잠 안오니까 팔찌나 꼬아야겠당
6zVkqjAO7ug,오늘은 타코먹고 임부복 쇼핑갈거에여!
qBa1zDK1GE8,더울땐 모다? 시워ㅓㅓㅓㅓㅓ한 콩국수!
R2DJhuELV2Y,나 임산부 홍현희 드디어 복숭아 영접했다
5RgmiHDN-7o,짧았던 제주도 여행에서 그들은 무엇을 사왔나?!
6G8BsuB92hg,현희랑 이쓴이랑 제주도 태교여행
uoUISYxzcdo,왜 밤늦게 먹는것들은 다 맛있는가
Nwv8SVbK_kE,이삿짐 싸다가 오열 (feat.과거의 혀니)
05zpJc9Zjq8,살려주세요...........
mToB4zHZCRA,#혀니의 패션일기 - 세계적인 디자이너 박윤희를 만나다!
KHcmZVlOqTc,이리오너라! 말로만 듣던 창경궁에 다녀왔도다
cnFQQ8Zt5xs,혀니가 손가락을 다쳐 머리를 감겨 달라고 한다
S2AdmxdR_yQ,물론 패션 컨텐츠이지만 먹방 조금만 가미합니닼ㅋㅋㅋㅋ
O8vCropDtzc,혀니의 패션 지금 부터 시작합니다!
u43aXrXZHUI,오랜만에 걸어서 성수동 데이트 다녀왔어요!
9Sgzc7BuDHc,지방 촬영가는동안 그녀는 무엇을 먹는가
1rkyouIT20o,혀니랑 이쓰니 오랜만의 근황토오크
7yV68mqNpLs,홍주부의 다이어트 두부탕수육 레시피!
3JMra2E7Bqg,혀니와 이쓰니의 한강 걷기 브이로그
2QVmN9y1Ma0,혀니의 다이어트 TIP 대공개!
cgLsfvlNGzg,Private video
eXtIK25R3vg,혀니의 남편 누나의 남편의 어머니가 주신 음식
ZNsN16fqTH4,우리 혀니가 달라졌습니다! (feat. 라네즈 네오쿠션)
BGocsbLxhIg,등산 후엔 역시 피자! (with 매뚱)
VGH8JUUrI04,운동하고 뷔페 다녀왔습니다
xJCgJZDKseY,오늘도 평화로운 홍쓴패밀리 총 출동!!!!!!
66N5RIQilYM,관리대마왕 제이쓴의 손톱발톱
zfKjvZUfX2s,오늘은 기필코 염색을 하고야 말겠다!!!!!!!(feat.핵기여운 몽몽이 나나❤)
ZeQr0Pg5lrA,맥스컷과 함께 45일 다이어트 시작 (비oppa 찐인증)
fTUso9q0W5I,쇼핑 하울이라지만 팬티 얘기가 80%
geDSoGBtWC4,홍주부의 감성 쵸크쵸크한 비오는 주말!
bdrQi0DGUrc,만약 나대자 여사 집에 초대 되다면?
4f28C5mCP_Q,엔터계의 대모 나대자 여사의 브이로그
iBIi7cuaxUo,이건 무적권 먹어봐야해!!!!!!
N2C5j0rJfc8,구독자 분들의 염원 크리스마스 치우기!
m8KsXbvgpQI,미나리 수상기원 미나리 삼겹살 먹는다
1Z0Vu-QjW1Y,음쓰만 버리기엔 날씨가 너무 좋다 휴
I5BK2Bh5Bwg,주말이지만 혀니랑 쓰니는 일하러 나간다
xDjijAWGLw4,떡국과 육전 간단하게 만들어 먹을거에엽(찡긋)
g-CE4aQ50xw,오늘은 오글토글 하지만  멋진척과 예쁨을 연기하다
Y45N5F07vgY,오늘 스케줄이 넘모 일찍 끝나버렸눈데 뭐하지 (feat. 닥터지)
7RSQI6I9ym0,원래는 우대갈비만 가볍게 먹는거였어요 그게 아니라서 그렇지......
TEkf9DGw-Qg,도대체 냉면이 뭐길래 이렇게 까지 해야했을까........
crK2UbE5R98,절대 부부끼리 레고 조립하지마세여.......
mkL7EAe-mEg,하늘에서 무엇인가 내린다면 무조건 기름냄새 ㄱ 오늘은 김치전이다! 물론 떡볶이 순대도.....(feat.스프라이트)
Wiz6zLAvJcM,재미로 본 타로카드 2021년 홍쓴티비의 운명은??!?!?!?!?
gBDzi-sPIOA,이쓰니생일이라 써프라이즈 했다가.........(feat.사랑의 전도사 유재필)
Ab80BAd8-20,2주만에 첫 스케줄!!! 오늘은 요거톡 광고촬영날!
dQ9_afLaZjY,오늘은 드디어 자가격리해제!!!!!!!!!!!!!!
T85xuOBBEzk,홍쓰니네 슬기로운 격리생활
-9jrmDP1crU,홍현희가 어젯밤 술마시고 들어왔다 (feat. 상쾌환마스크팩)
WZBb9KJxwuw,홍쓴이네 세번째 크리스마스 트리 만들기!
TJKsosKpB60,오늘은 이쓰니가 김밥이 먹고싶다고 한다
ofGxL8WZIu8,시어머니표 김치3종세트 먹방
bA1VSXIkQyA,저녁에 잠이 안올땐 이어캔들 ASMR
ZFXAAlMQ4K0,홍쓴부부 2주년리마인드웨딩 part2
V8vsFZqZLIQ,홍현희 제이쓴 결혼기념일 2주년 촬영 part-1
eNJcOJdKUGg,저희 신혼부부 대표로 나무 심고 왔습니다!!!
hP3DIbVupho,스폐인 남부에서 고구마캐고 캐나다에서 요리교실
gPaakj4gMiw,아기다리 고기다리 홍현희 제이쓴의 MBTI
EWM43lKTZCY,홍쓴이네 눕방 토오크(feat.버킷리스트)
OF_I-nG6UfE,휴일 오후 김치볶음밥 만들기
OF_I-nG6UfE,휴일 오후 김치볶음밥 만들기
OF_I-nG6UfE,휴일 오후 김치볶음밥 만들기
OF_I-nG6UfE,휴일 오후 김치볶음밥 만들기
7HCRvZTaOtI,오늘은 파우치 털이를 해볼거에여_찡긋 (feat.풀메)
JsGO45xmoYw,홍쓰니네 엉망진창 탕후루 만들기-☆
_EW3rcn7Bm0,홍쓴TV 20만명 기념 댓글읽기 part2
wauqM7IZ0HQ,홍쓴TV 구독자 20만명 기념 Q&A part1
10wJX016C3s,Private video
miaQTPpEavY,Private video
XxNzFc5VwKM,홍현희 제이쓴 부부 로또 추첨 하고 왔습니다 (feat.서경석님)
sbiXAUAoi5g,홍현희 제이쓴의 홍쓴TV 구독자 10만!!!! 실버버튼 언빡씽 (feat.홍쇼핑 제작진)
SeEmUpPcqRs,제이쓴♥홍현희 결혼기념일  1주년 서프라이즈 대작전!!!
JpzW9I9bSAo,2020 SS 패션위크 홍현희 제이쓴이 간드아!
gSagmd6hzcs,제이쓴이 외출한다 본격 홍현희의 수제비 만들기
sRL6n5ELxv0,홍쓴부부 아파트 입성기념 랜선집들이
N3Rm1I95WZk,[홍쓴부부] 오늘은 이사하는 날!
SxkVGF6FMyA,[홍쓴TV]퀘백 비하인드 스토리
eyI-hZ9gyyw,[홍쓴티비] 홍쓴부부 퀘백 도착하다!
ggbSrGmd1c8,[홍쓴TV] 시차엔 역시
sNOxdiWVYHU,유튜브 브이로그 중독된 혀니★
BaCt2AGHgtw,Private video
e9qELhKcoaY,[홍쓴티비] 한강 나들이 브이로그
W1nsUAX75u0,100%리얼 현실부부의 복불복게임
bm4Sxpg3NuM,리얼100% 현실부부 홍현희 VS 제이쓴의 야.광.도.깨.비
NmOsXFT-Fb4,[홍쓴TV] 홍현희 관찰일기
jt32f_63TXA,[홍현희 제이쓴의 홍쓴TV] 홍현희 관찰일기
58CTKGZpnmM,[홍현희 제이쓴의 홍쓴TV] 개그우먼 홍현희 관찰일기
kpWQlk_CfWc,[홍현희 제이쓴의 홍쓴TV] 장모님 VS 사위
MWvT9EdOgj0,[홍쓴부부] 홍현희 제이쓴의 야밤에 닭발 브이로그
