video_id,video_title
ZWUE1_9Qe5I,First Day in KENYA! AFRICAN STREET FOOD Breakfast and The Kenyan EGG DOCTOR!
Gkd9-17SjEI,Kenyan MEAT MOUNTAIN! The KINGS OF MEAT in Kenya  Vegan's BEWARE!!
83Fds2vlz-A,Kenya's BIGGEST MARKET! STREET FOOD and CHAPATI in Muthurwa Market  Nairobi!
BoTaNJ6bYXg,Eating in Africa's LARGEST SLUM! STREET FOOD in KIBERA  KENYA!
42zpOJG6Mps,African BUSH MEAT CARNIVORE Restaurant in NAIROBI KENYA! VEGANS BEWARE!
aRgXtXo7xVs,MASSIVE Kenya Street Food Tour in Nairobi!! Beef  Breakfast  and Intestines!!
MR-tKCMJmN4,ULTIMATE STREET FOOD TOUR in MOMBASA! East Africa FOOD TOUR in KENYA!
NH1t0ABIKbI,I Tried the Best Street Food in Mombasa  Kenya! East African Food You Must Eat!
8v928B75JeU,Biryani Factory in Mombasa! BIRYANI BATTLE India or Africa?
64xvW21gQP0,Traditional AFRICAN VILLAGE FOOD in KENYA! INDIGENOUS KENYAN COOKING!
ewD1SAsmz00,I Ate with the Maasai Tribe in Kenya! Tribal Food in East Africa!
iQzpH9-JlQA,MASSIVE MOMBASA Market and STREET FOOD Tour!
h37ct8oLhHs,Masai Mara THE BEST African Safari in KENYA!
QRqtDM8IFJg,Private video
iZJNKeOeSwc,The Best Kenyan Street Food in Nakuru  Kenya! African Rotisserie Chicken!
5VeWJeHT9CM,Kenya's Most EXOTIC DISH! Goat Head from Farm to Table!
NMcOguIj_bI,Nairobi's Ultimate Street Food Tour: Chicken and Meat Market  Exotic Food in Kenya!
ntueMx6Nvaw,Safari So Good: Nairobi National Park is a Roaring Good Time!
8bMsS8atYcc,$1 HAIRCUT in KENYA'S LARGEST SLUM!! It Feels SO GOOD!
