video_id,video_title
NCE4FwCsXvo,Cafe Owner Simulator - Ep. 1 - Restoring the Cafe
MljxzqZTFno,Cafe Owner Simulator - Ep. 2 - Twinsies
Qbvc73O_BR4,Cafe Owner Simulator - Ep. 3 - Cozy Cabin Cafe
MuFtgwCQl2g,Cafe Owner Simulator - Ep. 4 - Training Turtles
Sw_fsj2rsl0,Cafe Owner Simulator - Ep. 5 - Funky Fast Food
iywYeJ28YAM,Cafe Owner Simulator - Ep. 6 - You Can't Beat Our Meat
EeDSslumGK0,Cafe Owner Simulator - Ep. 7 - Unnecessary Expansion
mrH3Sbi_QS4,Cafe Owner Simulator - Ep. 8 - Starting Over...
7NHnqCMUUz0,Cafe Owner Simulator - Ep. 9 - Irish Pub Remodel
lohaXCNa2EI,Cafe Owner Simulator - Ep. 10 - MAX LVL?!
AYwUWVXAaN0,Cafe Owner Simulator - Ep. 11 - Cafe on the Beach
gait1ALRsHk,Cafe Owner Simulator - Ep. 12 - Burger Knight CLOSING?!
