video_id,video_title
ZrNq_XVcv6o,리부트와 모든 대도시섭 신규 캐릭 생성제한이 풀렸습니다ㄷㄷ 원기형 이게 무슨일이야? [단퐁회 1화]
9dm0znQ-wT0,당분간 리부트에서 이렇게 행메 좀 해도 될까요..? [단퐁회 2화]
B83FsvP52Xs,리부트가 이걸 해냅니다 [단퐁회 3화]
Ar_978HeMgk,리부트에 왔으면 리부트 육성법을 따르는 게 맞네요 경험치 너무 좋은데?ㄷㄷ [단퐁회 4화]
U_y6uSZMXkY,원기형 이런 미친 성장 너무 좋잖아.. 이거 더 해주면 안될까?  [단퐁회 5화]
qzjpYkNVQFw,진캐  춘자  명훈아 너넨 이거 언제 먹을래?ㅋㅋㅋㅋ [단퐁회 6화]
1cO7DvA7cGo,진캐야 우린 먼저 극딜하고 있을게^^    [단퐁회 7화]
eALebOoNcq0,이게 올이탈 옵션이 뜬다고? 레전 띄우려다가 레전드를 썼습니다ㄷㄷ  [단퐁회 8화]
EjvnLMZl0fg,내 피시방에서 시드로 월 1억을 벌 수 있는 핵이 있다고? [단퐁회 9화]
XFHuZjTPnRM,팡이형 이래도 피시방 안차려요? 이렇게 좋은데?? [단퐁회 10화]
69tpSjjffd0,메생 첫 시드 22층하다가 접을 뻔 했습니다.. [단퐁회  11화]
5wdhPqETENQ,한번에 20업씩 하는 미친 이벤트가 나왔습니다 경험치 또라이급 오름ㅋㅋㅋㅋ [단퐁회 12화]
gFN7Pgf6MYQ,진캐야 열심히 해야겠지?ㅋㅋㅋㅋㅋ [단퐁회 13화]
FfTKNsOADUU,리부트 풀 드메 사냥 폼 미쳤다.. 드랍되는 코젬+메소량 실화야? [단퐁회 14화]
AJheCPdj9ZQ,명훈이 안되겠네요 기강 좀 잡겠습니다 [단퐁회 15화]
bPIw9Ctej8M,수호랑 팡이형 템이 너무 귀엽네?ㅋㅋㅋ  [단퐁회 16화]
6fr7Fgn5Ig4,하남자라 놀려도 스펙업 오지게 해버렸쥬? [단퐁회 17화]
_WMeoj7Tnos,뉴비들만 이렇게 먹게 해준다고..? ㄹㅇ 변동확률이야? [단퐁회 18화]
QhqFEW_u5LM,팡이형이 너무 무서워요.... [단퐁회 19화]
AHkF1xcbgzU,아니 띠ㅣㅣㅣㅣ바 내 리부트 첫 20성이!!!!!   [단퐁회 20화]
