video_id,video_title
Nmqmmkh9N_8,[LENIVERSE] LENIVERSE 첫 회식 🍽️ (with 진짜 삼겹살)
QQCxagLCpks,[LENIVERSE] EP.18 LE CAFÉ 2편
xQJmEiZXFYE,[LENIVERSE] EP.17 LE CAFÉ 1편
3OvuWo6TPZE,[LENIVERSE] EP.16 출동! 핌마을 방범대 2편
Bv_6gO5RUVA,[LENIVERSE] EP.15 출동! 핌마을 방범대 1편
C-xJoKpTi34,[LENIVERSE] EP.14 FPS 특집 2편
aO92SlPwIcQ,[LENIVERSE] EP.13 FPS 특집 1편
A0fCET-KbDk,[LENIVERSE] EP.12 추우니까 오히려 좋아❤️ 2편
ezL9NpGehZY,[LENIVERSE] EP.11 추우니까 오히려 좋아❤️ 1편
Wwy2MsHPnVg,[LENIVERSE] EP.10 꼭꼭 숨어라 머리카락 보일라
_i-CvQVgnqA,[LENIVERSE] EP.9 핌시방에서 생긴 일 2편
tR0MHz7dhgo,[LENIVERSE] EP.8 핌시방에서 생긴 일 1편
YwU0UzjcTA8,[LENIVERSE] EP.7 비 오니까 오히려 좋아♥ 2편
_QZSetDV2i8,[LENIVERSE] EP.6 비 오니까 오히려 좋아♥ 1편
3pNglLU8XME,[LENIVERSE] EP.5 가위바위보 대작전 2편 (Mission! RSP_02)
xRpkmlZiN_w,[LENIVERSE] EP.4 가위바위보 대작전 1편 (Mission! RSP_01)
olf95t11qlI,[LENIVERSE] EP.3 Do you know me?
2EjZT-D6_dA,[LENIVERSE] EP.2 Welcome to the LENIVERSE
47NKup8ReRY,[LENIVERSE] EP.1 Welcome to the LENIVERSE
