video_id,video_title
e0H4BMMxljo,사회생활 처음 해보는 인턴 특징 [실리콘밸리댄스 ep4]
fc7jBbjzFlk,우리 어제 월급 들어오는 날 아니었나? [실리콘밸리댄스 ep3]
ag1mOTiG4fE,오늘도 개발자는 안 된다고 말했다 [실리콘밸리댄스 EP.02]
A5TUTSR083M,스타트업에 무조건 있는 빌런 특징 [실리콘밸리댄스 EP.01]
