,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes
0,4UfJUj2A2VQ,[EN] 다나까 쓰는 학과 [동국대 경찰행정학과]   전과자 ep.1,24,2876622,50396,0,,2022-11-11 09:00:05+00:00,217969.3,1178,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜', '경챃학교', '경탈학교', '경찰대학교', '경찰대', '경탈', '경탈과', '겿라과', '경틸', '경찰', '경촬', '경칠', '동국대학교', '도구개', '독구개', '동국떄', '도국']",0.6499624917611961,0.8317575757575758,0.0,226043.45538986666,12.725968973702729
1,lF0uDY7E-7U,[EN] 수업 중에 씨X 내뱉고 온 학과 [한국외대 태국어과]   전과자 ep.2,24,2408821,49963,0,,2022-11-18 09:00:26+00:00,207888.95,1105,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜', '한국왜대', '외대', '외고', '태국', '태구']",0.14284134665417839,0.7967676767676768,168.00583333333333,215963.10538986666,11.153854245851319
2,3uAxXfNt8y8,[EN] 유튜버 최다 배출 학과 [인덕대 방송연예과]   전과자 ep.3,24,2796295,45858,0,,2022-11-25 09:00:04+00:00,197809.32,1307,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜', '방영과', '방영', '연애이', '연애인', '오다션', '옫션', '밥여과']",0.562883754813196,0.46505050505050505,167.99388888888888,205883.47205653333,13.581930458371948
3,GHRHjlnSi3o,[EN] 수의학과 학생은 수능 몇 개 틀렸을까 [건국대 수의학과]   전과자 ep.4,24,2432193,42515,0,,2022-12-01 09:00:07+00:00,189169.27,1118,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜']",0.16817783675026884,0.19490909090909092,144.00083333333333,197243.42205653334,12.330920720402487
4,ReC7dNqWEBU,[EN] 연애 고수 많은 학과 [가톨릭대 심리학과]   전과자 ep.5,24,2015133,39103,0,,2022-12-08 09:00:12+00:00,179089.18,1092,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜', '엠비디아티', '엠비티아이', '심리학자', '심리과', '정신과', '시미테스트', '심리']",-0.28393736774551637,-0.08080808080808081,168.0013888888889,187163.3387232,10.766707912708402
5,u2BCGcOweTo,[EN] 한 달만 다녀도 등록금 뽕뽑는 학과 (feat.고기 없는 학식) [삼육대 물리치료학과]   전과자 ep.6,24,2382954,41103,0,,2022-12-15 09:00:28+00:00,169008.91,1215,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜', '물리치로', '물치', '삼ㅇㄱ대', '삼욱대', '삼웃대', '삼윳대']",0.1148001439622576,0.08080808080808081,168.00444444444443,177083.07205653333,13.45670126639348
6,vfuNu0BSxc8,[EN] 항공과만 아는 기내식 꿀팁은? [부천대 항공서비스과]   전과자 ep.7,24,3040779,45187,0,,2022-12-22 09:00:34+00:00,158928.81,1091,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜']",0.827917403822805,0.4108282828282828,168.00166666666667,167002.97205653333,18.207933443068576
7,Y_ASspKi3bE,[EN] 오전 수업 없는 학과 [오산대 e스포츠과]ㅣ전과자 ep.8,24,2171156,35800,0,,2023-01-05 09:00:15+00:00,138769.12,1253,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜', '겜', '룰', '릭우오브레저늗', '패이커', '페이크', '카트', '매ㅣ플', '메ㅣ읖', '메ㅣ슾', '오산']",-0.1148001439622576,-0.3477171717171717,335.9947222222222,146843.2887232,14.785531016624361
8,65KMKPnuG0k,[EN] 역도 세계랭킹 1위 장미란의 3대는? [용인대 체육학과]ㅣ전과자 ep.9,24,3494832,49300,0,,2023-01-12 09:00:03+00:00,128689.32,1382,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜', '로즈란', '장미라', '미란', '영인대', '용인데ㅐ']",1.3201349862975682,0.7431919191919192,167.99666666666667,136763.4887232,25.553837743005392
9,swqeuO6PSjg,[EN] 참이슬라이브의 끝판왕 실용음악과 MT 1부   전과자 ep.10,24,2109640,35587,0,,2023-01-19 09:00:24+00:00,118608.97,1225,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜', 'tlfmar', 'tlfdydmdkar', '실음과', '실음', '시름', '싱여읆악', '실영으막', '호언대', '오로내', '호어ㅜㄴ대', '실요므앙ㄱ', '시름과']",-0.1814867572067853,-0.36492929292929294,168.00583333333333,126683.1387232,16.652887047656115
