,id,title,category_id,views,likes,favorites,comments,date,date_gap_hours,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes
0,Nqn5UuK3gEE,❤️‍🔥Breaking News❤️‍🔥 내 최애가 1박2일에 나온다면?!✨ 감히 의심하지 마🤗 그냥 좋다는 게 아냐 😎 Guess who? [돌박이일] 4K,10,181754,6978,0,,2022-08-22 15:00:05+00:00,335276.82,63,"['KBS', 'KPOP', '뮤직', 'KBSKPOP', 'K-POP', '케이팝', 'kpop', 'KBSKpop', '음악', 'kbs kpop', '아이브', '세븐틴', '뉴진스', '르세라핌', '트와이스', '엔시티', 'NCT127', 'NCT', 'NCTdream', '엔드림', '케이팝아이돌', '일박이일', '1박2일', '돌박이일', 'IVE']",0.8771272230689044,0.41598635311319604,0.0,342323.44964595005,0.5309423008794171
1,khiRQwZBV04,✨ 여섯 소녀의 찬란한 여름 이야기 👒  - I’VE SUMMER FILM ver.   돌박이일 💛아이브 티져💚 [IDOL 1N2D 4K Mood Sampler],10,137857,7902,0,,2022-08-24 10:59:04+00:00,332637.84,64,"['KBS', 'KPOP', '뮤직', 'KBSKPOP', 'K-POP', '케이팝', 'kpop', 'KBSKpop', '음악', 'kbs kpop', '아이브', '돌박2일', '1박2일', '티저', 'AFTERLIKE', '가을', '이서', '원영', '장원영', '안유진', '유진', '리즈', '레이', 'After like', '애프터라이크', '현서', '일박이일', '아이브 예능', '아이브 신곡', '아이브 돌박이일', '돌박이일', '러브다이브']",0.5989556764498069,0.5285731692457658,43.98305555555555,339684.4663126167,0.4058383990780672
2,yoJp9uR7oQQ,[EN] What’s After LIKE?! 오히려 좋아 ❤‍🔥 대책없는 긍정베이비들의🏅복불복 수학여행 레이스 [돌박이일] EP.1-1 아이브 in 원주 1탄[4K],10,424500,14447,0,,2022-08-28 11:30:08+00:00,326846.72,884,"['KBS', 'KPOP', '뮤직', 'KBSKPOP', 'K-POP', '케이팝', 'kpop', 'KBSKpop', '음악', 'kbs kpop', '뮤뱅', '뮤직뱅크', '아이브', 'ive', '스타쉽', '가을', '유진', '레이', '원영', '리즈', '이서', 'GAEUL', 'ガウル', 'YUJIN', 'ユジン', 'REI', 'レイ', 'WONYOUNG', 'ウォニョン', 'LIZ', 'リズ', 'LEESEO', 'イソ', 'LOVE DIVE', '러브다이브', '아이브 뮤뱅', '뮤직뱅크 아이브', 'ive musicbank', 'ive eleven', 'musicbank ive', 'ive After LIKE', 'After LIKE 아이브', '아이브 에프터라이크', '뮤뱅 아이브', '일레븐', 'After LIKE ive', 'musicbank After LIKE', 'After LIKE', 'musicbank afterlike', '원테이크', '뮤뱅 원테이크', '세븐틴', '뉴진스', '르세라핌', '트와이스', 'NCT127', 'NCTdream', '엔드림', '케이팝아이돌', '일박이일', '1박2일', '돌박이일', 'IVE', '유튜브예능', '아이브예능', '아이브 예능', '일박2일', '아이브 원영', '아이브 유진', '수학여행']",2.4153879300784826,1.3260631168514683,96.51777777777778,333893.39964595,1.271363855799864
3,6hHGRUMYEyg,💖 HAPPY YUJIN DAY 💖 돌박이일 안유진PD 생일 축전 🎉,10,30844,2068,0,,2022-09-01 10:52:38+00:00,321124.33,22,"['KBS', 'KPOP', '뮤직', 'KBSKPOP', 'K-POP', '케이팝', 'kpop', 'KBSKpop', '음악', 'kbs kpop', '아이브', '예능', '아이브 예능', '돌박이일', 'IVE', '안유진', '장원영', '가을', '레이', '이서', '리즈', 'AfterLIKE', '애프터라이크', '유진', '원영', '러브다이브', 'Love dive', '일레븐', 'Eleven', '돌박', '쇼츠', '예능일박', '일박이일', '1박2일', '뮤뱅', '뮤뱅엠씨', '장꾸즈', '장꾸', '지락실', '지구오락실', '안유진피디']",-0.07917658129786351,-0.18228341659558914,95.375,328170.89964595,0.09398761448158967
4,U45phRK3Q_8,#돌박이일 *선공개* 잠시만요!🙋🏻‍♀️ 때아닌 아이브 일레븐 포인트 안무 논란(?)🙄 ㅣ220904 Coming Soon,10,468002,17052,0,,2022-09-03 09:22:42+00:00,318334.25,59,"['KBS', 'KPOP', '뮤직', 'KBSKPOP', 'K-POP', '케이팝', 'kpop', 'KBSKpop', '음악', 'kbs kpop']",2.691056395372785,1.6434750822468625,46.50111111111111,325380.83297928335,1.438320738547612
5,MBeYkDYMKT0,[EN/JP] 🎲 L 다음 또 O 다음 tto 당첨보다 짜릿하고 🌈 다채로운 리얼 버라이어티의 세계🗯 [돌박이일] EP.1-2 아이브 in 원주 2탄 [4K],10,859031,22137,0,,2022-09-04 11:00:11+00:00,316796.66,1637,"['KBS', 'KPOP', '뮤직', 'KBSKPOP', 'K-POP', '케이팝', 'kpop', 'KBSKpop', '음악', 'kbs kpop', '아이브', '원영', '장원영', '유진', '안유진', '레이', '가을', '리즈', '이서', 'afterlife', '애프터라이크', '돌박이일', '1박2일', '돌박2일', '4k', '버라이어티', '안pd', '가을작가', '뮤뱅', '뮤직뱅크', 'ive', '스타쉽', 'GAEUL', 'ガウル', 'YUJIN', 'ユジン', 'REI', 'レイ', 'WONYOUNG', 'ウォニョン', 'LIZ', 'リズ', 'LEESEO', 'イソ', 'LOVE DIVE', '러브다이브', '아이브 뮤뱅', '뮤직뱅크 아이브', 'ive musicbank', 'ive eleven', 'musicbank ive', 'ive After LIKE', 'After LIKE 아이브', '아이브 에프터라이크', '뮤뱅 아이브', '일레븐', 'After LIKE ive', 'musicbank After LIKE', 'After LIKE', 'musicbank afterlike', '케이팝아이돌', 'IVE', '유튜브예능', '아이브예능', '아이브 예능', '일박2일', '아이브 원영', '아이브 유진', '수학여행']",5.168973831710555,2.263068112586816,25.62472222222222,323843.34964595,2.6526127553311114
6,uBEX04c7yCU,[EN/JP] 😷아이브? 알아보지마!🫥 심장쫄깃 시장레이스 😈 거기 맑은 눈의 광인(👁‿👁)ㅋㅋ을 곁들인.. [돌박이일] EP.1-3 아이브 in 원주 [4K],10,422690,12637,0,,2022-09-11 11:00:14+00:00,306716.62,1775,"['KBS', 'KPOP', '뮤직', 'KBSKPOP', 'K-POP', '케이팝', 'kpop', 'KBSKpop', '음악', 'kbs kpop', '아이브', 'IVe', 'IVE', '안유진', '장원영', '리즈', '가을', '이서', '레이', '김레이', '콘수니', '아이브 예능', '돌박', '돌박2일', '1박2일', '돌박이일', '돌박 아이브', '원주 아이브', '울렁다리', '소금산', '미로시장', '미로예술시장', '원주 시장', '아이브 AfterLIKE', '애프터라이크', 'AfterLIKE', '아이브 1위', '아이브 방송', '아이브 돌박', '아이브 1박', '아이돌', '아이돌 예능', '케이팝 예능', '아이브 유진', '아이브 원영', '아이브 장원영', '수학여행', '레이스', '아이브 이서', '아이브 레이', '아이브 리즈', '아이브 가을', '가을선배', '애프터라이크 아이브', '뮤뱅 아이브', 'ユジン', 'リズ', 'ウォニョン', 'レイ', 'イソ', 'ガウル', 'WONYOUNG', 'YUJIN', 'LEESEO', 'GAEUL', 'LIZ', 'REI', '돌박2일 아이브 예능', '아이브 교복', '원영 교복']",2.4039181143876482,1.1055196783233825,168.00083333333333,313763.29964595,1.347162018237833
7,KdYmYEb_Wvs,#돌박이일 *선공개* 아이브가 대학교를? 여기 어딘가요? 좌표 공유좀🧐ㅣ220918 Coming Soon,10,24161,983,0,,2022-09-14 08:30:03+00:00,302546.92,37,"['KBS', 'KPOP', '뮤직', 'KBSKPOP', 'K-POP', '케이팝', 'kpop', 'KBSKpop', '음악', 'kbs kpop', '아이브', 'IVE', 'AfterLIKE', '돌박2일', '돌박이일', '아이브 예능', '걸그룹', '걸그룹 예능', '아이브 대학생', '안유진', '가을', '장원영', '리즈', '이서', '레이', '콩순이', '원영', '유진', '러브다이브', '춘천', '아이브 춘천', '건축학과 원영']",-0.1215261825475031,-0.31448763250883394,69.49694444444444,309593.4829792834,0.07804104843388046
8,Tz1QDSnudi4,장원영이 갑자기 내 일터에 나타난다면? [돌박이일],10,79515,3057,0,,2022-09-17 06:00:10+00:00,298376.79,41,"['KBS', 'KPOP', '뮤직', 'KBSKPOP', 'K-POP', '케이팝', 'kpop', 'KBSKpop', '음악', 'kbs kpop']",0.22924739632015362,-0.061776532228585354,69.50194444444445,305423.3663126167,0.26034353874094973
9,JZrkv9Tl2Gg,[EN/JP] 💘건축학개론💘 그 첫사랑 원영 선배 왔다.. 얘들아(0명) 산삼면 들어본 사람?🍜 [돌박이일] EP.2-1 아이브 in 춘천 1탄 [4K],10,440877,13009,0,,2022-09-18 11:00:11+00:00,296636.67,1791,"['KBS', 'KPOP', '뮤직', 'KBSKPOP', 'K-POP', '케이팝', 'kpop', 'KBSKpop', '음악', 'kbs kpop', '아이브', 'IVE', '안유진', '장원영', '가을', '이서', '레이', '리즈', '김지원', '콩순이', '콘수니', '원영', 'AfterLIKE', '아이브 AfterLIKE', '러브다이브', '일레븐', '돌박2일', '돌박', '돌박이일', '아이브 예능', '춘천', '아이브 춘천', '아이브 장원영', '아이브 안유진', '안유진 예능', '1박2일', '아이돌 예능', '아이브 뮤뱅', '춘천 케이블카', '가을선배', '장원영 춘천', '춘천 닭갈비', '아이브 1위', 'ガウル', 'YUJIN', 'ユジン', 'レイ', 'REI', 'LEESEO', 'イソ', 'ウォニョン', 'WONYOUNG', 'LIZ', 'リズ', 'ive musicbank', 'ive eleven', '4k', '아이브 대학교', '건축학개론', 'GAEUL', 'musicbank After LIKE', '케이팝 예능', '1N2D', 'IDOL 1N2D', '아이브 레이', '아이브 가을', '아이브 리즈', '닭갈비', '케이블카', '춘천 삼악산', '여행 예능', '아이브 여행', '춘천 여행', '춘천 코스']",2.5191675828789237,1.1508468380650665,29.00027777777778,303683.34964595,1.4517654672671305
