,id,title,category_id,views,likes,favorites,comments,date,date_gap_hours,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes
4,W1nsUAX75u0,100%리얼 현실부부의 복불복게임,23,202149,5531,0,,2018-12-19 14:45:20+00:00,2267777.79,69,"['홍현희', '제이쓴', '아내의맛', '홍현희제이쓴', '현실부부', '리얼부부', '연예인', '개그우먼', '개그우먼홍현희', '인테리어디자이너']",-0.5160223817014555,-0.4392431502641602,0.0,2274818.2721620332,0.08886380176992051
5,bm4Sxpg3NuM,리얼100% 현실부부 홍현희 VS 제이쓴의 야.광.도.깨.비,23,93140,2643,0,,2018-12-31 11:14:10+00:00,2250708.96,32,"['현실부부', '홍현희제이쓴', '홍현희', '제이쓴', '홍쓴TV', '야광도꺠비', '신혼일기']",-0.6922580718173896,-0.7940778965474874,284.48055555555555,2257749.4388286998,0.04125347055708724
6,NmOsXFT-Fb4,[홍쓴TV] 홍현희 관찰일기,23,518767,7693,0,,2019-01-16 08:06:44+00:00,2227856.39,85,"['홍현희', '개그우먼 홍현희', '제이쓴', '디자이너 제이쓴', '홍쓴TV', '홍쓴이네', '아내의맛', 'TV조선', '희쓴부부', '홍쓴부부', '신혼일기', '신혼생활', '웃긴부부', '현실부부']",-0.004143621845601181,-0.17360855141909326,380.87611111111113,2234896.8721620333,0.23212122512755864
7,jt32f_63TXA,[홍현희 제이쓴의 홍쓴TV] 홍현희 관찰일기,23,401752,5933,0,,2019-02-10 08:40:56+00:00,2191822.2,111,"['개그우먼', '개그우먼홍현희', '디자이너제이쓴', '제이쓴', '홍현희제이쓴', '신혼부부', '신혼부부일상', '꿀잼영상', '리얼부부', '홍쓴TV', '웃긴영상']",-0.19332267384053764,-0.3898513330876029,600.57,2198862.672162033,0.18270900001452892
8,58CTKGZpnmM,[홍현희 제이쓴의 홍쓴TV] 개그우먼 홍현희 관찰일기,23,157969,2877,0,,2019-03-05 09:03:04+00:00,2158680.06,92,"['개그우먼', '개그우먼 홍현희', '디자이너 제이쓴', '셀프인테리어', '홍현희제이쓴', '홍현희캐나다', '신혼여행', '베스킨라빈스', '베라', '웃긴영상', '꿀잼영상', '신혼부부', '신혼일상', '현실부부', '아내의맛', 'TV조선', '제이쓴', '홍현희 제이쓴']",-0.5874485280684708,-0.7653274358029242,552.3688888888889,2165720.5388287,0.07294062053150928
9,kpWQlk_CfWc,[홍현희 제이쓴의 홍쓴TV] 장모님 VS 사위,23,123863,2998,0,,2019-05-06 04:13:53+00:00,2069689.25,70,"['홍쓴TV', '홍현희', '제이쓴', '개그우먼 홍현희', '홍현희 제이쓴', '제이쓴 직업', '홍현희 제약회사', '신혼부부', '웃긴부부', '재밌는짤', '부부일상']",-0.6425879610244106,-0.7504607445632141,1483.1802777777777,2076729.7221620334,0.05964329333672232
10,MWvT9EdOgj0,[홍쓴부부] 홍현희 제이쓴의 야밤에 닭발 브이로그,23,588632,7886,0,,2019-06-15 03:42:35+00:00,2012120.55,105,"['홍현희제이쓴', '홍현희 제이쓴', '닭발먹방', '닭발', '야식추천', '신혼부부', '연예인부부', '연예인', '홍현희', '개그우먼 홍현희', '제이쓴', '디자이너 제이쓴', '브이로그', '신혼부부 브이로그', 'asmr']",0.10880766190115125,-0.14989556456567146,959.4783333333334,2019161.0221620335,0.29152306009241274
11,e9qELhKcoaY,[홍쓴티비] 한강 나들이 브이로그,23,290049,5192,0,,2019-06-20 02:40:32+00:00,2004982.59,140,"['홍현희 제이쓴', '홍현희 제이쓴 나이차이', '개그우먼 홍현희', '디자이너 제이쓴', '제이쓴 홍현희', '일상', '신혼일기', '신혼생활', '웃긴영상', '개그우먼']",-0.3739137745113097,-0.4808944587787197,118.96583333333334,2012023.0721620333,0.14415788964503565
12,sNOxdiWVYHU,유튜브 브이로그 중독된 혀니★,23,140447,3087,0,,2019-06-30 23:42:53+00:00,1989320.23,91,"['개그우먼 홍현희', '디자이너 제이쓴', '홍현희 제이쓴', '홍현희', '제이쓴', '홍쓴부부', '희쓴부부', '아내의맛', '부부일기', '신혼부부', '부부일상', '브이로그', '개그우먼', '체리 먹방', '먹방']",-0.6157764804596624,-0.7395257402629316,261.0391666666667,1996360.7221620334,0.07035151435352709
13,ggbSrGmd1c8,[홍쓴TV] 시차엔 역시,23,1734574,19225,0,,2019-07-10 04:32:58+00:00,1976070.15,380,"['개그우먼 홍현희', '홍현희', '홍현희 제이쓴', '디자이너 제이쓴', '제이쓴', '삼겹살 먹방', '캐나다 퀘백', '퀘백 여행', '해외여행', '홍쓴TV', '홍쓴부부', '희쓴부부', '홍이쓴부부', '시차적응']",1.9614609217497305,1.2432731293770733,220.8347222222222,1983110.6388287,0.8746733369473046
