,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes
0,9x6-Xyh_ADo,NEW COUNTRY  NEW PROJECT! 👷🌲   Embarking on the Biggest Adventure of our Lives (So Far)!,19,25594,1600,0,,2022-06-05 15:03:49+00:00,446565.58,1365,"['argentina renovation project', 'renovation project', 'argentina home renovation', 'argentina hotel renovation', 'renovating a ruin argentina', 'restoring a ruin argentina', 'renovating property in argentina', 'renovating hotel in argentina', 'renovating hotel', 'restoring a hotel', 'argentina family property', 'country life vlog', 'restoration videos', 'renovation videos', 'abandoned land renovation', 'moving to argentina', 'hotel restoration argentina', 'hotel restoration', 'argentina', 'argentina vlog', 'reno', 'vlog']",2.908547221530027,4.151219512195122,0.0,454639.72345670004,0.05629512486371547
1,4N7BWnCUarM,THIS is the PROPERTY we're RENOVATING in ARGENTINA and it's Wild! 🏚️🌱 (Tour of Hotel & the Houses!),19,16748,1179,0,,2022-06-11 14:30:00+00:00,437959.4,1386,"['renovating hotel argentina', 'renovating property in argentina', 'renovating house argentina', 'restoring hotel argentina', 'hotel restoration', 'hotel renovation', 'property renovation', 'property renovation argentina', 'property in argentina', 'land in argentina', 'renovating a hotel in argentina', 'renovating a house in argentina', 'homesteading in argentina', 'renovating property', 'argentina hotel reno', 'argentina hotel renovation', 'restoring house', 'restoring home', 'restoring homestead', 'house reno']",0.704211313231996,2.097560975609756,143.4363888888889,446033.5401233667,0.0375487457633068
2,Pcq-5jkVl8w,FIRST WEEK Renovating the Property in the MOUNTAINS of Cordoba  Argentina 💪⛰️,19,15278,853,0,,2022-06-18 22:27:48+00:00,427401.6,1827,"['renovating property in argentina', 'argentina property renovation', 'restoring houses argentina', 'renovating houses in argentina', 'property in argentina', 'house in argentina', 'life in argentina', 'renovating property', 'restoring property', 'house renovation', 'home renovation', 'clearing land by hand', 'clearing land', 'hotel renovation argentina', 'renovating hotel argentina', 'canadians in argentina', 'canadian youtubers in argentina', 'argentina', 'cordoba', 'property', 'property in cordoba', 'vlog', 'renovation']",0.33790181908796413,0.5073170731707317,175.96333333333334,435475.7401233667,0.03508346985223992
3,kkKxffaM52o,We FINALLY Hired People to Help! 👷🌲   Clearing the Property & 1-Week Progress Report,19,11723,685,0,,2022-07-16 15:51:39+00:00,387477.75,1576,"['renovation of old house', 'home renovation', 'house renovation', 'property renovation', 'property renovation argentina', 'property restoration', 'property restoration argentina', 'renovating property', 'renovating property argentina', 'renovating old home', 'renovation old house', 'renovating hotel', 'hotel renovation', 'hotel renovation argentina', 'renovating house abroad', 'renovating house overseas', 'renovating a ruin', 'restoring a ruin', 'home restoration', 'country living', 'rural living', 'argentina']",-0.5479691004236232,-0.3121951219512195,665.3975,395551.89012336667,0.02963707238598651
4,qFS33-Hs9B4,Our 1-MONTH Renovation Update & Why We're LEAVING 😥,19,14900,777,0,,2022-07-20 16:00:39+00:00,381708.76,1991,"['home renovation', 'house renovation', 'property renovation', 'home restoration', 'house restoration', 'renovating property overseas', 'renovating property abroad', 'restoring property overseas', 'hotel renovation', 'hotel restoration', 'renovating property', 'restoring property', 'restoration projects', 'old property restoration', 'home restoration videos', 'clearing land for house', 'clearing property by hand', 'clearing acres of land', 'overseas renovation', 'renovating abroad', 'clearing land', 'reno videos']",0.24370794916521304,0.13658536585365855,96.15,389782.89012336667,0.03822640854062151
5,k1MNVqLy-aA,We're BACK in Argentina! 👷🇦🇷   RENOVATION UPDATE & What Happened While We Were Away?! 🤔,19,16868,759,0,,2022-11-19 23:18:24+00:00,205591.01,1316,"['house renovation argentina', 'home renovation argentina', 'hotel renovation argentina', 'renovating a hotel in argentina', 'renovating a house', 'renovating old house', 'home renovation', 'house renovation', 'property overseas', 'property abroad', 'renovating a ruin', 'renovating a ruin argentina', 'property in argentina', 'renovating property in argentina', 'samuel and audrey argentina', 'house renovation series', 'house renovation show', 'house renovation abroad', 'house renovation project', 'argentina', 'vlog']",0.7341141290804885,0.04878048780487805,2935.295833333333,213665.14012336667,0.07894596184600211
6,ckzs4GloDAY,Daily LIFE in ARGENTINA: World Cup ⚽ + Mountain Trekking 😅 + Renovations! 👷 (Weekly Vlog),19,13785,630,0,,2022-11-27 18:05:18+00:00,194384.11,1532,"['life in argentina', 'living in argentina', 'living in argentina as an expat', 'life in cordoba argentina', 'life in rural argentina', 'life in cordoba', 'sierras cordoba', 'samuel and audrey argentina', 'living in cordoba', 'expats in argentina', 'expats living in argentina', 'expat life in argentina', 'trekking in cordoba', 'trekking sierras cordoba', 'trekking la cumbrecita', 'trekking cerro wank', 'trekking argentina', 'watching world cup 2022', 'argentina', 'cordoba argentina', 'argentina trekking', 'trekking', 'vlog']",-0.03413904809369549,-0.5804878048780487,186.78166666666667,202458.24012336665,0.06808811531504076
7,zy7rvFFvLgw,This House Hasn't Been Lived in for 20+ Years! 🏚   We Tour An Abandoned House in Argentina,19,17335,736,0,,2022-12-03 22:32:33+00:00,185476.86,1292,"['renovating a ruin', 'renovating a ruin argentina', 'inside abandoned homes', 'abandoned homes with everything inside', 'renovating house', 'renovating ruins', 'renovating home', 'home before renovation', 'abandoned house', 'abandoned homes', 'abandoned home', 'abandoned house restoration', 'abandoned home renovation', 'argentina', 'house in argentina', 'renovating house in argentina', 'renovating home in argentina', 'argentina houses', 'vlog', 'inside abandoned house', 'tour of abandoned home', 'abandoned house tour']",0.850485920757538,-0.06341463414634146,148.45416666666668,193550.99012336665,0.08956296213701061
8,rWziawEnX58,What's Countryside LIVING in ARGENTINA Really Like? 🇦🇷   10 Ways Rural Life is Different! 🐗🌿,19,24153,904,0,,2022-12-14 15:00:20+00:00,170089.08,1504,"['living in argentina', 'life in argentina', 'living in argentina countryside', 'rural life argentina', 'country life in argentina', 'mountain living argentina', 'mountain living', 'mountain life', 'rural living', 'rural life', 'country living', 'country life', 'living in cordoba argentina', 'living in cordoba', 'life in cordoba', 'life in cordoba argentina', 'cordoba province argentina', 'living in argentina as an expat', 'expat life in argentina', 'expat in argentina', 'expat living in argentina', 'expat life']",2.549464241216048,0.7560975609756098,256.46305555555557,178163.20679003332,0.1355667111923086
9,10kg5iORbEM,Happy New Year 2023! 🥳🎉   House Renovation Update (Finding Rodents in the Kitchen!) 🐁,19,12677,634,0,,2023-01-08 17:37:35+00:00,133931.83,1858,"['house renovation', 'home renovation', 'kitchen renovation', 'renovating a ruin', 'renovating a ruin argentina', 'home renovation argentina', 'house renovation argentina', 'renovating an abandoned house', 'abandoned house renovation', 'life in argentina', 'samuel audrey argentina', 'living in argentina as an expat', 'living in argentina', 'expat life argentina', 'rural life argentina', 'country living vlog', 'country living in argentina', 'happy new year 2023 video']",-0.31024171442810866,-0.5609756097560976,602.6208333333333,142005.95679003332,0.0892709030420739
10,gH3z-AYRXWg,We Have a HOUSE Without a ROOF! 🏚️🤪   Our FIRST Home Renovation Begins in Argentina!,19,17369,706,0,,2023-01-15 18:30:28+00:00,123798.95,1740,"['renovating a ruin', 'renovating', 'renovating a house', 'renovating old house', 'renovating home', 'house renovation', 'home renovation', 'abandoned house renovation', 'abandoned house restoration', 'home restoration', 'house restoration', 'fixer upper', 'fixer upper house', 'fixer upper home renovation', 'roof coming off renovation', 'house without a roof', 'argentina house renovation', 'fixing house in argentina', 'removing roof', 'roof dismantling', 'home reno', 'house reno', 'international renovation', 'new roof']",0.8589583852479442,-0.2097560975609756,168.8813888888889,131873.07345670002,0.13170998100459863
11,Kxw826xD0sU,We're GUTTING the Entire HOUSE! 🏚️🫠   Argentina House Renovation Update,19,11967,977,0,,2023-01-29 15:13:51+00:00,103835.57,1874,"['house renovation', 'home renovation', 'home restoration', 'argentina house renovation', 'renovating a house', 'restoring a house', 'gutting a house and remodeling', 'international house renovation', 'international house restoration', 'gutting a house', 'gutting old house', 'restoring a ruin argentina', 'home renovation problems', 'home renovation argentina', 'home restoration argentina', 'argentina hotel renovation', 'living in argentina', 'samuel and audrey argentina', 'argentina expat']",-0.48716670819835534,1.1121951219512196,332.72305555555556,111909.69012336667,0.1069344396075787
12,pfhGaY4brmQ,EXPLORING the PROPERTY IN ARGENTINA 🌱🤠 + Some SURPRISES We've Found!,19,13444,792,0,,2023-02-05 16:22:21+00:00,93687.07,1208,"['argentina hotel renovation', 'argentina home renovation', 'argentina house renovation', 'renovating property argentina', 'renovating house argentina', 'restoring house argentina', 'restoring home argentina', 'life in rural argentina', 'life in argentina', 'living in rural argentina', 'argentina rural village life', 'rural argentina', 'property in argentina', 'expats living in argentina', 'samuel audrey renovation', 'samuel audrey argentina', 'sierras cordoba', 'living off grid in argentina', 'expats argentina']",-0.11911288312982805,0.2097560975609756,169.14166666666668,101761.19012336667,0.13211323475778566
13,H6_KS4MK1LM,Finding a WORK-LIFE BALANCE During a BIG Home Renovation in Argentina! 😊💦,19,13889,690,0,,2023-02-12 17:18:37+00:00,83550.8,1806,"['work life balance', 'finding work life balance', 'work life balance vlog', 'work life balance videos', 'achieving work life balance', 'work life balance tips', 'work life balance working from home', 'how to balance your work and personal life', 'home renovation argentina', 'renovating a ruin argentina', 'house restoration argentina', 'home restoration argentina', 'hotel renovation argentina', 'samuel and audrey argentina', 'living in argentina', 'life in argentina', 'argentina', 'vlog', 'argentina rural life', 'Tips']",-0.008223274358335409,-0.28780487804878047,168.93777777777777,91624.92345670001,0.15158539266407842
14,8pDM9bwZrlU,Q&A: Answering Your Questions about the Property Renovation in Argentina 🤔🇦🇷,19,13269,563,0,,2023-02-27 17:11:23+00:00,61958.04,1718,"['hotel renovation argentina', 'renovating hotel argentina', 'renovating hotel', 'renovating property argentina', 'renovating a ruin argentina', 'home renovation argentina', 'home restoration argentina', 'samuel audrey', 'samuel audrey argentina', 'samuel and audrey argentina', 'house renovation argentina', 'house restoration argentina', 'renovating a ruin', 'living in argentina', 'life in argentina', 'expat life in argentina', 'expats in argentina', 'canada to argentina', 'canadian couple', 'sierras of cordoba']",-0.1627211562422128,-0.9073170731707317,359.87944444444446,70032.15679003335,0.18947010356660018
15,fsVXwzcU-vY,FLOODED Construction Site 😭⚡ + Crazy HAIL STORM in the Sierras   Renovating a Ruin in Argentina,19,13955,920,0,,2023-03-19 17:29:35+00:00,33139.84,1889,"['renovating old property', 'renovating abandoned house', 'renovating abandoned buildings', 'renovating old house', 'renovating old homes', 'renovating property argentina', 'renovating home argentina', 'renovating a ruin', 'renovating a ruin argentina', 'abandoned property renovation', 'renovating house argentina', 'abandoned house', 'abandoned house renovation', 'home renovation', 'house renovation', 'life in argentina', 'living in argentina', 'expats in argentina', 'life in cordoba argentina', 'samuel and audrey']",0.008223274358335409,0.8341463414634146,480.30333333333334,41213.956790033335,0.3385988894755842
16,kHAAficw3YY,Help from the FIRE Department 😬🔥   Renovating a Property in Rural Argentina,19,8927,739,0,,2023-04-02 15:49:49+00:00,13079.61,1045,"['calling firefighters', 'calling fire department', 'controlled burn', 'controlled burn forest', 'firefighters in action', 'renovating a property in argentina', 'renovating a house in argentina', 'renovating a home in argentina', 'rural argentina', 'life in rural argentina', 'off grid living argentina', 'living in argentina', 'living in argentina as an expat', 'living in rural argentina', 'controlled burn video', 'fire fighters argentina', 'argentina fire department', 'life in argentina', 'samuel audrey argentina']",-1.2447047096934962,-0.04878048780487805,334.33722222222224,21153.723456699998,0.4220060840954485
17,wvIwA4G7Rno,Feeling Burnt Out 😔🏚️   5 Months of Renovating a Rural Property in Argentina,19,9669,605,0,,2023-04-09 17:06:03+00:00,2923.38,1311,"['renovating house argentina', 'renovating a house argentina', 'renovating a ruin argentina', 'restoring a house', 'restoring a home', 'renovation burnout', 'construction burnout', 'restoring a property', 'fixing up a home', 'home renovation argentina', 'home restoration', 'rural property argentina', 'living in rural argentina', 'living in argentina', 'life in argentina', 'expats in argentina', 'renovating abandoned house', 'restoring abandoned house', 'fixer upper', 'samuel and audrey argentina', 'fixer upper diy']",-1.0598056316969848,-0.7024390243902439,169.27055555555555,10997.490123366668,0.8792006077328509
