,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes,vpm_scaled
0,m9m_eHVEGYA,[ENG] 핑계고_설명_영상.mp4,23,820733,19312,0,,2022-11-15 09:00:25+00:00,212210.79,163,"['뜬뜬', '핑계고', '유재석']",-0.9939648240041224,-0.9844493040369329,0.0,231859.9588827,3.53977894223304,-0.5505761944890439
1,HsnXd-qK1KY,[ENG] 산책은 핑계고,23,2925553,60580,0,,2022-11-17 08:00:09+00:00,209391.06,1918,"['뜬뜬', '핑계고', '유재석', '지석진', '산책']",-0.055715386110402845,0.4480197160609532,46.995555555555555,229040.22554936667,12.773096922092554,-0.3310567022986539
2,O_ri_EHavSo,[ENG] 몸보신은 핑계고,23,5873831,79568,0,,2022-11-25 09:00:11+00:00,197811.02,2045,"['뜬뜬', '핑계고', '유재석', '송은이', '몸보신']",1.258515843284234,1.1071193029955917,193.00055555555556,217460.19221603332,27.011063221008794,0.007446871235757591
3,xQjkPhVgvRo,[ENG] 조찬 모임은 핑계고,23,3235656,50675,0,,2022-12-02 23:00:07+00:00,186891.09,2347,"['뜬뜬', '유재석', '조남지대', '조세호', '남창희', '토크', '조찬모임']",0.0825168453579204,0.10420354750251658,181.9988888888889,206540.2588827,15.66598210684736,-0.2622791850391281
4,W7uLhS9qfis,[ENG] 피크닉은 핑계고,23,4428057,79598,0,,2022-12-16 09:00:08+00:00,167571.07,2182,"['뜬뜬', '핑계고', '유재석', '지석진', '이광수', '피크닉']",0.6140442766793204,1.1081606442431184,322.0002777777778,187220.24221603334,23.651593158876846,-0.07242356793645031
5,47iiFY6YfZg,(live) 모닝콜은 핑계고,23,465942,12440,0,,2022-12-17 04:00:53+00:00,166430.32,1465,,-1.1521172818483802,-1.2229858724704086,19.0125,186079.49221603334,2.503994365263281,-0.5752016763419389
6,VnVlLCk9oOA,[ENG] 또 피크닉은 핑계고,23,2121337,39641,0,,2022-12-23 09:00:10+00:00,157491.03,2070,"['뜬뜬', '핑계고', '유재석', '이광수', '지석진', '토크', '피크닉']",-0.4142045728081421,-0.2788017633378458,148.98805555555555,177140.2088827,11.975468547656067,-0.35002008860191736
7,W7h5exjKWZ8,[ENG] 신년모임은 핑계고,23,4364685,60749,0,,2022-12-31 23:00:11+00:00,145131.01,2620,"['뜬뜬', '핑계고', '유재석', '조세호', '남창희', '홍진경', '신년모임', '2023']",0.5857954271918578,0.4538859384220209,206.00027777777777,164780.19221603332,26.48792273696177,-0.004990644038029666
8,MgDRnTGPGwY,[ENG] 또 신년모임은 핑계고,23,2029942,29721,0,,2023-01-07 23:00:10+00:00,135051.03,2280,,-0.45494501967594864,-0.6231386025200458,167.99972222222223,154700.2088827,13.121779308903097,-0.3227668783528801
9,JdU-QezqYTM,[ENG] 설 연휴는 핑계고,23,6955071,90912,0,,2023-01-21 00:00:10+00:00,116271.03,3473,"['뜬뜬', '핑계고', '이동욱', '유재석', '조남지대', '조세호', '남창희', '설연휴', '명절', '귀성길']",1.7404918898004234,1.5008851400603977,313.0,135920.2088827,51.170249495439414,0.5818246100144172
10,XW3lAxx4AL8,[ENG] 축하 파티는 핑계고,23,2960797,47673,0,,2023-02-07 09:00:07+00:00,91251.08,2594,"['뜬뜬', '핑계고', '김종국', '짐종국', '지석진', '유재석', '토크', '축하파티', '유료광고포함']",-0.040004939046460915,0.0,416.99916666666667,110900.2588827,26.69783668522953,0.0
11,SRyk6t77Er8,[ENG] 커피 한잔은 핑계고,23,5554839,96545,0,,2023-02-25 03:00:08+00:00,65691.06,3391,,1.11632123058928,1.696414314971016,426.0002777777778,85340.24221603334,65.09049957859602,0.912774571456584
12,jSwDoRePjKc,[ENG] 230222 mini핑계고 : 유재석  조세호  주우재 @뜬뜬편집실 (OneCam),23,2354826,34529,0,,2023-03-01 12:00:35+00:00,59390.61,1846,"['뜬뜬', '핑계고', '미니핑계고', '미니핑', '유재석', '조세호', '주우재', '토크']",-0.3101239754153168,-0.456246311916415,105.0075,79039.79221603334,29.792917389809634,0.07358465787052174
13,Cb5IC4TmECo,[ENG] 수란은 핑계고,23,4338432,63338,0,,2023-03-11 00:00:09+00:00,45711.04,2478,,0.5740928291107755,0.543753688083585,227.99277777777777,65360.22554936667,66.37724952040101,0.9433666830265727
14,qnQitl3u3lw,[ENG] 또 수란은 핑계고 (근데 진짜 함),23,3050542,46776,0,,2023-03-18 00:00:11+00:00,35631.0,2614,,0.0,-0.031136103301051755,168.00055555555556,55280.192216033334,55.18327411161259,0.67723312164712
15,UXrlLtBhrTA,[ENG] 봄맞이는 핑계고,23,3113389,44154,0,,2023-03-21 09:00:08+00:00,30771.05,4196,,0.0280148242715798,-0.12214932833489535,80.99916666666667,50420.24221603333,61.74879102445012,0.8333264070530063
16,m4TzpZjabQM,[ENG] 가짜의 삶은 핑계고,23,1996157,32006,0,,2023-04-08 02:00:09+00:00,5271.03,2931,,-0.47000509952089464,-0.5438231108334202,425.0002777777778,24920.225549366667,80.10188334955625,1.2696659240195753
