,id,title,category_id,views,likes,favorites,comments,date,date_gap_hours,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes
0,aXgLsPYrI4U,[SUB] ✨ 사쿠라의 행복한 시간....은 무슨! 배쮸 김장 100KG 도전 │  [겁도 없꾸라] EP.01,24,1711803,,0,,2022-11-23 09:00:01+00:00,201718.91,841,"['宮脇咲良', 'KPOP', '아이돌', '걸그룹', '미야와키사쿠라', '겁꾸라', '꾸라']",0.6781688071041662,-1.0,0.0,208763.53623495,8.199722187468003
1,kVhAvQwSJh8,[SUB] ✨ 김장 도르마무~ 김장 폭격에 과부하 걸린 사쿠라-★  (ft. 근세라핌) │  [겁도 없꾸라] EP.02,24,1362555,43509.0,0,,2022-11-30 09:00:31+00:00,191638.41,786,"['宮脇咲良', 'KPOP', '아이돌', '걸그룹', '미야와키사쿠라', '겁꾸라', '꾸라']",0.23476402287562823,0.2446622245999708,168.00833333333333,198683.03623495,6.857933247953431
2,bf7H0S8O6no,[SUB] 강남 한복판에 꾸뱀 출몰✨ 꾸사장님과 100명에게 붕어빵 팔기 │  [겁도 없꾸라] EP.03,24,1650700,82197.0,0,,2022-12-07 09:24:48+00:00,181534.12,1370,"['환승연애', 'BamBam', '宮脇咲良', 'KPOP', '아이돌', '걸그룹', '미야와키사쿠라', '겁꾸라', '꾸라']",0.6005925216831577,2.126282768347843,168.40472222222223,188578.75290161665,8.753372130216526
3,tN_2sr1C3DQ,[SUB] 사쿠라 레전드 좀비 액션 도전! 액션배우 꾸라 (feat.에미상) │ [겁도 없꾸라] EP.04,24,878846,38135.0,0,,2022-12-14 09:00:33+00:00,171478.37,1341,"['宮脇咲良', 'KPOP', '미야와키사쿠라', '사쿠라', 'lesserafim']",-0.3793522634721872,-0.01670638587617334,167.59583333333333,178523.00290161665,4.922872603057931
4,urAG-Ngdrug,[SUB] 사쿠라VS주우재 킹받는 노답 토론! 뇌섹남 기강 잡는 팩트 폭격 김꾸라💗 │ [겁도 없꾸라] EP.05,24,1027578,31722.0,0,,2022-12-21 09:00:24+00:00,161398.52,1185,"['KPOP', '宮脇咲良', '걸그룹', '겁꾸라', '꾸라', '미야와키사쿠라', '신아영', '아이돌', '주우재']",-0.1905223192266113,-0.32860755799815183,167.9975,168443.15290161668,6.100443872599452
5,kTGXzJCQ_Us,[SUB] 은은한 돌은좌 꾸라X세운❤‍🔥 돌려돌려 크루아상 베이킹 도전! │ [겁도 없꾸라] EP.06,24,670374,31022.0,0,,2022-12-28 09:00:32+00:00,151318.38,1332,"['ANTIFRAGILE', 'fearless', '宮脇咲良', '르세라핌', '미야와키사쿠라', '사쿠라', '아이즈원', '정세운']",-0.6440280301986732,-0.36265259471815575,168.00222222222223,158363.01956828331,4.233147371321413
6,85uATsLB19A,[SUB] 실버 꾸라도 하드캐리(?)한 세.체.원 ‘데프트 버스’ 출발! 🚌 │ [겁도 없꾸라] EP.07,24,2108637,59127.0,0,,2023-01-04 09:00:06+00:00,141238.81,1105,"['ANTIFRAGILE', 'LOL', 'fearless', 'leagueoflegends', '宮脇咲良', '르세라핌', '미야와키사쿠라', '사쿠라', '아이즈원']",1.1819887119985324,1.0042556295900005,167.99277777777777,148283.45290161666,14.220312238069084
7,5MDn7WFjys0,[SUB] 사쿠라님이 데프트님을 처치했습니다 (feat.  예능의 협곡 삼세판)  │ [겁도 없꾸라] EP.08,24,840426,28864.0,0,,2023-01-11 09:00:03+00:00,131158.86,1151,"['ANTIFRAGILE', 'deft', 'fearless', 'leagueoflegends', 'lol', '宮脇咲良', '르세라핌', '미야와키사쿠라', '사쿠라', '아이즈원']",-0.42813024304561476,-0.46760857934925343,167.99916666666667,138203.50290161665,6.081075966636509
8,KmdBFtBSC-8,[SUB] (전)세계 6위  김동현에게 배우는 걸그룹 최초 만두귀 비법?!🥟 주짓수 뽀개기👊🏻   │ [겁도 없꾸라] EP.09,24,948162,34846.0,0,,2023-01-18 09:06:22+00:00,121072.54,1358,"['ANTIFRAGILE', 'fearless', '宮脇咲良', '르세라핌', '미야와키사쿠라', '사쿠라', '아이즈원', '쥬리', '호신술']",-0.29134876445834795,-0.17666942269344876,168.1052777777778,128117.18623495,7.400740118200817
9,Mf4D_qMuMhk,[SUB] 꾸라예나 VS 괴물(?) 국대 윤성빈의 킹받는 썰매왕 쟁탈전!(+근세라핌 3대 500 가능?)☃ │ [겁도 없꾸라] EP.10,24,1548898,51416.0,0,,2023-01-25 09:00:18+00:00,110998.61,1665,"['ANTIFRAGILE', 'fearless', '宮脇咲良', '국가대표', '궤도', '르세라핌', '미야와키사쿠라', '사쿠라', '아이즈원']",0.4713448413985645,0.6292252322357862,167.89888888888888,118043.25290161667,13.121444571600644
10,e0rN9QqkR7E,[SUB] 사쿠라 X 최예나 불지옥 100도씨 불한증막에서 K-겨울나기 도전! ♨  [겁도 없꾸라] EP.11,24,1753743,46744.0,0,,2023-02-01 09:00:31+00:00,100918.39,1316,"['ANTIFRAGILE', 'LE SSERAFIM', 'fearless', '宮脇咲良', '르세라핌', '미야와키사쿠라', '사쿠라', '아이즈원', '예나']",0.7314157738743262,0.40199893001313164,168.0036111111111,107963.03623494999,16.243920708042065
11,udAkMdSgPQs,[SUB] 꽃잎즈 사쿠라X카즈하! 찐 바쁜 ‘설 당일 떡집 알바’ 도전! 🌸🍃  [겁도 없꾸라] EP.12,24,1862837,50766.0,0,,2023-02-08 09:00:29+00:00,90838.42,1469,"['ANTIFRAGILE', 'fearless', '宮脇咲良', '르세라핌', '미야와키사쿠라', '사쿠라', '아이즈원']",0.8699213674085143,0.5976119838529255,167.99944444444444,97883.06956828333,19.031248286512746
12,m6ezK_RaNmA,[SUB] 역대급 쫄보 케미?! 사쿠라X은채 특수견 훈련 도전!🐶🔥 [겁도 없꾸라] EP.13,24,1177643,47560.0,0,,2023-02-22 09:00:27+00:00,70678.45,1603,"['ANTIFRAGILE', 'fearless', '宮脇咲良', '르세라핌', '미야와키사쿠라', '사쿠라', '아이즈원']",0.0,0.4416857156753076,335.99944444444446,77723.10290161666,15.151775418573836
13,olQ4K0JvQrM,[SUB] 사쿠라X문빈X산하도 처음 먹는 한식?! 호불호 K푸드 감정 도전! [겁도 없꾸라] EP.14,24,1264969,51769.0,0,,2023-02-28 09:00:28+00:00,62038.42,1399,"['ANTIFRAGILE', 'fearless', 'mukbang', '宮脇咲良', '르세라핌', '먹방', '미야와키사쿠라', '사쿠라', '아이즈원']",0.11086897043803057,0.6463936578960168,144.00027777777777,69083.08623495001,18.310835096420984
14,mWZzwpRBx2o,[SUB] 사쿠라X배성재 타격감이 넘치는 K- 라디오 DJ 도전!📻 [겁도 없꾸라] EP.15,24,569991,18485.0,0,,2023-03-08 09:00:33+00:00,50518.34,1604,"['ANTIFRAGILE', 'fearless', '宮脇咲良', '르세라핌', '미야와키사쿠라', '사쿠라', '아이즈원']",-0.7714741500195835,-0.9723992023734254,192.0013888888889,57563.002901616666,9.90203726817719
15,w1ltxkNqRYc,[SUB] 사쿠라X 성우 남도형! 덕후와 덕질하기 도전💪 [겁도 없꾸라] EP.16,24,783871,21948.0,0,,2023-03-15 09:00:38+00:00,40438.25,1526,"['ANTIFRAGILE', 'fearless', '宮脇咲良', '르세라핌', '미야와키사쿠라', '사쿠라', '아이즈원']",-0.4999323938726631,-0.8039735421428919,168.0013888888889,47482.91956828334,16.50848362162621
