,id,title,category_id,views,likes,favorites,comments,date,date_gap_hours,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes
0,qPGb44Aggtw,축🎉데뷔 D-DAY🔥 가요계의 돌풍 김해준의 듀엣 파트너는 과연 누구?ㅣ 제일엔터테인먼트 EP.01,27,373249,531,0,,2023-03-15 09:00:35+00:00,40441.28,939,"['김해준', '최준', '피식대학', '듀오', '남성', '가수', '데뷔', '엔터', '남창희', '조남지대', '조세호', '개가수', '궁합', 'KPOP', '제일엔터테인먼트', '제일엔터', '제일기획', '채널일']",-0.2732543711223914,-0.7331825890333522,0.0,47483.003815,7.860686351146339
1,6takkyLbkv8,👏멤!버!구!함!👏 드디어 정해진 김해준의 듀엣 파트너를 공개합니다 ㅣ제일엔터테인먼트 EP.02,27,433809,1554,0,,2023-03-22 09:00:02+00:00,30361.83,917,"['김해준', '최준', '피식대학', '듀오', '멤버', '그룹', 'kpop', '이대휘', '워너원', 'ab6ix', '브랜뉴뮤직', '팬덤', '팬', '위아원', '엔터테인먼트', '제일기획', '프로필', '데뷔']",0.2732543711223914,0.4234030525720746,167.99083333333334,37403.553815,11.59806905369588
2,atUDrEJMsTA,✋하나 둘! 안녕하세요 저희는 쿼카N수달입니다🤚ㅣ 제일엔터테인먼트 EP.03,27,525156,1822,0,,2023-03-29 09:00:02+00:00,20281.83,929,"['제일기획', '제일엔터', '엔터테인먼트', '데뷔', '듀오', '사주', '타로', '강남역', '이대휘', '워너원', 'AB6IX', '프로듀스', '그룹', '김해준', '피식대학', '메타코미디', '개그맨', '리슨업', '음원']",1.0975927805978567,0.7263990955342001,168.0,27323.553815,19.219901025894423
3,6MGzjm70124,쿼카N수달에게 트렌드를 묻다ㅣ 제일엔터테인먼트 EP.04,24,263586,805,0,,2023-04-05 09:00:05+00:00,10201.78,905,"['이대휘', '김해준', '최준', '피식대학', '피식쇼', '유튜브', '인기동영상', '워너원', '엠넷', 'AB6IX', '제일기획', '제일엔터', '엔터테인먼트', '데뷔', '듀오', '그룹', '쿼카N수달', '중국', '미국', 'SHOW', '글로벌', '용주리', '왕치엔', '중국판하트시그널', '서바이벌', '약과', '트렌드', 'MZ']",-1.2628809926677946,-0.4234030525720746,168.00083333333333,17243.503815,15.286104426799177
