,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes,vpm_scaled
0,W1nsUAX75u0,100%리얼 현실부부의 복불복게임,23,202143,5531,0,,2018-12-19 14:45:20+00:00,2266747.63,69,"['홍현희', '제이쓴', '아내의맛', '홍현희제이쓴', '현실부부', '리얼부부', '연예인', '개그우먼', '개그우먼홍현희', '인테리어디자이너']",-0.5161708228912184,-0.44740629497528317,0.0,2286395.09768765,0.08841122875238741,-0.32300565358249905
1,bm4Sxpg3NuM,리얼100% 현실부부 홍현희 VS 제이쓴의 야.광.도.깨.비,23,93139,2643,0,,2018-12-31 11:14:10+00:00,2249678.8,32,"['현실부부', '홍현희제이쓴', '홍현희', '제이쓴', '홍쓴TV', '야광도꺠비', '신혼일기']",-0.6924701131104443,-0.8088354921469245,284.48055555555555,2269326.264354317,0.04104257790648737,-0.35953129674623596
2,NmOsXFT-Fb4,[홍쓴TV] 홍현희 관찰일기,23,518763,7693,0,,2019-01-16 08:06:44+00:00,2226826.23,85,"['홍현희', '개그우먼 홍현희', '제이쓴', '디자이너 제이쓴', '홍쓴TV', '홍쓴이네', '아내의맛', 'TV조선', '희쓴부부', '홍쓴부부', '신혼일기', '신혼생활', '웃긴부부', '현실부부']",-0.00408061272268088,-0.17683499155246857,380.87611111111113,2246473.69768765,0.23092324674621179,-0.21311560979128916
3,jt32f_63TXA,[홍현희 제이쓴의 홍쓴TV] 홍현희 관찰일기,23,401748,5933,0,,2019-02-10 08:40:56+00:00,2190792.04,111,"['개그우먼', '개그우먼홍현희', '디자이너제이쓴', '제이쓴', '홍현희제이쓴', '신혼부부', '신혼부부일상', '꿀잼영상', '리얼부부', '홍쓴TV', '웃긴영상']",-0.19333661658494927,-0.3970965521556849,600.57,2210439.4976876504,0.18175028107318486,-0.2510325477956808
4,58CTKGZpnmM,[홍현희 제이쓴의 홍쓴TV] 개그우먼 홍현희 관찰일기,23,157966,2877,0,,2019-03-05 09:03:04+00:00,2157649.9,92,"['개그우먼', '개그우먼 홍현희', '디자이너 제이쓴', '셀프인테리어', '홍현희제이쓴', '홍현희캐나다', '신혼여행', '베스킨라빈스', '베라', '웃긴영상', '꿀잼영상', '신혼부부', '신혼일상', '현실부부', '아내의맛', 'TV조선', '제이쓴', '홍현희 제이쓴']",-0.5876211709886712,-0.779550716475815,552.3688888888889,2177297.364354317,0.07255141285988063,-0.3352350493028208
5,kpWQlk_CfWc,[홍현희 제이쓴의 홍쓴TV] 장모님 VS 사위,23,123858,2998,0,,2019-05-06 04:13:53+00:00,2068659.09,70,"['홍쓴TV', '홍현희', '제이쓴', '개그우먼 홍현희', '홍현희 제이쓴', '제이쓴 직업', '홍현희 제약회사', '신혼부부', '웃긴부부', '재밌는짤', '부부일상']",-0.6427862675979457,-0.7644077341843439,1483.1802777777777,2088306.5476876502,0.059310257939451494,-0.3454452134316819
6,MWvT9EdOgj0,[홍쓴부부] 홍현희 제이쓴의 야밤에 닭발 브이로그,23,588620,7886,0,,2019-06-15 03:42:35+00:00,2011090.39,105,"['홍현희제이쓴', '홍현희 제이쓴', '닭발먹방', '닭발', '야식추천', '신혼부부', '연예인부부', '연예인', '홍현희', '개그우먼 홍현희', '제이쓴', '디자이너 제이쓴', '브이로그', '신혼부부 브이로그', 'asmr']",0.10890367699920507,-0.15268130905450222,959.4783333333334,2030737.8476876502,0.28985523693776954,-0.16767355462977943
7,e9qELhKcoaY,[홍쓴티비] 한강 나들이 브이로그,23,290042,5191,0,,2019-06-20 02:40:32+00:00,2003952.43,140,"['홍현희 제이쓴', '홍현희 제이쓴 나이차이', '개그우먼 홍현희', '디자이너 제이쓴', '제이쓴 홍현희', '일상', '신혼일기', '신혼생활', '웃긴영상', '개그우먼']",-0.37400602792057763,-0.4899568237281772,118.96583333333334,2023599.8976876503,0.14332971667542999,-0.2806583826100839
8,sNOxdiWVYHU,유튜브 브이로그 중독된 혀니★,23,140442,3086,0,,2019-06-30 23:42:53+00:00,1988290.08,91,"['개그우먼 홍현희', '디자이너 제이쓴', '홍현희 제이쓴', '홍현희', '제이쓴', '홍쓴부부', '희쓴부부', '아내의맛', '부부일기', '신혼부부', '부부일상', '브이로그', '개그우먼', '체리 먹방', '먹방']",-0.6159638809974939,-0.7533946561541831,261.0391666666667,2007937.5476876502,0.06994341042216858,-0.3372460621712245
9,ggbSrGmd1c8,[홍쓴TV] 시차엔 역시,23,1734519,19222,0,,2019-07-10 04:32:58+00:00,1975039.99,380,"['개그우먼 홍현희', '홍현희', '홍현희 제이쓴', '디자이너 제이쓴', '제이쓴', '삼겹살 먹방', '캐나다 퀘백', '퀘백 여행', '해외여행', '홍쓴TV', '홍쓴부부', '희쓴부부', '홍이쓴부부', '시차적응']",1.9622409890512453,1.2660033790125775,220.8347222222222,1994687.464354317,0.8695693089751613,0.2793400071691291
