,id,title,category_id,views,likes,favorites,comments,date,date_gap,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes
0,hPir_RA-sdY,노래 잘하는 사람들 여기 여기 붙어라👍    전부 노래 잘함 Ep.0,22,16984,306,0,,2022-04-24 03:00:12+00:00,507771.51,287,,-0.5696105600023945,-0.5585816121367209,0.0,515843.37860181666,0.03292472231791518
1,VH6Myztgh2g,남양주 마이클이 부릅니다 '너의 모든 순간 (원곡 : 성시경)'   전부 노래 잘함 Ep.1,10,117197,923,0,,2022-04-26 09:00:23+00:00,504531.32,924,,-0.44462833211526803,-0.4833973070127338,54.003055555555555,512603.1952684833,0.2286310367976079
2,AbqdyV1_twM,경기 이천 이산이 부릅니다 ‘보낼 수 없는 너 (원곡 : 더원)’   전부 노래 잘함 Ep.2,10,95526,334,0,,2022-05-03 09:00:06+00:00,494451.6,952,,-0.47165566250695296,-0.5551696825686956,167.99527777777777,502523.4786018167,0.19009261072892417
3,ncmAUR0cEiE,청담동 제임스 황이 부릅니다 ‘발걸음 (원곡 : 에메랄드 캐슬)’   전부 노래 잘함 Ep.3 [ENG],10,320399,2291,0,,2022-05-10 09:00:19+00:00,484371.38,831,,-0.19120174403667664,-0.3167001766892098,168.0036111111111,492443.26193515,0.6506313006313272
4,dc9_c9vcbQM,대전광역시 엄홍인이 부릅니다 ‘하루하루 (원곡 : 윤미래)’   전부 노래 잘함 Ep.4[ENG],10,203457,480,0,,2022-05-17 09:00:18+00:00,474291.39,890,,-0.3370478088543784,-0.5373789069639919,167.99972222222223,482363.2786018167,0.42179205803091524
5,kQ5a0nO0miU,송파구 박중고가 부릅니다 ‘사랑 (원곡 : 임재범)’   전부 노래 잘함 Ep.5[ENG],10,214907,869,0,,2022-05-24 09:00:33+00:00,464211.14,881,,-0.32276776026479825,-0.4899774568939255,168.00416666666666,472283.0286018167,0.45503858276726006
6,g1onWEj_aho,종로구 르띠에 서가 부릅니다 ‘소원 (원곡 : 지영선)’   전부 노래 잘함 Ep.6[ENG],23,202470,292,0,,2022-05-31 09:00:18+00:00,454131.39,952,,-0.3382787615144584,-0.5602875769207336,167.99583333333334,462203.2786018167,0.4380540108077117
7,alKvpasB5AI,경기 광주 김첨지가 부릅니다 ‘행복하지 말아요 (원곡 : M.C the MAX)’   전부 노래 잘함 Ep.7[ENG],10,244003,934,0,,2022-06-07 09:00:01+00:00,444051.67,941,,-0.2864802236916607,-0.48205690611100954,167.99527777777777,452123.56193515,0.539682114675984
8,__Jf8_Ap2Xw,전부 노래 잘함이 ⚽카타르 항공⚽에 깜짝 방문을 한다면? (회사 버스킹)   전부 노래 잘함 Ep.8[ENG],10,607354,5768,0,,2022-06-21 09:00:23+00:00,423891.3,1062,,0.16667872260288494,0.10698836288308049,336.0061111111111,431963.1952684833,1.406031825518153
9,H3RffbyxM9o,업무 도중 테이 깜짝 등장에 전 직원 입틀막🫢 (회사 버스킹)   전부 노래 잘함 Ep.9[ENG],10,1287629,12355,0,,2022-06-28 09:00:08+00:00,413811.55,1098,,1.0150944478672217,0.9096447937610431,167.99583333333334,421883.4452684833,3.0520965314971367
