,id,title,category_id,views,likes,favorites,comments,date,duration,tags,views_scaled,likes_scaled,update_diff,time_gap_minutes,view_per_minutes
4,W1nsUAX75u0,100%리얼 현실부부의 복불복게임,23,202195,5530,0,,2018-12-19 14:45:20+00:00,69,"['홍현희', '제이쓴', '아내의맛', '홍현희제이쓴', '현실부부', '리얼부부', '연예인', '개그우먼', '개그우먼홍현희', '인테리어디자이너']",-0.4811643384067575,-0.4043826951315938,0.0,2274818.2730119834,0.08888402313222268
5,bm4Sxpg3NuM,리얼100% 현실부부 홍현희 VS 제이쓴의 야.광.도.깨.비,23,93160,2643,0,,2018-12-31 11:14:10+00:00,32,"['현실부부', '홍현희제이쓴', '홍현희', '제이쓴', '홍쓴TV', '야광도꺠비', '신혼일기']",-0.6454673334121935,-0.7304868406189992,284.48055555555555,2257749.43967865,0.04126232892045791
6,NmOsXFT-Fb4,[홍쓴TV] 홍현희 관찰일기,23,518804,7694,0,,2019-01-16 08:06:44+00:00,85,"['홍현희', '개그우먼 홍현희', '제이쓴', '디자이너 제이쓴', '홍쓴TV', '홍쓴이네', '아내의맛', 'TV조선', '희쓴부부', '홍쓴부부', '신혼일기', '신혼생활', '웃긴부부', '현실부부']",-0.004071598041956145,-0.15994578109115554,380.87611111111113,2234896.8730119835,0.23213778061302884
7,jt32f_63TXA,[홍현희 제이쓴의 홍쓴TV] 홍현희 관찰일기,23,401782,5933,0,,2019-02-10 08:40:56+00:00,111,"['개그우먼', '개그우먼홍현희', '디자이너제이쓴', '제이쓴', '홍현희제이쓴', '신혼부부', '신혼부부일상', '꿀잼영상', '리얼부부', '홍쓴TV', '웃긴영상']",-0.1804100680885113,-0.3588614029142663,600.57,2198862.6730119833,0.18272264336073452
8,58CTKGZpnmM,[홍현희 제이쓴의 홍쓴TV] 개그우먼 홍현희 관찰일기,23,157995,2876,0,,2019-03-05 09:03:04+00:00,92,"['개그우먼', '개그우먼 홍현희', '디자이너 제이쓴', '셀프인테리어', '홍현희제이쓴', '홍현희캐나다', '신혼여행', '베스킨라빈스', '베라', '웃긴영상', '꿀잼영상', '신혼부부', '신혼일상', '현실부부', '아내의맛', 'TV조선', '제이쓴', '홍현희 제이쓴']",-0.5477685698850926,-0.7041680786174178,552.3688888888889,2165720.53967865,0.07295262574526043
9,kpWQlk_CfWc,[홍현희 제이쓴의 홍쓴TV] 장모님 VS 사위,23,123898,2998,0,,2019-05-06 04:13:53+00:00,70,"['홍쓴TV', '홍현희', '제이쓴', '개그우먼 홍현희', '홍현희 제이쓴', '제이쓴 직업', '홍현희 제약회사', '신혼부부', '웃긴부부', '재밌는짤', '부부일상']",-0.5991487617565133,-0.6903874392861177,1483.1802777777777,2076729.7230119833,0.05966014673315535
10,MWvT9EdOgj0,[홍쓴부부] 홍현희 제이쓴의 야밤에 닭발 브이로그,23,588673,7885,0,,2019-06-15 03:42:35+00:00,105,"['홍현희제이쓴', '홍현희 제이쓴', '닭발먹방', '닭발', '야식추천', '신혼부부', '연예인부부', '연예인', '홍현희', '개그우먼 홍현희', '제이쓴', '디자이너 제이쓴', '브이로그', '신혼부부 브이로그', 'asmr']",0.1012128148349624,-0.13837117361346435,959.4783333333334,2019161.0230119834,0.2915433654329739
11,e9qELhKcoaY,[홍쓴티비] 한강 나들이 브이로그,23,290084,5194,0,,2019-06-20 02:40:32+00:00,140,"['홍현희 제이쓴', '홍현희 제이쓴 나이차이', '개그우먼 홍현희', '디자이너 제이쓴', '제이쓴 홍현희', '일상', '신혼일기', '신혼생활', '웃긴영상', '개그우먼']",-0.34872589269636384,-0.4423359313227155,118.96583333333334,2012023.0730119834,0.14417528501089524
12,sNOxdiWVYHU,유튜브 브이로그 중독된 혀니★,23,140477,3087,0,,2019-06-30 23:42:53+00:00,91,"['개그우먼 홍현희', '디자이너 제이쓴', '홍현희 제이쓴', '홍현희', '제이쓴', '홍쓴부부', '희쓴부부', '아내의맛', '부부일기', '신혼부부', '부부일상', '브이로그', '개그우먼', '체리 먹방', '먹방']",-0.5741661474198771,-0.6803343499378741,261.0391666666667,1996360.7230119833,0.07036654166790916
13,ggbSrGmd1c8,[홍쓴TV] 시차엔 역시,23,1734844,19234,0,,2019-07-10 04:32:58+00:00,380,"['개그우먼 홍현희', '홍현희', '홍현희 제이쓴', '디자이너 제이쓴', '제이쓴', '삼겹살 먹방', '캐나다 퀘백', '퀘백 여행', '해외여행', '홍쓴TV', '홍쓴부부', '희쓴부부', '홍이쓴부부', '시차적응']",1.828358484467426,1.143567152377725,220.8347222222222,1983110.63967865,0.8748094863134414
14,eyI-hZ9gyyw,[홍쓴티비] 홍쓴부부 퀘백 도착하다!,23,165037,3222,0,,2019-07-23 08:39:55+00:00,264,"['홍쓴부부', '개그우먼홍현희', '개그우먼 홍현희', '홍현희제이쓴', '홍현희 제이쓴', '디자이너 제이쓴', '부부생활', '부부이야기', '신혼부부', '인테리어 디자이너', '퀘백', '캐나다 퀘백', '캐나다 퀘백 여행', '배낭여행']",-0.5371570993405126,-0.66508528182537,316.11583333333334,1964143.6896786501,0.08402491165348569
15,SxkVGF6FMyA,[홍쓴TV]퀘백 비하인드 스토리,23,162738,2847,0,,2019-07-29 04:59:31+00:00,191,"['홍현희', '제이쓴', '개그우먼 홍현희', '디자이너 제이쓴', '홍현희제이쓴', '홍현희 제이쓴', '신혼부부', '인테리어', 'DIY', '신혼여행', '퀘백여행', '캐나다 여행', '캐나다 퀘백여행', '연예인부부', '아내의맛', 'TV조선']",-0.5406214235072251,-0.7074438043601039,140.32666666666665,1955724.08967865,0.08321112413496931
16,N3Rm1I95WZk,[홍쓴부부] 오늘은 이사하는 날!,23,161404,2654,0,,2019-08-26 08:43:15+00:00,118,"['홍쓴부부', '희쓴부부', '제이쓴', '홍현희', '개그우먼 홍현희', '디자이너 제이쓴', '홍현희 제이쓴', '신혼부부', '셀프이사', '셀프인테리어', '온라인집들이']",-0.5426316055160961,-0.7292443239579803,675.7288888888888,1915180.3563453169,0.08427613590816198
17,sRL6n5ELxv0,홍쓴부부 아파트 입성기념 랜선집들이,23,2026436,23735,0,,2019-09-07 15:37:38+00:00,602,"['셀프인테리어', '온라인집들이', '홍쓴부부', '개그우먼 홍현희', '개그우먼홍현희', '홍현희제이쓴', '홍현희 제이쓴', '디자이너 제이쓴', '셀프인테리어 제이쓴', '페인트칠하기', '전등교체', '바이헤이데이', '루이스폴센', '원형식탁', '신혼부부', '신혼집들이', '신혼냉장고', '신혼에어컨', '삼성 비스포크', '비스포크', 'bespoke']",2.2677535311921027,1.6519823788546255,294.9063888888889,1897485.9730119833,1.067958355857212
18,gSagmd6hzcs,제이쓴이 외출한다 본격 홍현희의 수제비 만들기,23,996175,12549,0,,2019-10-14 11:44:44+00:00,331,"['홍현희', '제이쓴', '홍현희 제이쓴', '개그우먼 홍현희', '디자이너 제이쓴', '홍현희제이쓴', '수제비', '일상', '연예인', '연예인부부', '연예인 부부', '인테리어', '셀프인테리어', '아내의맛', '티비조선', '티비조선 아내의맛', '희쓴부부', '홍쓴부부', '홍쓴티비', '홍쓴TV']",0.71527067763778,0.3884558906585338,884.1183333333333,1844438.8730119835,0.5400965109639216
19,JpzW9I9bSAo,2020 SS 패션위크 홍현희 제이쓴이 간드아!,23,321808,4533,0,,2019-10-23 03:46:36+00:00,301,"['홍현희', '제이쓴', '홍현희제이쓴', '제이쓴홍현희', '홍현희 제이쓴', '제이쓴 홍현희', '홍쓴부부', '홍쓴티비', '홍쓴TV', '서울패션위크', '2020 ss', '만지', 'man.g', '헤어메이크업', '청담동', '신혼부부', '일상생활', '펭수', '마스크팩', '헤어스타일', '여자헤어', '남자메이크업', '감자탕먹방', '감자탕', '을지로', '힙지로', '레트로', '데일리메이크업', '데일리 메이크업', '아내의 맛', '희쓴부부', '신혼 인테리어', '신혼생활']",-0.30092153433847457,-0.51699988704394,208.0311111111111,1831957.0063453168,0.17566351114428963
20,SeEmUpPcqRs,제이쓴♥홍현희 결혼기념일  1주년 서프라이즈 대작전!!!,23,574525,9992,0,,2019-10-30 12:51:17+00:00,309,"['홍현희', '제이쓴', '개그우먼', '개그우먼 홍현희', '디자이너 제이쓴', '홍현희제이쓴', '제이쓴홍현희', '홍현희 제이쓴', '제이쓴 홍현희', '아내의맛', '신혼부부', '결혼기념일', '결혼기념일 서프라이즈', '서프라이즈 선물', '결혼 프로포즈', '결혼', '프로포즈 꾸미기', '헬륨풍선', '직박구리', '결혼1주년', '브라이덜샤워', '브라이덜샤워꾸미기', '호텔꾸미기', '호텔방 꾸미기', '원룸꾸미기', '홍쓴부부', '희쓴부부', '홍쓴티비', '홍쓴TV']",0.07989343322963466,0.09962724500169434,177.07805555555555,1821332.3230119834,0.31544215887515437
21,sbiXAUAoi5g,홍현희 제이쓴의 홍쓴TV 구독자 10만!!!! 실버버튼 언빡씽 (feat.홍쇼핑 제작진),23,179966,3746,0,,2019-11-22 13:07:51+00:00,279,"['실버버튼', '언박싱', '홍현희 제이쓴', '홍현희제이쓴', '제이쓴홍현희']",-0.5146608420613257,-0.605896306336835,552.2761111111112,1788195.7563453168,0.10064110674762552
22,XxNzFc5VwKM,홍현희 제이쓴 부부 로또 추첨 하고 왔습니다 (feat.서경석님),23,92690,2211,0,,2020-01-15 06:53:20+00:00,382,"['홍현희', '제이쓴', '로또', '로또당첨']",-0.6461755684528003,-0.7792838585790127,1289.7580555555555,1710810.2730119834,0.05417900597289128
23,wauqM7IZ0HQ,홍쓴TV 구독자 20만명 기념 Q&A part1,24,446279,9465,0,,2020-03-20 03:44:14+00:00,757,"['홍현희', '제이쓴', '홍현희 제이쓴', '홍쓴TV', '홍쓴부부']",-0.11335829233983528,0.04009940133288151,1556.8483333333334,1617399.3730119835,0.27592381167362645
24,_EW3rcn7Bm0,홍쓴TV 20만명 기념 댓글읽기 part2,24,345305,7663,0,,2020-03-26 12:03:18+00:00,700,"['홍현희', '제이쓴', '홍쓴부부', '아내의맛', '현실부부']",-0.26551430295733336,-0.1634474189540269,152.3177777777778,1608260.3063453168,0.21470715818677802
25,JsGO45xmoYw,홍쓰니네 엉망진창 탕후루 만들기-☆,24,2942429,35766,0,,2020-03-31 07:47:29+00:00,880,"['홍현희 제이쓴', '탕후르 만들기', '홍현희']",3.648047870661213,3.0109567378289843,115.73638888888888,1601316.1230119835,1.8375066345210216
26,7HCRvZTaOtI,오늘은 파우치 털이를 해볼거에여_찡긋 (feat.풀메),24,471195,7714,0,,2020-04-11 07:35:54+00:00,520,"['홍현희', '홍현희제이쓴', '제이쓴']",-0.0758127938892878,-0.15768665988930305,263.80694444444447,1585487.7063453167,0.29719246520437825
27,OF_I-nG6UfE,휴일 오후 김치볶음밥 만들기,24,1025016,14960,0,,2020-07-03 08:09:27+00:00,568,"['김치볶음밥 만들기', '홍현희', '제이쓴', '홍현희 제이쓴']",0.7587306921189262,0.6607929515418502,1992.5591666666667,1465934.1563453167,0.6992237649714373
28,OF_I-nG6UfE,휴일 오후 김치볶음밥 만들기,24,1025016,14960,0,,2020-07-03 08:09:27+00:00,568,"['김치볶음밥 만들기', '홍현희', '제이쓴', '홍현희 제이쓴']",0.7587306921189262,0.6607929515418502,0.0,1465934.1563453167,0.6992237649714373
29,OF_I-nG6UfE,휴일 오후 김치볶음밥 만들기,24,1025016,14960,0,,2020-07-03 08:09:27+00:00,568,"['김치볶음밥 만들기', '홍현희', '제이쓴', '홍현희 제이쓴']",0.7587306921189262,0.6607929515418502,0.0,1465934.1563453167,0.6992237649714373
30,OF_I-nG6UfE,휴일 오후 김치볶음밥 만들기,24,1025016,14960,0,,2020-07-03 08:09:27+00:00,568,"['김치볶음밥 만들기', '홍현희', '제이쓴', '홍현희 제이쓴']",0.7587306921189262,0.6607929515418502,0.0,1465934.1563453167,0.6992237649714373
31,EWM43lKTZCY,홍쓴이네 눕방 토오크(feat.버킷리스트),24,521506,9110,0,,2020-08-12 02:08:17+00:00,999,"['홍현희', '제이쓴', '홍쓴티비', '아내의맛', '버킷리스트']",0.0,0.0,953.9805555555556,1408695.3230119834,0.37020496304690553
32,gPaakj4gMiw,아기다리 고기다리 홍현희 제이쓴의 MBTI,24,726398,10643,0,,2020-09-01 10:13:40+00:00,987,"['홍현희 제이쓴', '홍현희', '제이쓴', '홍쓴부부', '홍쓴티비', '아내의맛', '전참시', '전지적 참견 시점', '신혼부부']",0.3087482849787115,0.17316164012199253,488.08972222222224,1379409.9396786501,0.5266005261417959
33,hP3DIbVupho,스폐인 남부에서 고구마캐고 캐나다에서 요리교실,24,1464232,14621,0,,2020-09-21 02:54:16+00:00,521,,1.4205778444489818,0.6225008471704507,472.6766666666667,1351049.33967865,1.0837738911506154
34,eNJcOJdKUGg,저희 신혼부부 대표로 나무 심고 왔습니다!!!,24,113885,2921,0,,2020-10-23 08:28:47+00:00,773,"['전참시', '개그우먼 홍현희', '홍현희', '홍현희 제이쓴', '홍쓴TV', '홍쓴부부', '제이쓴', '신혼부부', '식목일', '나무심기 캠폐인', '브이로그', '신혼부부 브이로그']",-0.6142371818875669,-0.6990850559132498,773.5752777777777,1304634.8230119834,0.08729262625159434
35,V8vsFZqZLIQ,홍현희 제이쓴 결혼기념일 2주년 촬영 part-1,24,673514,8979,0,,2020-10-29 12:03:53+00:00,722,"['홍현희', '제이쓴', '홍쓴부부', '희쓴부부', '전참시', '아내의맛', '아는형님', '리마인드', '리마인드웨딩', '웨딩촬영', '신혼부부', '브이로그', '스드메', '스드메 브이로그']",0.22905828096286815,-0.01479724387213374,147.585,1295779.7230119833,0.5197750729070263
36,ZFXAAlMQ4K0,홍쓴부부 2주년리마인드웨딩 part2,24,581379,10717,0,,2020-10-31 09:34:42+00:00,849,"['결혼기념일', '스드메 브이로그', '웨딩촬영', '홍현희', '제이쓴', '전참시', '신혼부부']",0.09022160975797197,0.18152038856884672,45.51361111111111,1293048.9063453167,0.4496187245099755
37,bA1VSXIkQyA,저녁에 잠이 안올땐 이어캔들 ASMR,24,255529,7188,0,,2020-11-07 03:34:05+00:00,189,"['이어캔들', '홍쓴부부', '아내의맛', '전참시']",-0.40079623701160977,-0.21710154749802327,161.9897222222222,1283329.5230119834,0.19911409767950453
38,ofGxL8WZIu8,시어머니표 김치3종세트 먹방,24,776453,10790,0,,2020-11-16 08:04:16+00:00,441,"['김치먹방', '홍현희', '전참시', '아는형님', '아내의맛', '제이쓴', '브이로그', '먹방 브이로그']",0.3841753168033284,0.18976618095560827,220.50305555555556,1270099.33967865,0.6113324963986295
39,TJKsosKpB60,오늘은 이쓰니가 김밥이 먹고싶다고 한다,24,2786582,29705,0,,2020-11-26 07:31:15+00:00,656,,3.4132046656113464,2.3263300576075907,239.44972222222222,1255732.3563453169,2.2190891123567664
40,WZBb9KJxwuw,홍쓴이네 세번째 크리스마스 트리 만들기!,24,634810,12827,0,,2020-12-02 03:44:53+00:00,571,"['크리스마스트리 만들기', '프렌치토스트 만들기', '크리스마스']",0.17073587881043636,0.4198576753642833,140.22722222222222,1247318.7230119833,0.5089396866160095
41,-9jrmDP1crU,홍현희가 어젯밤 술마시고 들어왔다 (feat. 상쾌환마스크팩),24,417194,7758,0,,2020-12-04 08:05:15+00:00,552,"['상쾌환마스크팩', '피부관리', '술마신다음날']",-0.15718598628887098,-0.1527165932452276,52.339444444444446,1244178.3563453169,0.33531687629213947
