,title,category_id,views,likes,favorites,comments,date,duration,tags
0,"6ix9ine - WAPAE feat. feat. Angel Dior, Lenier, & Bulin 47 (Official Music Video)",10,4245843,427045,0,NaN,2023-04-15T19:00:17Z,177,NaN
1,Ice Spice & Nicki Minaj - Princess Diana (Official Music Video),10,10921813,592168,0,NaN,2023-04-14T16:00:09Z,182,"['Ice Spice', 'Nicki Minaj', 'Princess Diana']"
2,"#6 WARRIORS at #3 KINGS | FULL GAME 1 HIGHLIGHTS | April 15, 2023",17,2204862,25747,0,NaN,2023-04-16T03:39:42Z,598,"['Basketball', 'G League', 'NBA', 'game-0042200161']"
3,My First Baseball Game In Japan Was Crazy!,17,505789,19247,0,NaN,2023-04-16T15:15:00Z,1232,NaN
4,"Hundreds of teenagers flood into downtown Chicago, smashing car windows, prompting police response",25,2213546,25576,0,NaN,2023-04-16T03:04:00Z,285,"['news', 'illinois', 'CHICAGO', 'millennium park', 'crime', 'chicago safety', 'is chicago safe', 'downtown chicago safety', 'nate rodgers']"
5,SO GOOD they got Bruno's Golden Buzzer MID-PERFORMANCE | Auditions | BGT 2023,24,2275489,65823,0,NaN,2023-04-15T20:04:35Z,517,"[""britain's got talent"", 'britains got talent', 'talent', 'bgt', 'ant and dec', 'ant', 'dec', 'simon cowell', 'david walliams', 'alesha dixon', 'amanda holden', 'got talent', 'bgt auditions', 'bgt judges', 'britains got talent auditions', 'british talent show', 'ant and dec on bgt', 'Great Britain', 'amazing auditions', 'london auditions', 'BGT 2022', ""Britain's Got Talent 2022"", 'UK Talent', 'Talent Show']"
6,MOLTEN GLASS VS Prince Rupert's Drop - Smarter Every Day 285,28,661409,35703,0,NaN,2023-04-16T14:00:05Z,1788,"['Smarter', 'Every', 'Day', 'Science', 'Physics', 'Destin', 'Sandlin', 'Education', 'Math', 'Smarter Every Day', 'experiment', 'demonstration', 'slow', 'motion', 'slow motion', 'education', 'math', 'science', 'science education', 'what is science', 'Physics of', 'projects', 'experiments', 'science projects', ""prince rupert's drop"", 'PRD', ""what is a prince rupert's drop"", 'how to blow glass', 'glass blowing art', ""how strong is a prince rupert's drop"", 'how do glass blowers make', 'art', 'how to make art', 'how to make glass art', 'slumping glass', 'molten glass']"
7,"Dray's Warriors-Kings Game 1 breakdown, reaction to De'Aaron Fox & Malik Monk | Draymond Green Show",17,288702,10942,0,NaN,2023-04-16T05:44:03Z,918,"['Volume', 'Volume Sports', 'Colin Cowherd', 'The Herd', 'Podcasts', 'draymond green', 'draymond green show', 'draymond green podcast', 'warriors', 'kings', 'warriors kings', 'deaaron fox', 'malik monk', 'steph curry', 'klay thompson', 'andrew wiggins', 'jalen brunson', 'josh hart', 'jaylen brown', 'james harden', 'joel embiid', 'warriors kings highlights', 'warriors podcast', 'kings podcast', 'light the beam', 'light the beam sacramento']"
8,PSG vs Lens | LIGUE 1 HIGHLIGHTS | 04/15/2023 | beIN SPORTS USA,17,419681,4417,0,NaN,2023-04-15T21:02:42Z,757,NaN
9,Training W/ More Plates More Dates (Derek IRL),17,335052,22601,0,NaN,2023-04-16T15:59:04Z,1002,"['bodybuilding', 'workout', 'fitness', 'lift', 'workout motivation', 'body building', 'motivaiton', 'more plates more dates', 'mpmd', 'derek more plates more dates', 'more plates more dates workout', 'derek more plates more dates workout', 'death star delts', 'training with more plates more dates', 'training w/', 'bodybuilder', 'bodybuilding motivation', 'fit', 'aesthetics', 'mens health', 'more dates more plates', 'derek', 'gorilla mind', 'supplements', 'muscle', 'more plates more dates liver king', 'more plates more dates hair loss', 'lifting']"
