,title,category_id,views,likes,favorites,comments,date,duration,tags
0,🚨COMPLETE TURNAROUND!🚨 Barcelona vs. Real Madrid | Copa Del Rey Highlights | ESPN FC,17,994695,11563,0,NaN,2023-04-05T20:54:12Z,739,"['🚨COMPLETE TURNAROUND!🚨 Barcelona vs. Real Madrid | Copa Del Rey Highlights | ESPN FC', 'Barcelona vs. Real Madrid', 'Barcelona', 'Real Madrid', 'copa del rey', 'copa del rey highlights', 'el clásico', 'clásico', 'copa del rey clásico', 'el clásico highlights', 'Real Madrid highlights', 'Barcelona highlights', 'Vinicius jr', 'karim benzema', 'benzema', 'Xavi', 'ancelotti', 'LaLiga', 'LaLiga on espn', 'espn fc laliga', 'soccer highlights', 'champions league', 'el clásico en vivo', 'clásico en vivo']"
1,"LEGO, but AI controls what I BUILD...",24,1136898,25870,0,NaN,2023-04-06T16:48:47Z,442,"['lego', 'ai', 'artifical intelligence', 'lego meme', 'lego minifigure', 'lego set', 'lego sets', 'lego moc', 'lego mocs', 'lego creation', 'lego city', 'lego star wars', 'lego minecraft', 'lego challenge', 'lego tutorial', 'lego funny', 'lego but ai builds it for me', 'lego but ai', 'lego but artificial intelligence', 'lego artificial intelligence', 'lego ai', 'lego ideas']"
2,Season 4 Trailer | Overwatch 2,20,1033273,61676,0,NaN,2023-04-06T15:55:10Z,127,"['Overwatch 2', 'Overwatch']"
3,100 Assassins vs 10 Real Cops!,20,5662891,237780,0,NaN,2023-04-05T18:00:02Z,517,NaN
4,"Becky G, Peso Pluma - Chanel (Official Video)",10,866933,51502,0,NaN,2023-04-06T16:00:09Z,210,"['Becky Peso Pluma', 'Chanel', 'Kemosabe Records/RCA Records', 'Regional Mexican', 'Becky', 'peso pluma', 'becky peso pluma', 'chanel', 'chanel becky', 'becky peso pluma chanel', 'chanel lyric video', 'becky 2023', 'chanel letra', 'chanel lyrics', 'Shower', 'Arranca', 'Esquemas', 'El Alfa', 'Becky TikTok', 'Shakira', 'Sebastian Lletget', 'Karol']"
5,"I BUILT A $25,000 DREAM DOG HOUSE!!",24,1974911,135360,0,NaN,2023-04-05T23:01:55Z,615,NaN
6,I Built 250 LEGO Sets in 24 Hours - Challenge,22,409728,19150,0,NaN,2023-04-06T17:00:07Z,526,NaN
7,"City Skylines, but I elected Twitch Chat as Mayor",20,812900,52228,0,NaN,2023-04-05T19:31:27Z,1716,"['DougDoug', 'DougDoug Youtube Channel', 'Channel Youtube DougDoug', 'doug doug', 'twitch', 'twitch chat', 'dougdoug twitch chat', 'twitch chat plays', 'dougdoug twitch', 'dougdoug clips', 'dougdougdoug', 'city skylines', 'parkzer', 'meteor shower', 'city skylines disaster', 'trains', 'twitch chat app', 'simulation game', 'sim game']"
8,Barbie | Teaser Trailer 2,1,14050868,173270,0,NaN,2023-04-04T16:00:09Z,105,"['America Ferrera', 'Ariana Greenblatt', 'Coming Soon', 'Dua Lipa', 'Film', 'Film Trailer', 'Film Warner', 'Greta Gerwig', 'Issa Rae', 'Kate McKinnon', 'Margot Robbie', 'Michael Cera', 'Movie', 'Nicola Coughlan', 'Official Trailer', 'Rhea Perlman', 'Ritu Arya', 'Ryan Gosling', 'Trailer', 'Trailer 2022', 'WB', 'Warner', 'Warner Bros', 'Warner Brothers', 'Warner Media', 'Will Ferrell', 'barbie', 'barbieandken', 'barbiemovie', 'barbiethemovie', 'gretagerwig', 'margotrobbie', 'ryangosling']"
9,Kylie Jenner's New Classic Beauty Routine | Beauty Secrets | Vogue,26,610135,31631,0,NaN,2023-04-06T16:00:06Z,517,"['beauty', 'beauty secrets kylie jenner', 'enner', 'getting ready with kylie jenner', 'grwm', 'kylie', 'kylie beauty', 'kylie jenner', 'kylie jenner beauty', 'kylie jenner beauty secrets', 'kylie jenner fashion', 'kylie jenner getting ready', 'kylie jenner grwm', 'kylie jenner interview', 'kylie jenner lips', 'kylie jenner makeup', 'kylie jenner makeup tutorial', 'kylie jenner vogue', 'kylie lip', 'kylie lip kit', 'kylie lips', 'kylie make up', 'kylie makeup', 'kylie style', 'kylie vogue', 'makeup tutorial', 'vogue']"
