,title,category_id,views,likes,favorites,comments,date,duration,tags
0,I'M Z-O-M-B-I-E-S,23,777206,92392,0,NaN,2023-05-10T17:00:29Z,1303,"['danny gonzalez', 'funny', 'commentary', 'comedy', 'react', 'reaction', 'reacting', 'awful', 'humor']"
1,Real Madrid vs. Man. City: Extended Highlights | UCL Semi-Finals - Leg 1 | CBS Sports Golazo,17,1467390,15641,0,NaN,2023-05-09T21:07:36Z,623,"['Champions League', 'Europa League', 'Soccer', 'UEFA', 'UCL', 'European Soccer', 'European Football', 'European Futbol', 'UEL']"
2,"Andy Reid on Drafting the Kelce Brothers, Coaching Mahomes, Super Bowl Memories & More | EP 38",17,238844,13246,0,NaN,2023-05-10T13:30:07Z,2793,"['New Heights', 'NFL', 'Shorts', 'Football', 'Jukes', 'Travis Kelce', 'Kansas City', 'Chiefs', 'Jason Kelce', 'Philadelphia', 'Eagles', 'Kansas City Chiefs', 'Philadelphia Eagles', 'Andy Reid', 'Super Bowl', 'Patrick Mahoney', 'Reggie White']"
3,I Tried Public Sleep Pods,24,2449807,113890,0,NaN,2023-05-09T17:00:18Z,710,"['Ryan', 'Trahan', 'sleep pod', 'capsule hotel', 'japan']"
4,Defunctland: The Awful Wiggles Dark Ride,27,690282,43886,0,NaN,2023-05-09T22:00:18Z,2345,"['defunctland', 'kevin perjurer', 'theme park', 'extinct', 'abandoned', 'defunct', 'history', 'disney', 'disneyland', 'disney world', 'previous', 'attractions', 'on ride', 'lights on', 'wiggles', 'wiggles dark ride', 'wiggles ride history', 'dreamworld', 'australia theme parks', 'theme parks wiggles', ""children's theme parks"", 'theme park history videos', 'old theme park rides', 'defunct dark rides', 'wiggles history', 'wiggles documentary', 'theme park documentaries', 'wiggles history video', 'wiggles amusement park', 'big red car ride']"
5,The Death of Late Night TV,23,1082113,68390,0,NaN,2023-05-09T16:17:45Z,1626,NaN
6,It Is Almost Time,20,166897,17305,0,NaN,2023-05-10T17:01:09Z,17,"['mortal kombat', 'video games', 'video', 'games', 'trailers', 'trailer', 'netherrealm', 'warner bros', 'warner brothers', 'gaming', 'gamers', 'm rated', 'gore', 'xbox one', 'ps4', 'pc', 'xbox', 'xbox games', 'sequel', 'playstation 4', 'playstation', 'Nintendo', 'Nintendo switch', 'switch', 'mortal combat', 'steam', 'cool fights', 'ninjas', 'fatality', 'Fatalities', 'Nintendo games', 'combo', 'combos', 'combat', 'Clock', 'Tease', 'mk12', 'mk 12']"
7,Animated Short: A Flash | Honkai: Star Rail,24,1160230,127562,0,NaN,2023-05-10T04:00:10Z,270,NaN
8,Blind Dating 8 Guys Based On Their Outfits,23,436996,22133,0,NaN,2023-05-09T22:01:29Z,2040,"['David alvareeezy', 'David alvarez', 'blind dating', 'blind dating men based on their outfits', 'blind dating jubilee', 'jubilee blind dating', 'blind dating 5 girls based on their outfits', 'blind dating 6 girls based on their outfits', 'blind dating 7 women based on their outfits', 'blind dating 6 men based on their bodies | versus 1', 'dating', 'blind dating 5 girls', 'blind dating 6 men based on their bodies', 'blind dating 6 women based on their bodies', 'blind dating based on', 'cut', 'knj']"
9,"Lakers take 3-1 lead over Warriors, LeBron shines & Steph struggles late | NBA | FIRST THINGS FIRST",17,523672,6933,0,NaN,2023-05-09T20:34:34Z,1015,"['NBA', 'Basketball', 'First Things First', 'FTF', 'Nick Wright', 'Chris Broussard', 'Kevin Wildes', 'NBA Playoffs', 'Los Angeles Lakers', 'Lakers', 'LeBron James', 'LeBron', 'Golden State Warriors', 'Warriors', 'Steph Curry', 'Stephen Curry', 'Curry', 'Klay Thompson', 'Jordan Poole', 'Draymond Green', 'Lonnie Walker IV', 'nba playoffs', 'playoffs', 'Lonnie Walker IV’s breakthrough performance']"
10,Can A.I. pass a college history test for me?,20,570423,29613,0,NaN,2023-05-09T19:00:32Z,2010,"['DougDoug', 'DougDoug Youtube Channel', 'Channel Youtube DougDoug', 'doug doug', 'twitch', 'twitch chat', 'dougdoug twitch chat', 'twitch chat plays', 'dougdoug twitch', 'chatgpt', 'ai', 'artificial intelligence', 'chat gpt', 'khan academy', 'ap history', 'college exam', 'historybeard', 'novel ai', 'study guide', 'dougdoug clips', 'openai', 'machine learning', 'tiley']"
11,(여자)아이들((G)I-DLE) - 'Allergy' Official Music Video,10,8934451,568175,0,NaN,2023-05-09T15:00:08Z,181,"['kpop', 'gidle', '(여자)아이들', '(G)I-DLE', 'IDLE', '여자아이들', '아이들', '미연', '민니', '수진', '소연', '우기', '슈화', 'MIYEON', 'MINNIE', 'SOOJIN', 'SOYEON', 'YUQI', 'SHUHUA', '큐브', 'CUBE']"
12,The Crowded Room — Official Trailer | Apple TV+,24,935311,10117,0,NaN,2023-05-10T12:59:48Z,141,"['the crowded room', 'crowded room', 'trailer', 'the crowded room trailer', 'trailer the crowded room', 'official trailer', 'the crowded room official trailer', 'tom holland', 'tom holland crowded room', 'the crowded room tom holland', 'amanda seyfried', 'henry eikenberry', 'emmy rossum', 'emma laird', 'sasha lane', 'christopher abbott', 'will chase', 'novel', 'the minds of billy milligan', 'daniel keyes', 'the crowded room apple tv', 'apple tv', 'apple', 'tv', 'apple tv+', 'apple tv app', 'apple original', 'crime', 'miniseries', 'series']"
13,MEG 2: THE TRENCH - OFFICIAL TRAILER,1,15158098,185491,0,NaN,2023-05-08T22:00:15Z,172,"['Belle Avery', 'Ben Wheatley', 'CMC Pictures', 'Cliff Curtis', 'Coming Soon', 'DF Pictures', 'Dean Georgaris', 'Erich Hoeber', 'Film', 'Film Trailer', 'Film Warner', 'Jason Statham', 'Jon Hoeber', 'Lorenzo di Bonaventura', 'Meg 2: The Trench', 'Movie', 'Official Trailer', 'Page Kennedy', 'Sergio Peris-Mencheta', 'Sienna Guillory', 'Skyler Samuels', 'Sophia Cai', 'Steve Alten', 'Trailer', 'Trailer 2023', 'WB', 'Warner', 'Warner Bros', 'Warner Brothers', 'Warner Media', 'Wu Jing', 'meg', 'shark', 'shark attack', 'sharks', 'the meg']"
14,Your Body Killed Cancer 5 Minutes Ago,27,2419901,163954,0,NaN,2023-05-09T14:00:42Z,554,NaN
15,Victoria Monét - Party Girls feat. Buju Banton,10,47150,9230,0,NaN,2023-05-10T16:00:08Z,270,"['victoria', 'monét', 'victoria monet', 'victoria monét', 'Victoria Monét', 'Victoria Monét Party Girls', 'Victoria Monét Buju Banton', 'Buju Banton Party Girls', 'New Victoria Monét', 'Victoria Monét 2023', 'Victoria Monét Official Video', 'We Might Even Be Falling in Love Victoria Monét', 'Ari Lennox', 'Summer Walker', 'Ella Mai', 'Sizzla', 'Capleton', 'Morgan Heritage', 'Reggae', 'Afrobeat', 'New R&', 'Shenseea', 'on my mama Victoria monet', 'smoke Victoria monet', 'some cut challenge']"
