,title,category_id,views,likes,favorites,comments,date,tags
0,The Legend of Zelda: Tears of the Kingdom – Mr. Aonuma Gameplay Demonstration,20,2783454,197641,0,Nan,2023-03-28T14:00:01Z,"['nintendo', 'game', 'gameplay', 'fun', 'video game', 'action', 'adventure', 'rpg', 'play', 'switch', 'nintendo switch', '#Zelda', '#TearsOfTheKingdom', '#NintendoSwitch', 'breath of the wild 2', 'botw2', 'botw', 'totk', 'zelda 2']"
1,Elemental | Official Trailer,1,3428047,44486,0,Nan,2023-03-28T12:44:23Z,"['Pixar', 'Disney', 'Disney Pixar', 'Pixar Movie', 'Animation']"
2,JISOO - ‘꽃(FLOWER)’ M/V TEASER,10,4850454,1119722,0,Nan,2023-03-28T15:00:21Z,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BLACKPINK', '블랙핑크', '블핑', '제니', '로제', '리사', '지수', 'LISA', 'JISOO', 'JENNIE', 'ROSÉ', 'BLINK', '블링크', 'BLACKPINK PINK VENOM', 'PINK VENOM', '핑크베놈', '블랙핑크 핑크베놈', 'BLACKPINK 핑크베놈', 'BORN PINK', 'BLACKPINK BORN PINK', '본핑크', '블랙핑크 본핑크', 'BLACKPINK SHUT DOWN', 'BLACKPINK Shut Down', '블랙핑크 셧다운', 'BLACKPINK 셧다운', '블랙핑크 Shut Down', 'Shut Down', 'Typa Girl', 'Yeah Yeah Yeah', 'Ready For Love', 'The Happiest Girl', 'Tally', 'Hard to Love']"
3,The Business Behind Kurzgesagt,27,1026748,129799,0,Nan,2023-03-28T14:00:05Z,Nan
4,AMP EXTREME SPELLING BEE,24,726093,49433,0,Nan,2023-03-27T23:32:23Z,"['AMP', 'AMP EXTREME SPELLING BEE', 'AMP SPELLING BEE', 'KAI CENAT', 'DUKE DENNIS', 'FANUM', 'ELFANUM', 'AGENT 00', 'AGENT00', 'IMDAVISSS', 'DAVIS', 'CHRISNXTDOOR']"
5,DOGTOOTH,2,1848833,223758,0,Nan,2023-03-27T14:02:13Z,"['call me if you get lost', 'cmiygl', 'lumberjack', 'wusyaname', 'tyler baudelaire']"
6,"Umpire thinks the catcher embarrassed him and ejects him, a breakdown",24,1013650,27183,0,Nan,2023-03-28T01:40:04Z,"['a breakdown', 'mlb', 'jomboy videos', 'jomboy', 'jake sucks', 'talkin yanks', 'jomboy podcast', 'tv podcast', 'just talkin podcast', 'mlb breakdowns', 'Talkin yanks', 'jomboy jake radio']"
7,We are ADOPTING a baby!,22,892498,51788,0,Nan,2023-03-27T22:00:01Z,"['della vlogs', 'della', 'dallin and bella', 'dallin lambert', 'bella lambert', 'della vlogs prank', 'youtube shorts', 'vlog channel', 'couple channel', 'dallin and bella lambert', 'origami owl', 'lambert', 'weems', 'della bella dallin', 'della shorts', 'della vlogs video', 'adoption', 'adopting', 'we are adopting a baby']"
8,The Coolest 'Country' Flag You Need To Know,27,688509,65619,0,Nan,2023-03-28T11:45:11Z,"['cgpgrey', 'education', 'antartica', 'flags', 'geography']"
9,"P!nk, Kelly Clarkson, Pat Benatar & Neil Giraldo Perform At The 2023 iHeartRadio Music Awards",10,306439,7193,0,Nan,2023-03-28T04:27:44Z,Nan
10,UNBOXING the ZELDA: Tears of the Kingdom OLED Nintendo Switch!,20,327062,19546,0,Nan,2023-03-28T14:27:46Z,"['Nintendo Switch', 'Zelda', 'nintendo', 'game', 'gameplay', 'fun', 'video game', 'action', 'adventure', 'rpg', 'play', 'switch', 'nintendo switch', 'Zelda oled', 'unboxing the oled nintendo switch', 'unboxing zelda oled switch', 'zelda tears of the kingdom oled', 'zelda tears of the kingdom oled nintendo switch', 'UNBOXING the ZELDA: Tears of the Kingdom OLED Nintendo Switch!', 'new nintendo switch', 'new zelda nintendo switch', 'new zelda limited edition switch', 'tears of the kingdom switch']"
11,2023 JamFest Dunk Contest Highlights 🎥,17,233192,2207,0,Nan,2023-03-28T01:33:37Z,"['highschool dunk contest', 'jamfest', 'jamfest 2023', 'powerade jam fest 2023', 'jam fest 2023', 'jamfest bronny', 'bronny james', 'sean stewart basketball']"
12,"Game Theory: FNAF, A Family REBUILT (Ultimate Timeline Finale)",20,3783384,260115,0,Nan,2023-03-26T17:06:36Z,"['fnaf', 'five nights at freddys', 'fnaf timeline', 'matpat fnaf timeline', 'five nights at freddys timeline', 'fnaf security breach', 'fnaf sb', 'ruin dlc', 'fnaf ruin dlc', 'security breach solved', 'fnaf lore', 'fnaf theory', ""five nights at freddy's"", 'fnaf timeline solved', 'five nights at freddys solved', 'fnaf character encyclopedia', 'fnaf movie', 'fnaf trailer', 'fnaf full timeline', 'fnaf secrets', 'matpat fnaf', 'game theory fnaf', 'matpat', 'game theorist', 'game theory', 'afton', 'purple guy', 'freddy', 'William Afton']"
13,Kevin Hart and Logan Paul Compare Pokemon Chain Necklaces | Cold as Balls | Laugh Out Loud Network,23,795451,10785,0,Nan,2023-03-28T14:56:48Z,"['kevin hart', 'hartbeat productions', 'funny', 'comedy', 'comedian', 'plastic cup boyz', 'actor', 'stand up', 'lol', 'laugh out loud', 'LOL Network', 'laugh out loud network', 'african american', 'logan paul', 'WWE', 'Raw', 'wrestler', 'youtube', 'vine', 'boxer', 'jake paul', 'UFC', 'prime', 'impaulsive', 'bambam', 'daryl', 'old spice', 'humor', 'wellness', 'health', 'ice baths', 'floyd mayweather', 'tyson', 'cab', 'cold as balls', 'obb', 'fun', 'laugh']"
14,Adam Sandler Acceptance Speech | 2023 Mark Twain Prize,24,1799919,34999,0,Nan,2023-03-27T03:53:46Z,"['the kennedy center', 'kennedy center', 'john f kennedy center for the performing arts', 'performing arts', 'washington d.c.', 'digital stage', 'entertainment', 'arts', 'Adam Sandler', 'Mark Twain Prize', 'Comedy', 'Chris Rock', 'Judd Apatow', ""Conan O'Brien"", 'Drew Barrymore', 'Jennifer Anniston', 'Ben Stiller', 'Steve Buscemi', 'Idina Menzel', 'Dana Carvey', 'Award', 'Award Show']"
15,Binging with Babish: Duck Fat Fries from John Wick: Chapter 2,22,532290,23503,0,Nan,2023-03-28T13:00:33Z,"['binging with babish', 'babbish', 'basics with babish', 'cooking with babish', 'john wick', 'john wick 2', 'john wick 2 movie', 'keanu reeves', 'john wick 2 keanu reeves', 'steak', 'steak recipe', 'filet mignon', 'koji steak', 'john wick food', 'john wick chapter 2', 'babish john wick']"
16,The Most Haunted City in America (w/ Karl Jacobs & Foolish),24,2829273,226519,0,Nan,2023-03-26T18:11:27Z,"['sam and colby', 'exploring', 'abandoned', 'overnight', 'sam&colby', 'sam & colby', 'sam golbach', 'colby brock', 'colby and sam', 'ghost', 'haunted', 'paranormal', '3am', 'the conjuring', 'the stanley', 'colby & sam', 'top 10', 'top 5', 'top 10 scary', 'scary', 'horror movie', 'mystery', 'ghost stories', 'ghost adventures', 'caught on camera', 'ghost hunting', 'karl jacobs', 'mrbeast', 'foolish gamers', 'sam and colby karl', 'sam and colby mrbeast', 'karl ghost hunting', 'most haunted city', 'sam and colby noah', 'foolish gamers ghost hunting']"
17,TROLLS BAND TOGETHER | Official Trailer,24,594544,7902,0,Nan,2023-03-28T15:00:08Z,Nan
18,IVE 아이브 'Kitsch' MV,10,18899154,586809,0,Nan,2023-03-27T09:00:35Z,Nan
19,Tennessee school shooting angers Polk County Sheriff Grady Judd,25,192034,2582,0,Nan,2023-03-28T12:30:28Z,"['Crime', 'murder', 'homicide', 'school shooting', 'Tennessee school shooting', 'Grady Judd', 'Polk County sheriff', 'Sheriff Judd', 'gun control', 'second amendment', 'transgender', 'students', 'children']"
20,TV Anchor Removed After Quoting Snoop Dogg | The View,24,321278,2578,0,Nan,2023-03-27T18:00:08Z,"['The View', 'Whoopi Goldberg', 'Joy Behar', 'Meghan McCain', 'Sunny Hostin']"
