,title,category_id,views,likes,favorites,comments,date,duration,tags
0,Lil Durk - All My Life ft. J. Cole (Official Video),10,3215536,272374,0,NaN,2023-05-12T04:00:08Z,245,"['lil durk', 'lil durk music', 'lil durk music video', 'just cause yall waited 2', 'lil durk 2020', ""just cause y'all waited 2"", 'durkio', 'smurkio', 'lil durk official', 'drill', 'drill music', 'chicago hip hop', 'only the family', 'OTF']"
1,Shakira - Acróstico (Official Lyric Video),10,5490380,611222,0,NaN,2023-05-12T00:00:11Z,171,"['shakira', 'acrostico', 'shakira acrostico', 'acrostico video', 'acrostico lyric video', 'acrostico letra', 'acrostico lyrics', 'shakira 2022', 'Acróstico', 'Latin Pop', 'Shakira', 'Sony Music Latin']"
2,Tenacious D - Video Games (Official Video),10,2976045,250241,0,NaN,2023-05-11T16:00:17Z,96,"['tenacious d', 'jack black', 'kyle gass', 'post apocalypto', 'jack black post apocalypto', 'kyle gass post apocalypto', 'animated series tenacious d', 'tenacious d post apocalypto', 'tenacious d episode 1', 'ten d', 'ten', 'post', 'apoc', 'Jack black tenacious d', 'jb and kage', 'Rage kage']"
3,"Si, Si Eres Tu",10,901385,136087,0,NaN,2023-05-12T06:18:29Z,175,"['Los Parras Si', 'Si Eres Tu']"
4,I played Tears of the Kingdom...it's INCREDIBLE,20,737197,29817,0,NaN,2023-05-12T08:28:05Z,2482,NaN
5,Dolly Parton - World On Fire (From The 58th ACM Awards),10,405066,9399,0,NaN,2023-05-12T04:56:09Z,269,NaN
6,Chargers Anime Schedule Release: 2023 Edition | LA Chargers,17,218811,12051,0,NaN,2023-05-12T00:00:09Z,138,"['Los Angeles', 'Chargers', 'Football', 'NFL', 'LA', 'LA Chargers', 'Los Angeles Chargers', 'game highlights', 'best plays', 'defense', 'touchdown', 'td', 'justin herbert', 'top plays', 'nfl live', 'sports', 'nfl total access', 'AFL', 'offense', 'chargers highlights', 'sofi stadium', 'san diego', 'san diego chargers', 'los angeles', 'chargers', 'la chargers', 'justin', 'herbert', 'derwin james', 'Derwin James', 'Chargers News', 'chargers news', 'espn', 'football', 'madden 23', 'game', 'highlights', 'football highlights', '2023 nfl season', 'schedule release', 'anime']"
7,"Yailin La Mas Viral, Shadow Blow - Solo Tú y Yo (Video Oficial)",10,2138197,209935,0,NaN,2023-05-11T18:00:07Z,149,"['Yailin La Mas Viral', 'Solo tu y yo', 'Yailin Solo Tú y yo', 'Yailin y Shadow', 'Solo Tú y Yo Video', 'Video Oficial Solo Tu y Yo', 'Yailin Videos Musicales', 'Yailin y Anuel']"
8,Ed Sheeran - Life Goes On ft. Luke Combs (Live at the 58th ACM Awards),10,315655,13343,0,NaN,2023-05-12T09:34:47Z,212,"['edsheeran', 'ed sheeran', 'acoustic', 'live', 'cover', 'official', 'remix', 'official video', 'luke combs', 'life goes on', 'ed sheeran live', 'ed sheeran lue combs', 'ed sheeran acm', 'ed sheeran acm awards 2023', 'acm awards', 'luke combs acm', 'ed sheeran subtract', 'american country music', 'american country music awards 2023', 'life goes on cover', 'ed sheeran luke combs', 'ed sheeran acm awards', 'luke combs acm awards', 'life goes on subtract', 'my life goes on', 'country music', 'luke combs live', 'ed sheeran us tour']"
9,*Coraline* is a WILD movie,24,257762,30646,0,NaN,2023-05-12T16:00:26Z,1911,NaN
10,LEWIS CAPALDI | CHICKEN SHOP DATE,24,470712,31164,0,NaN,2023-05-12T16:00:21Z,358,"['lewis capaldi', 'one direction', 'harry styles', 'justin bieber', 'hailey bieber', 'selena', 'matty healy', 'taylor swift']"
11,"Santa Fe Klan, Karely Ruiz - Sabes (Video Oficial)",24,1167569,96646,0,NaN,2023-05-12T02:00:09Z,225,NaN
12,Daft Punk - Infinity Repeating (2013 Demo) [ft. Julian Casablancas + The Voidz],10,722579,65050,0,NaN,2023-05-12T04:00:09Z,260,"['daft punk', 'infinity repeating', 'infinity repeating daft punk', 'daft punk infinity repeating', 'infinity repeating official video', 'infinity repeating demo', 'random access memories', 'RAM', 'daft punk RAM', 'Columbia', 'Daft Punk feat. Julian Casablancas The Voidz', 'Dance', 'Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz]']"
13,How the portal illusion works,28,842466,35010,0,NaN,2023-05-12T16:00:21Z,582,NaN
14,I'm sorry ASUS... but you're fired!,28,889365,61782,0,NaN,2023-05-11T23:44:10Z,1044,"['rog', 'rog issues', 'asus issues', '7800x3d', '7800x3d dying', 'asus killing cpus', 'asus', 'asus rog', 'x670E', 'asus is the worst', 'asus customer service', 'jayztwocents fires asus']"
15,FINAL FANTASY XIV Patch 6.4 - The Dark Throne,20,186068,NaN,0,NaN,2023-05-12T11:03:30Z,203,"['FF14', 'FFXIV', 'Final Fantasy XIV (Video Game)', 'ファイナルファンタジー', 'MMO', 'スクウェア・エニックス', 'スクエニ', 'SQUARE ENIX', '漆黒のヴィランズ', 'Shadowbringers']"
16,Avenged Sevenfold - We Love You (Official VR 360° Video),10,317084,23297,0,NaN,2023-05-12T04:00:15Z,375,NaN
