,title,category_id,views,likes,favorites,comments,date,duration,tags
0,aespa 에스파 'Spicy' MV,10,13138120,600588,0,NaN,2023-05-08T08:59:11Z,205,"['에스파', 'aespa', '스파이시', 'spicy', 'my world', '마이 월드', '마이', 'MY', '카리나', '윈터', '지젤', '닝닝', 'KARINA', 'WINTER', 'GISELLE', 'NINGNING', 'MV', 'MUSIC VIDEO', '뮤직비디오', '뮤비']"
1,인적드문 이상한 산골마을 여행기 - 아제르바이잔(3),19,816273,20440,0,NaN,2023-05-08T10:00:05Z,1158,NaN
2,[ENG] 또 가정의 달은 핑계고,23,617002,13032,0,NaN,2023-05-08T09:00:09Z,2242,NaN
3,"[한글자막] 르세라핌 사쿠라, 허윤진에게 뼈를 묻다",23,1128178,34414,0,NaN,2023-05-07T09:00:11Z,2413,NaN
4,[#구미호뎐1938] 예쁜데 싸움 잘하는 조선 요괴가 선빵 맞으면 생기는 일🥊 일본 요괴 선로 밖으로 던져버린 김소연,20,661438,3672,0,NaN,2023-05-07T13:30:16Z,718,"['diggle', 'diggle classic', 'tvn', 'tvn 드라마', '가을양', '구미호', '구미호 드라마', '구미호 물', '구미호 실존', '구미호 여우누이뎐', '구미호 영화', '구미호뎐', '구미호뎐 1938', '구미호뎐 시즌 2', '구미호뎐 영훈', '구미호뎐2', '김범', '김범 드라마', '김범 예능', '김소연', '김소연 남편', '김소연 예능', '김소연 이동욱', '김소연 이상우', '김소연 인성', '김소연 해피투게더', '꽃보다 남자', '꽃보다남자 김범', '내 여자친구는 구미호', '더보이즈', '드라마추천', '디글', '디글클래식', '디클', '로맨스 판타지', '로판', '류경수', '모아보기', '몰아보기', '밥친구', '소이정', '신민아', '액션물', '영훈', '영훈 연기', '이동욱', '이동욱 강심장', '이동욱 공유', '이동욱 구미호', '이동욱 김고은', '이동욱 김소연', '이동욱 도깨비', '이동욱 연기', '이동욱 예능', '이동욱 유인나', '이동욱 저승사자', '이동욱 저승이', '이정선배', '저승사자', '토일드라마', '티빙 드라마', '티빙 영화', '티빙 추천', '판타지 액션', '판타지물']"
5,간단하게 메뉴 설명해 드릴까요?,23,3175111,39523,0,NaN,2023-05-05T09:00:21Z,497,"['숏박스', '스케치코미디', '개그']"
6,저희집 주방 최초로 공개합니다^^ (모든 찬장 다 열어보며 정리꿀팁 대방출),22,296712,2956,0,NaN,2023-05-07T11:00:28Z,1180,"['신애라', '차인표', '브이로그', '연예인', '생활', '초간단', '요리', 'Shin', 'Ae', 'Ra', 'Shinaera', '신애라이프', 'Shinaelife', 'celeb', 'life', '초간단 레시피', '신애라 내레이션', 'gospel', 'daily bible', 'daily verses', '매일 성경', '성경 통독', '오디오바이블', '신박한정리', '신박한 정리', '금쪽같은 내 새끼', '신애라 정리', '신애라 정리 꿀팁', '신애라 살림', '신애라 살림 꿀팁', '정리 꿀팀', '정리 꿀템']"
7,"[SUB] 귀여운 쌈아치😈 언니, 한 번만 살려줘...  [차린건 쥐뿔도 없지만] EP.18 #이영지 #김채원 #르세라핌 (ENG/JPN/SPA/IND)",22,6286038,182179,0,NaN,2023-05-05T10:00:15Z,1771,NaN
8,[신병] 시즌0 完,23,2052437,39380,0,NaN,2023-05-04T08:00:12Z,711,NaN
9,김사부 이렇게 빡친 거 처음 봄ㄷㄷ 김사부 사이다 참교육 모음.zip #낭만닥터김사부3 #drromantic3｜SBSNOW,24,1242007,11644,0,NaN,2023-05-06T14:30:14Z,1169,"['SBSDRAMA', 'SBS드라마', '스브스드라마', '에스비에스드라마', '금토드라마', 'RomanticDrKim', 'drromantic3', '낭만닥터김사부', '낭닥', '김사부', '낭만닥터김사부2', '낭만닥터김사부3', '명대사', '낭닥3', '첫방송', '낭닥첫방송', '낭닥명대사', '의학드라마', '티저', '예고', '의사', '돌담병원', '돌담즈', '한석규', '안효섭', '이성경', '김민재', '진경', '임원희', '변우민', '김주헌', '윤나무', '신동욱', '소주연', '고상호', '윤보라', '정지안', '서우진', '차은재']"
10,침착맨님 때문에 웃다가 죽을뻔함 l 악어의 놀이터7,20,507410,9334,0,NaN,2023-05-06T13:44:43Z,1453,"['오킹', '오락킹', '게임', '리그오브레전드', '배틀그라운드', '폴가이즈']"
11,"Stray Kids ＜★★★★★ (5-STAR)＞ UNVEIL : TRACK 1 ""DLC""",10,1968380,432721,0,NaN,2023-05-07T14:59:51Z,92,"['JYP Entertainment', 'Stray Kids', '스트레이 키즈', 'SKZ', '스키즈', '방찬', 'BANG CHAN', '리노', 'LEE KNOW', '창빈', '서창빈', 'CHANGBIN', 'SEOCHANGBIN', '현진', '황현진', 'HYUNJIN', 'HWANGHYUNJIN', '한', '한지성', 'HAN', 'HANJISUNG', '필릭스', 'FELIX', '승민', '김승민', 'SEUNGMIN', 'KIMSEUNGMIN', '아이엔', '양정인', 'I.N', 'YANGJEONGIN', 'stray kids comeback', '스트레이 키즈 컴백', '스키즈 컴백', 'skz comeback', 'Stray Kids teaser', '스트레이 키즈 티저', 'skz', '5-STAR', '★★★★★', '스트레이 키즈 5STAR', '스키즈 5STAR', 'Stray Kids 5STAR', '5STAR', 'SKZ 5STAR', '스키즈 별', 'skz star', 'DLC', 'stray kids dlc', 'skz dlc', '스키즈 dlc', '스트레이 키즈 dlc', 'dlc 언베일', '디엘씨', 'dlc unveil']"
12,[KGA] 와이어 투 와이어로 프로 첫 우승! 정찬민 주요장면 l GS칼텍스 매경오픈 FR,17,211902,1037,0,NaN,2023-05-07T09:01:42Z,401,"['GOLF', 'GOLF LESSON', '골프', '골프레슨', '골린이', '골린이레슨', '초보골프레슨', 'rhfvm', 'rhfvm fptms', 'JTBC골프', 'JTBC 골프&스포츠', '박인비', '임성재', '이경훈', '고진영', '최혜진', '전인지', '김세영', '박성현', '골프 레슨', 'KPGA', '프로 레슨', '무료 레슨', 'PGA TOUR', 'pga골프', 'LPGA', 'pgagolf', '초보레슨', '드라이버레슨', '비거리늘리는방법', '드라이버비거리', '아이언', '아이언비거리', '아이언정확도', '아이언레슨', '프로레슨', '퍼팅', '퍼팅레슨', '아이언추천', '웨지레슨', '웨지잘치는방법', '숏게임', '롱게임', '숏게임잘하는방법', '숏게임레슨', '롱게임레슨', '티샷', '드라이버티샷', '남자드라이버', '여자드라이버', '여자골프레슨', '골프여자레슨', '골프입문', '골프룰', 'PGA투어프로', 'PGA레슨', 'LPGA한국선수', '김효주', '박세리', '유현주', 'liv golf', 'good good golf', 'gm golf', 'golf mates', 'golf swing', 'golf highlights', 'golf driver swing lesson', 'first golf lesson']"
13,ONEUS(원어스) ‘ERASE ME’ MV,10,4206071,57790,0,NaN,2023-05-08T08:58:09Z,197,"['원어스', '피그말리온', '미니9집', '이레이즈미', '컴백', '원어스컴백', '20230508', 'ONEUS', 'PYGMALION', 'MINI9TH', 'ERASE ME', 'comeback', 'ONEUScomeback', '원어스미니9집']"
14,'이거' 만들어 부활했다는 삐삐 회사 근황 / 스브스뉴스,25,1831896,18495,0,NaN,2023-05-07T02:00:14Z,325,"['스브스뉴스', '진동벨', '개발', '식당', '음식점', '맛집', '카페', '카페 진동벨', '삐삐', '옛날 드라마', '문자', '시티폰', '휴대폰', '90년대', '아카이브', '스븟', '스브스']"
15,[ENG] 가정의 달은 핑계고,23,1861309,27244,0,NaN,2023-05-04T09:00:09Z,2947,NaN
