,title,category_id,views,likes,favorites,comments,date,duration,tags
0,Starship Flight Test,28,9529184,239936,0,NaN,2023-04-20T14:08:39Z,3201,"['SpaceX', 'Space', 'Starship', 'Super Heavy', 'Mars', 'Starbase']"
1,BANISHED TO THE SHADOW REALM | War Thunder,20,1773108,146317,0,NaN,2023-04-19T18:01:45Z,1579,NaN
2,Pokemon Sent Me ALL Their Plushies,1,3010705,220655,0,NaN,2023-04-19T18:16:30Z,4966,"['jaiden', 'animations', 'jaidenanimation', 'jaidenanimations']"
3,Meet the Queens of All Stars 8! 🌟 | QUEEN RUVEAL | RuPaul’s Drag Race AS8 👠✨,24,806245,34003,0,NaN,2023-04-20T15:26:39Z,1303,"['vh1', 'rupaul', ""rupaul's drag race"", 'drag race']"
4,What Exactly Happened On SpaceX's First Starship Launch Attempt?,28,433875,9895,0,NaN,2023-04-20T17:40:06Z,481,NaN
5,Apex Legends Veiled Collection Event,20,549507,20802,0,NaN,2023-04-20T15:00:04Z,99,"['apex legends', 'apex', 'veiled collection event apex', 'エーペックス', 'apex トレーラー', 'apex legends trailer', 'apex trailer', 'apex veiled event', 'apex legends veiled event', 'caustic apex legends', 'prestige skin', 'electronic arts', 'ea', 'battle royale', 'battle royale game']"
6,Overnight in the World's Oldest Hotel,24,1475917,86665,0,NaN,2023-04-20T15:02:54Z,681,"['Ryan', 'Trahan', 'worlds oldest hotel', 'worlds oldest', 'japan', 'hotel', 'overnight']"
7,"Chuck Reacts to Dillon Brooks Calling LeBron ""Old"" | Inside the NBA",17,782994,6511,0,NaN,2023-04-20T05:11:16Z,126,"['bleacher report', 'br', 'nba', 'dillon brooks', 'dillon brooks lebron james', 'dillon brooks vs. lakers', 'dillon brooks highlights', 'dillon brooks trash talk', 'lakers vs. grizzlies', 'nba highlights', 'nba playoffs', 'nba playoffs 2023', 'ja morant', 'dillon brooks interview', 'dillon brooks postgame game 2', 'inside the nba', 'chuck dillon brooks', 'chuck lebron james', 'dillon brooks lebron old', 'dillon brooks lebron interview', 'chuck funny', 'inside the nba chuck']"
8,INSIDIOUS: THE RED DOOR – Official Trailer (HD),24,7921294,48192,0,NaN,2023-04-19T14:00:09Z,160,NaN
9,Godzilla x Kong: Title Reveal,1,1546503,55262,0,NaN,2023-04-19T16:00:23Z,36,NaN
