,title,category_id,views,likes,favorites,comments,date,duration,tags
0,Bowser - Peaches (Official Music Video) | The Super Mario Bros. Movie,24,1982257,132834,0,NaN,2023-04-10T17:00:22Z,110,"['Minions', 'Movie', 'Trailer', 'Despicable Me', 'banana', 'kevin', 'bob', 'official', 'Minion', 'stuart', 'Illumination', 'Illumination Entertainment', 'minions', 'movie clip', 'minionnation', 'super mario movie', 'the super mario bros movie', 'peaches', 'jack black', 'peaches music video', 'bowser', 'bowser peaches', 'bowser peaches song', 'jack black peaches']"
1,"Rebuilding A Flooded $2,000,000 McLaren P1 | Part 1",2,1103680,75317,0,NaN,2023-04-10T16:00:24Z,2367,"['aston martin', 'mercedes', 'amg', 'hyundai', 'bmw', 'lamborghini', 'ferrari', 'toyota', 'supra', 'mr2', 'sw20', '3sgte', '2jz', '1jz', 'sl55', 'r230', 'r231', 'm113k', 'vantage', 'v8', 'v12', 'v10', 'v6', 'gallardo', 'turbo', 'cheap', 'budget', 'diy', 'wrench everyday', 'doug demuro', 'chrisfix', 'hoovies garage', 'tavarish', 'jalopnik', 'mightycarmods', 'motor trend', 'roadkill', 'hack', 'bendpak', 'tools', 'lift', '4 post', '2 post', 'quick jack', 'welding', 'how to', 'tutorial', 'p1', 'hypercar', 'mclaren', 'flood', 'hidden', 'surprise', 'restoration', 'goonzquad', 'bisforbuild', 'topgear', '918', 'laferrari', 'bugatti', 'chiron', 'veyron', 'porsche']"
2,"Reportan muerte de Julián Figueroa, hijo de Maribel Guardia y Joan Sebastian",25,1968217,14354,0,NaN,2023-04-10T11:35:04Z,291,"['videos milenio', 'milenio', 'noticias', 'noticias hoy', 'milenio noticias', 'milenio tv', 'Julián Figueroa', 'hijo de Maribel Guardia', 'última hora', 'hijo de Joan Sebastian', 'qué le pasó al hijo de maribel guardia', 'muere el hijo de maribel guardia', 'julian figueroa muere en vivo', 'julian fugueroa muere 2023', 'murio julian figueroa 2022', 'julian figueroa hijo de joan sebastian', 'muere hijo de joan sebastian', 'quien era julian figueroa', 'quien es julian figueroa', 'muere hijo de joan sebastian y maribel']"
3,a boring video,23,2286047,300487,0,NaN,2023-04-10T14:30:15Z,610,['sand']
4,IVE 아이브 'I AM' MV,10,16560662,644235,0,NaN,2023-04-10T09:00:10Z,185,"['Kpop', 'girl group', '1theK', 'Starshiptv', 'starship', '뮤비', '티져', 'MV', 'Teaser', '신곡', 'new', 'song', '한류', 'idol', 'hallyu', 'ロエン', 'ミュージック', 'ミュージックビデオ', 'アイドル', '韓流', '韓国', '아이돌', '아이브', 'IVE', 'アイヴ', 'LOGO', 'MOTION', '로고', '유진', '원영', '가을', '레이', '리즈', '이서', 'YUJIN', 'GAEUL', 'REI', 'WONYOUNG', 'LIZ', 'LEESEO', 'AN YUJIN', 'JANG WONYOUNG', 'ユジン', 'ガウル', 'レイ', 'ウォニョン', 'リズ', 'イソ', 'After LIKE', '애프터라이크', 'my satisfaction', '티저', 'teaser', 'Iwillsurvive', 'kitsch', '키치', '선공개', 'IT’S OUR TIME', 'KITSCH', '안유진', '장원영', 'I AM', '아이엠']"
5,Julián Figueroa: Así se enteró Maribel Guardia de la muerte de su hijo | Noticias con Francisco Zea,25,950109,7438,0,NaN,2023-04-10T13:04:51Z,232,"['julian figueroa esposa', 'julian figueroa muerte', 'julian figueroa muere', 'julian figueroa fallece', 'julian figueroa fallecimiento', 'julian figueroa noticias', 'julian figueroa edad', 'julian figueroa y maribel guardia', 'julian figueroa y joan sebastian', 'julian figueroa instagram', 'julian figueroa hermanos', 'julian figueroa', 'maribel guardia hijo', 'maribel guardia y joan sebastian', 'maribel guardia instagram', 'maribel guardia', 'joan sebastian hijos', 'joan sebastian', 'jose manuel figueroa']"
6,Star Wars: Visions Volume 2 | Official Trailer | Disney+,24,1682479,74293,0,NaN,2023-04-10T12:21:10Z,122,NaN
7,The Super Mario Bros Movie - Is It Good or Nah?,24,553524,44695,0,NaN,2023-04-10T17:13:58Z,744,"['Schaffrillas Productions', 'Mario', 'Luigi', 'Peach', 'Bowser', 'Toad', 'Donkey Kong', 'Illumination']"
8,Peter Pan & Wendy | Official Trailer | Disney+,1,1566470,9054,0,NaN,2023-04-10T15:00:19Z,135,NaN
9,Homeowners Associations: Last Week Tonight with John Oliver (HBO),24,2396508,74974,0,NaN,2023-04-10T06:30:18Z,1528,NaN
