,title,category_id,views,likes,favorites,comments,date,duration,tags
0,"손흥민 '아시아 최초' PL 100호골 작렬! ""누구도 SON 쓸 수 없는 궤적"" #SPOTIME",17,1724659,21626,0,NaN,2023-04-09T01:01:35Z,300,"['SPOTV', 'SPOTVNEWS', '스포티비', '스포티비뉴스', '스포츠타임', 'SPOTVNOW', '스포티비나우', 'SPOTIME', '손흥민', '프리미어리그', '100호골', '손백호', '쏘니', 'SON', 'SONNY', '아시아 최초', '토트넘 홋스퍼', '미토마', '브라이튼', '케인', '활약상', '골', '손흥민 골', '손흥민존']"
1,SPURS 2-1 BRIGHTON | HIGHLIGHTS | Heung-Min Son scores 100th Premier League goal!,17,1116701,18210,0,NaN,2023-04-08T21:00:08Z,132,"['Spurs', 'Tottenham Hotspur', '토트넘', '손흥민', 'Tottenham vs brighton', 'Brighton vs Tottenham', 'Tottenham highlights', 'Spurs highlights', 'Brighton highlights', 'Spurs vs Brighton', 'Spurs 2-1 Brighton', 'Spurs vs Brighton highlights', 'Son goal', 'son 100 premier league goal', 'premier league', 'premier league highlights', 'Son goal vs Brighton', 'Kane', 'goal', 'kane goal', 'heung-min son', 'Son Heung-Min', 'Sonny', 'Heung-Min Son']"
2,“돈보다는 아이 안전이 우선”…건물 뚫어 통학로 낸 건물주 / KBS  2023.04.09.,25,1562819,26010,0,NaN,2023-04-09T12:36:13Z,154,"['format:리포트', 'genre:사회', 'location:보도국(전주)', 'person:김규희', 'series:뉴스9(전주)', 'source:영상', 'type:방송', '뉴스9(전주)']"
3,임영웅 FC서울 하프타임 공연 풀버전 (HERO & After LIKE),17,629962,30465,0,NaN,2023-04-09T03:21:36Z,366,"['FC서울', '페시치', '하대성', '오스마르', '알리바예프', '고요한', '조영욱', '박주영', '최용수', 'K리그', '월드컵경기장', '안기훈', '기성용', '나상호', '윤종규', '강성진', '국가대표', '양한빈', '정한민', '김진야', '케이지로', '김주성', '황성민', '박동진', '정현철', '한승규', '지동원', '임민혁', '이상민', '안지만', '서재민', '박성훈', '신한PLAY', '필리더스', 'GS칼텍스', 'GS25', '박수일', '이시영', '임상협', '일류첸코', '팔로세비치', '호삼 아이에쉬', '최철원', '김경민', '나상현씨밴드', '오피셜', '권완규', '윌리안', '황의조', '대구전', '임영웅', 'hero', 'imhero', '영웅시대']"
4,[SUB] 술 냄새만 남기고 갔단다🍸 뽀에버 YOUNG지수🌸  [차린건 쥐뿔도 없지만] EP.14 #이영지 #지수 (ENG/JPN/SPA/IND),22,9433933,582754,0,NaN,2023-04-07T10:00:23Z,1747,"['이영지', '차쥐뿔', '차린건', '차린건없지만', '차린건쥐뿔도없지만', '이영지호시', 'leeyoungji', 'youngji', 'alcohol show', 'korean kpop show', '차쥐없', '이영지 지수', '영지지수', '영지수', '블랙핑크', '블링크', 'blackpink', '지수', 'jisoo', '꽃', 'me', 'flower', '제니', '리사', '프링글스', '영지 채령', '채령프링글스', 'drunk jisoo', 'kpop', 'idol', 'kpop idol', 'korean', '영지 술', '먹방', '방탄소년단', 'bts', '영지방탄']"
5,[안방1열 풀캠4K] 지수 '꽃' (JISOO 'FLOWER' FullCam)│@SBS Inkigayo 230409,24,2195213,162773,0,NaN,2023-04-09T08:02:27Z,215,"['Inkigayo', '인기가요직캠', '안방1열직캠', '스브스케이팝', '스브스 직캠', '인기가요', '인가', '음방', '음악방송', '지수 솔로', '지수', '블랙핑크', '지수 인기가요', '지수 꽃', '꽃', 'FLOWER', '지수 무대', '지수 안무', '꽃 안무', 'Yg', '지수 솔로 데뷔', '지수 인가', '지수 FLOWER']"
6,IVE 아이브 'I AM' Teaser,10,2218723,146989,0,NaN,2023-04-08T14:00:00Z,20,"['Kpop', 'girl group', '1theK', 'Starshiptv', 'starship', '뮤비', '티져', 'MV', 'Teaser', '신곡', 'new', 'song', '한류', 'idol', 'hallyu', 'ロエン', 'ミュージック', 'ミュージックビデオ', 'アイドル', '韓流', '韓国', '아이돌', '아이브', 'IVE', 'アイヴ', 'LOGO', 'MOTION', '로고', '유진', '원영', '가을', '레이', '리즈', '이서', 'YUJIN', 'GAEUL', 'REI', 'WONYOUNG', 'LIZ', 'LEESEO', 'AN YUJIN', 'JANG WONYOUNG', 'ユジン', 'ガウル', 'レイ', 'ウォニョン', 'リズ', 'イソ', 'After LIKE', '애프터라이크', 'my satisfaction', '티저', 'teaser', 'Iwillsurvive', 'kitsch', '키치', '선공개', 'IT’S OUR TIME', 'KITSCH', '안유진', '장원영', 'I AM', '아이엠']"
7,"Mobile Suit Gundam the Witch from Mercury #13 ""Envoys from the Earth""(EN,CN,HK,TW,KR,TH,ID,VN sub)",1,497798,13744,0,NaN,2023-04-09T09:00:08Z,1509,"['ガンダム', 'Gundam', '高達', '鋼彈', '敢达', '건담', 'GUNDAMINFO', 'ガンプラ', 'Gunpla', '模型', '鋼普拉', '钢普拉', '건프라', '高达', 'yt:cc=on', 'plastic model', 'witch', 'Witch from Mercury', '水星的魔女', 'MERCURY', 'AERIAL']"
8,[4K 직캠] 송가인 - 비나리 [불후의 명곡2 전설을 노래하다/Immortal Songs 2] | KBS 230408 방송,10,231280,6728,0,NaN,2023-04-08T11:49:30Z,328,"['불후의명곡', '리메이크', '음악예능', '노래대결', '전설', '세대공감', '가요', '추억', '명곡', 'ImmortalSongs2']"
9,가짜의 삶은 핑계고,23,1689371,29223,0,NaN,2023-04-08T02:00:09Z,2931,NaN
10,"[11-12회 하이라이트] 이상하리만큼 '손주'에게 진심이었던 차화연, 이 모든 게 딸 같은 며느리 '공현지'를 위한 것? | 신성한,이혼 | JTBC 230409 방송",24,186973,1233,0,NaN,2023-04-09T14:52:00Z,418,"['신성한이혼', '조승우', '한혜진', '김성균', '정문성', '차화연', '이호재', '노수산나', '신성한이혼하이라이트', '신성한이혼11회하이라이트', '신성한이혼12회하이라이트', '신성한이혼최종회하이라이트', '신성한이혼11회', '신성한이혼12회', '신성한이혼최종회', '신성한이혼엔딩', '신성한이혼요약', '신성한이혼몰아보기', '신성한이혼다시보기', '조승우드라마', '한혜진드라마', '김성균드라마', '정문성드라마', '이혼', '변호사']"
11,24시간동안 밖에 살기 VS 안에 살기!! 노숙하면 무조건 불행할까?!,24,459281,8524,0,NaN,2023-04-09T09:00:16Z,1871,"['파뿌리', '예능', '게임', 'GAME', '오락', '버라이어티', 'variety', '웹예능', '플레이']"
12,✨슈돌 새 가족🎈 놀러와요 정우의 집✨ [슈돌유튜브] KBS 방송,24,416410,3092,0,NaN,2023-04-08T09:00:07Z,2435,"['#thereturnofsuperman', '슈퍼맨이돌아왔다', '육아', '가족', '먹방', '예능', '힐링', '여행', '똥별이', '제이쓴', '홍현희', '육아일기', '옹알이', '슈돌레전드', '건나블리', '이유식', '뒤집기', '유아', '인기급상승동영상', '똥별', '육아비법', '인간극장', '슈돌', '애기', '아기', '뽀로로', '육아로그', '육아 브이로그', '브이로그', '금쪽같은 내새끼', '오은영', '훈육', '슈퍼맨이 돌아왔다', '준범이', '쌍둥이', '세쌍둥이', '아기상어', '준범', '연준범', '똥별이네', '하영이', '도하영', '장윤정', '도경완', '도장TV', '잼잼이', '건후', '나은', '찐건나블리', '진우', '은우', '삼둥이', '하영이 레전드', '대한민국만세', '잼잼 하오', '하오 잼잼', '아이클라우드', '윌벤져스', '벤틀리', '나은이', '신생아', '아기 뒤집기', '준호', '어린이집', 'adorable baby', '걸음마', '유치', '예방 접종', '물 건너온 아빠들', '고딩엄빠', '싱글대디', '싱글맘', '슈돌 레전드', '임신', '임산부', '슈퍼맨', '육아 꿀팁', '육아 팁', '엄마', '아빠', '리얼 육아', '육아 초보', '현실육아', '육아 명언', '육아 난이도', '육아용품', '독박육아', '독박 육아', '육아법', '강경준', '장신영', '강정우', '정우']"
13,"[현미 특집] 행복채널 '현미,김화선,한상진' 가족 | 20010816 KBS방송",24,535274,3170,0,NaN,2023-04-07T09:00:29Z,3414,NaN
