,title,category_id,views,likes,favorites,comments,date,duration,tags
0,INSIDIOUS: THE RED DOOR – Official Trailer (HD),24,4637185,39157,0,NaN,2023-04-19T14:00:09Z,160,NaN
1,Godzilla x Kong: Title Reveal,1,1025441,44008,0,NaN,2023-04-19T16:00:23Z,36,NaN
2,Grupo Frontera x Bad Bunny - un x100to (Video Oficial),10,24972220,1086484,0,NaN,2023-04-17T16:00:14Z,195,"['bad bunny', 'grupo frontera', 'frontera', 'frontera grupo', 'bad bunny grupo frontera', 'grupo frontera bad bunny', 'bad bunny grupo frontera audio', 'un por ciento', 'un porciento', '1 porciento', 'UN X100TO', 'bad bunny grupo frontera unx100to', 'bad bunny un porciento', 'bad bunny un por ciento', 'grupo frontera un porciento', 'grupo frontera un por ciento', 'bad bunny grupo frontera un x100to', 'bad bunny un porciento audio', 'bad bunny 2023', 'uno por ciento', '1 por ciento', 'bad bunny un porciento letra', '2023']"
3,I beat WORLD RECORDS in LEGO...,24,929150,43286,0,NaN,2023-04-19T16:18:34Z,492,"['lego', 'lego challenge', 'lego meme', 'lego creation', 'lego minifig', 'lego minifigure', 'lego video', 'legos', 'lego set', 'lego sets', 'lego ideas', 'lego city', 'lego star wars', 'lego minecraft', 'lego build', 'lego builder', 'lego movie']"
4,BLACKPINK Carpool Karaoke,24,6730875,678557,0,NaN,2023-04-19T05:45:07Z,862,"['The Late Late Show', 'Late Late Show', 'James Corden', 'Corden', 'late night', 'late night show', 'comedy', 'comedian', 'celebrity', 'celeb', 'celebrities', 'CBS', 'joke', 'jokes', 'funny', 'funny videos', 'funny video', 'humor', 'hollywood', 'famous']"
5,Indie World Showcase 4.19.2023 - Nintendo Switch,20,872440,23830,0,NaN,2023-04-19T16:29:57Z,1305,"['nintendo', 'game', 'gameplay', 'fun', 'video game', 'action', 'adventure', 'rpg', 'play', 'switch', 'nintendo switch', 'indie world', 'indie dev', 'indie games']"
6,Why Kim Jong-Il Kidnapped Filmmakers,27,538422,21888,0,NaN,2023-04-19T15:00:24Z,1878,"['Johnny Harris', 'Johnny Harris Vox', 'Vox Borders', 'Johnny Harris Vox Borders', 'Vox', 'north korea', 'nk', 'korea', 'cinema', 'film', 'propaganda', 'history', 'Kim Jong-Il']"
7,Foo Fighters - Rescued (Lyric Video),10,486663,28728,0,NaN,2023-04-19T12:00:30Z,260,"['foo fighters', 'rescued', 'but here we are', 'dave grohl', 'rami jaffee', 'pat smear', 'chris shiflett', 'nate mendel', 'new album', 'rock music', 'rock', 'this is happening now']"
8,Chelsea vs. Real Madrid: Extended Highlights | UCL Quarter-Finals - Leg 2 | CBS Sports Golazo,17,978581,9816,0,NaN,2023-04-18T21:10:35Z,705,"['Champions League', 'Europa League', 'Soccer', 'UEFA', 'UCL', 'European Soccer', 'European Football', 'European Futbol', 'UEL']"
9,La bebe (Remix),10,422906,1666,0,NaN,2023-04-19T04:03:46Z,859,"['Yng Lvucas & Peso Plúmaa', 'La bebe']"
10,Starlink Mission,28,980376,27969,0,NaN,2023-04-19T14:46:22Z,1136,"['SpaceX', 'Space', 'Satellite', 'Mission', 'Starlink', 'Falcon 9']"
11,Freestyle with Love is Blind’s Marshall Glaze | The Viall Files w/ Nick Viall,22,366624,7541,0,NaN,2023-04-18T15:00:30Z,5567,"['nick viall', 'bachelor', 'abc', 'viall files', 'dating', 'tips', 'dating tips', 'dating advice', 'life advice', 'life hacks', 'season 27', 'love is blind', 'pop culture', 'hot goss', 'drama']"
12,Draymond Ejected After STEPPING On Sabonis 😳,17,842844,4199,0,NaN,2023-04-18T04:30:35Z,58,"['bleacher report', 'br', 'nba', 'basketball', 'draymond green', 'sabonis draymond', 'draymond sabonis', 'kings vs warriors', 'warriors vs kings', 'nba playoffs']"
13,"I Gave Away $2,700,000 of Clothes",22,3434672,331465,0,NaN,2023-04-18T18:00:10Z,332,NaN
14,Grupo Firme - Los Tucanes De Tijuana - Secuestro de Amor  (Video Oficial),10,1547299,43260,0,NaN,2023-04-18T17:59:09Z,236,"['Grupo Firme', 'Grupo Firme music', 'Grupo Firme nuevo video', 'Grupo Firme video', 'Grupo Firme video oficial', 'Grupo Firme mix 2021', 'Grupo Firme Covers', 'Grupo Firme new video', 'Grupo Firme official video', 'Grupo Firme video nuevo', 'new single Grupo Firme', 'Firme', 'Firme music', 'Firme nuevo video', 'Firme video', 'Firme Covers', 'Firme mix 2021', 'Firme new video', 'Firme official video', 'Firme video nuevo', 'new single Firme', 'los tucanes de tijuana corridos 2023', 'secuestro de amor']"
15,Garrett Is Dead | The Funeral Roast,23,300068,19881,0,NaN,2023-04-19T14:00:21Z,2626,"['smosh', 'smosh games', 'smosh pit', 'ian and anthony', 'anthony and ian', 'smosh anthony', 'smosh ian', 'smush', 'smoosh', 'comedy', 'sketch comedy', 'sketch', 'skit', 'skit comedy', 'comedy sketches', 'funny sketches', 'stand up', 'stand up comedy', 'funny', 'ian hecox', 'anthony padilla']"
16,World's Strongest Man EVENT 1 RESULTS!,22,308326,13684,0,NaN,2023-04-19T15:25:09Z,483,"['Eddie hall', 'Larry wheels', 'Brian shaw', 'worlds strongest man', 'deadlift', 'world record', 'strongman', 'giants live', 'history', 'hathor bjornsson', 'mattdoesfitness', 'strength', 'strong', 'official strongman', 'Arnold Schwarzenegger', 'nile wilson', 'martins licis', 'sidemen', 'ksi', 'Logan Paul']"
17,"Extreme - ""#Rebel"" (Official Music Video)",10,205332,16017,0,NaN,2023-04-19T13:59:23Z,268,NaN
18,Takeoff,10,198403,19582,0,NaN,2023-04-18T16:28:35Z,173,"['Nba youngboy', 'Hugo stonny', 'Takeoff']"
19,Monster Hunter Rise: Sunbreak - Free Title Update 5: Amatsu & Risen Shagaru Magala,20,152449,6981,0,NaN,2023-04-19T14:14:26Z,182,"['monster hunter', 'mh', 'action', 'rpg', 'hunting', 'multiplayer', 'capcom', 'rise', 'sunbreak', 'amatsu']"
20,"Extreme - ""Banshee"" (Official Music Video)",10,279395,20371,0,NaN,2023-04-19T13:59:18Z,219,NaN
21,Monster Hunter Digital Event - April 2023,20,131940,7060,0,NaN,2023-04-19T13:45:11Z,692,"['monster hunter', 'mh', 'action', 'rpg', 'hunting', 'multiplayer', 'capcom', 'rise', 'sunbreak']"
22,I SPENT 100 HOURS IN CAPSULE HOTELS!!,24,1816188,75675,0,NaN,2023-04-19T00:25:43Z,713,NaN
23,"LFR16 - Round 1, Game 1 - Lesson - Lightning 7, Maple Leafs 3",17,190100,8720,0,NaN,2023-04-19T06:26:57Z,1229,"['Hockey', 'NHL', 'Steve Dangle', 'Toronto Maple Leafs', 'Maple Leafs', 'Leafs', 'LIGHTNING LEAFS', 'TAMPA BAY LIGHTNING', 'GAME 1', 'GAME 1 HIGHLIGHTS', 'GAME 1 RECAP', 'BOLTS LEAFS', 'MAPLE LEAFS LIGHTNING', 'TORONTO MAPLE LEAFS VS TAMPA BAY LIGHTNING', 'LIGHTNING LEAFS GAME 1', 'MAPLE LEAFS LIGHTNING GAME 1', 'GAME 1 HIGHLIGHTS LEAFS LIGHTNING', 'BUNTING HIT GAME 1', 'BUNTING HIT', 'MICHAEL BUNTING', 'CERNAK', 'HIT CERNAK BUNTING', 'DANG ITS', 'HAT PICKS', 'DANGLE LFR', 'LFR LIGHTNIG LEAFS', 'GAME 1 LFR', 'FULL GAME']"
