,title,category_id,views,likes,favorites,comments,date,duration,tags
0,Ice Spice & Nicki Minaj - Princess Diana (Official Music Video),10,8254277,520834,0,NaN,2023-04-14T16:00:09Z,182,"['Ice Spice', 'Nicki Minaj', 'Princess Diana']"
1,My Brother Almost Died (18 Times...),23,2653936,113963,0,NaN,2023-04-14T17:00:02Z,943,['Haminations']
2,100 Hour Overnight Survival Challenge!,24,546366,20445,0,NaN,2023-04-15T15:00:15Z,1751,"['jstu', 'jstu survival', 'overnight survival', 'survival challenge', '100 hours survival', 'surviving 100 hours', 'morejstu', '100 hours survival budget challenge', 'survival', 'fort', 'forts', 'hidden', 'secret', 'cool']"
3,Blink 182 - I Miss You - Live at Coachella 2023,10,612256,16503,0,NaN,2023-04-15T08:13:47Z,267,NaN
4,"I Brought ""Bad"" Pokémon to a Tournament",20,291788,16538,0,NaN,2023-04-15T14:04:09Z,2365,"['Wolfey', 'Pokemon', 'VGC', 'Wolfe Glick', 'Competitive Pokemon', 'Pokemon VGC', 'twitch', 'pokemon nuzlocke', 'nuzlocke', 'ludwig', 'pokemon challenge', 'pokemon challenges', 'alpharad', 'wolfeyvgc', 'purplecliffe', 'pm7', 'pokemen7', 'mandjtv', 'shiny pokemon', 'pokemon scarlet', 'pokemon violet', 'scarlet', 'violet', 'scarlet and violet', 'fuecoco', 'quaxly', 'sprigatito', 'Pokemon tournament', 'wolfey tournament', 'wolfe glick pokemon tournament', 'pokemon vgc', 'pokemon vgc tourmanent', 'video game tournament', 'scarlet and violet tournament']"
5,Blink 182 - Whats My Age Again - Live at Coachella 2023,10,458454,10392,0,NaN,2023-04-15T08:11:48Z,157,NaN
6,These Gorilla Tag Bots are SCARY,24,215449,6712,0,NaN,2023-04-15T15:00:05Z,536,"['julian elchakieh', 'julian', 'elchakieh', 'jmancurly', 'jman', 'vr', 'virtual reality', 'oculus quest', 'oculus quest 2', 'new vr games', 'virtual reality gaming', 'free vr games', 'jmancurly reacts', 'jmancurly new channel', 'jmancurly second channel', 'jmancurly discord', 'jmancurly fan mail', 'jmancurly fan mail unboxing', 'jmancurly po box', 'gorilla tag ghosts', 'gorilla tag bots', 'jmancurly ghosts', 'gorila tag daisy09', 'jmancurly daisy09']"
7,Testing Scary Minecraft Seeds That Are Actually True,20,1614150,33720,0,NaN,2023-04-15T02:01:56Z,1057,"['Eystreem', 'eyestream', 'eystream', 'minecraft', 'family friendly', 'roleplay', 'funny', 'troll', 'prank', 'secret', 'hidden', 'tutorial', 'minecraft phone', 'minecraft bedrock edition', 'testing scary minecraft', 'scary minecraft secrets', 'testing scary minecraft secrets', 'scary minecraft', 'minecraft myth', 'minecraft creepypasta', 'testing scary minecraft seeds that are actually true', 'scary minecraft seeds', 'cursed seeds', 'seed 666', 'scary seeds', 'testing scary minecraft myths', 'real scary minecraft seeds', 'cross seed']"
8,The Legend of Zelda: Tears of the Kingdom – Official Trailer #3,20,6883370,369616,0,NaN,2023-04-13T14:06:39Z,235,"['nintendo', 'game', 'gameplay', 'fun', 'video game', 'action', 'adventure', 'rpg', 'play', 'switch', 'nintendo switch', 'zelda', 'Tears of the Kingdom', '#Zelda', '#TearsOfTheKingdom', '#NintendoSwitch', 'breath of the wild 2', 'botw2', 'botw', 'totk', 'zelda 2']"
9,Trade the Right Pokémon to Win,20,226216,13388,0,NaN,2023-04-15T14:15:00Z,1027,"['mandjtv', 'mandjtv pokevids', 'gameplay', ""let's play"", 'pokemon', 'pokemon sword and shield', 'pokemon sword', 'pokemon shield', 'new pokemon', ""pokemon let's play"", 'playthrough', 'best pokemon', 'all pokemon', 'nintendo pokemon', 'original pokemon', 'pikachu', 'greninja', 'charizard', 'pokemon switch', 'legends arceus', 'pokemon legends arceus', 'pokemon scarlet and violet', 'scarlet violet', 'gen 9', 'surprise trade', 'pokemon trade']"
10,I Survived 100 Days as A FIRE TIGER in HARDCORE Minecraft,20,290524,5269,0,NaN,2023-04-15T14:00:14Z,2684,"['Minecraft', 'Minecraft 100 Days', '100 Days In Minecraft', 'Minecraft Tiger', 'Minecraft Fire Tiger', '100 Days Tiger', '100 Days Fire Tiger', 'Minecraft 100 Days Tiger', 'Minecraft 100 Days Fire Tiger']"
11,Busting Minecraft Myths to See If They’re SCARY,20,511446,31315,0,NaN,2023-04-15T14:15:02Z,763,"['minecraft myths', 'scary minecraft', 'busting myths', 'minecraft', 'preston', 'brianna', 'gaming', 'funny', 'family friendly', 'ssundee', 'unspeakable', 'mrbeast', 'aphmau', 'canman', 'lankybox', 'cash minecraft', 'nico mc', 'stokestwins', 'gametoons', 'maizen', 'eyestreem']"
12,YoungBoy Never Broke Again Ft Mariah the Scientist - RearView  [Official video],10,1581389,108993,0,NaN,2023-04-14T04:09:20Z,161,"['YoungBoy Never Broke Again', 'NBA YoungBoy', 'YoungBoy Quando Rondo', 'YoungBoy Leak', 'Make No Sense YoungBoy', 'Youngboy Lost Motives', 'YoungBoy NBA Music Video', 'YoungBoy Never Broke Again TOP', 'nba youngboy top', 'YoungBoy NBA TOP album', '7KTt4_M09Rw', '0C80BSgjb8M', 'qChxuVxs8FA', 'dYk-yCsuTUo', '6MCSr65d9Xc', 'ALimx-H8C6s', 'YoungBoy Never Broke Again Sincerely Kentrell', 'Sincerely Kentrell', 'Youngboy NBA Sincerely Kentrell', 'Sincerely Kentrell album', 'YBNBA Sincerely Kentrell', 'YB Sincerely Kentrell', 'Kentrell']"
13,Tears of the Kingdom - FINAL Trailer Analysis (Zelda),20,613067,32928,0,NaN,2023-04-14T22:15:03Z,3187,['Zelda']
