,title,category_id,views,likes,favorites,comments,date,duration,tags
0,부산에서 화물선 타고 일본 가기 【일본1】,19,1123208,30797,0,NaN,2023-04-06T03:00:09Z,1373,"['일본', '일본 여행', '일본 화물선', '배타고 일본가기', '배타고 일본 여행', '빠니보틀 일본', '화물선 타고 여행']"
1,"[SUB/수지 2편] 수지와 마지막 오열파티에 초대합니다✨ 슬픔에 한 방울,,, 웃음에 두 방울,,,💦| EP.10 | 조현아의 목요일 밤 | 수지 조현아",24,1277095,25511,0,NaN,2023-04-06T10:00:03Z,1293,"['조현아의 목요일 밤', '조현아', '어반자카파', '뮤직토크쇼', '토크쇼', '뮤직쇼', '술과음악', '음악예능', '음악', '보컬', '가수', '아티스트', '소주', '즉흥', '수지', '배수지', '안나', '이두나', '드림하이', '건축학개론', '국민첫사랑', '수지매력', '수지 노래', '다른사람을 사랑하고 있어', '수지 satelite', 'suzy', '커피를 마시고', '수지 술', '수지 처음처럼', '미쓰에이', '조현아 인맥', '수지 자작곡', '난로마냥', '리락쿠마', '수지 애교', '여신', '배우 수지', '인간 디올 수지', 'Miss A', 'SUZY', '숮이', 'JYP', '수지 히메컷', '수지 코디', '히메컷', '수지 샤넬', '행복한 척', '국민 여동생', '내이름은 수지가 아닌데', '수지 스타트업', '수지 브이로그', '수지 찐친', '송민호', 'MINO', '조목밤', 'WINNER', 'bae suzy', 'skuukzky', 'LEE DOONA', 'ANNA', 'NETFLIX', '걸스나잇아웃', '엠넷', ""Girl's night out"", '장도연', '최예나', '수지게스', '인기급상승동영상', '인급동', '쿠팡플레이', '수지MBTI', '수지오열', '청춘불패 수지', '라디오스타']"
2,이런 기관사🚋 봤어? 한국 패치 완료 안드레스 자기님ㅋㅋㅋ #highlight#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.188,24,1427275,20449,0,NaN,2023-04-06T13:26:43Z,1352,"['유재석', '유퀴즈', '유퀴즈온더블럭', '조세호', '티빙에서스트리밍']"
3,"(SUB) 온화한데 기존쎄 김희애, 인자한데 기존쎄 문소리가 유일하게 반응하는 주제는 바로 술^^ 자꾸 스몰토크해서 살짝 기 빨리는 영상;; / [문명특급 EP.284]",24,523302,10431,0,NaN,2023-04-06T08:00:08Z,2009,"['Kim Hee Ae', 'Moon Sori', '부부의세계', '내남자의여자', 'The World of the Married', '한소희', 'Han So Hee', '윤희에게', '우생순', '오아시스', '설경구', 'queen maker', '넷플릭스', 'netflix', '기존쎄', '기쎈사람', '배우', '영화추천', '드라마추천', '영화', '드라마', '재재', '문명특급', '문특', 'movie', 'mmtg', 'k-drama', 'k-movie', 'jaejae', '케이트블란쳇', 'Cate Blanchett', '장준환', '장항준', '박해준', '백상', '백상예술대상', '밀회', '우리 생애 최고의 순간', '허스토리']"
4,Say My Name,10,247617,8068,0,NaN,2023-04-06T09:02:39Z,200,"['Say Yes!', 'BOYS PLANET - ARTIST BATTLE', 'Say My Name']"
5,종원이형과 예산시장,24,714335,19975,0,NaN,2023-04-06T10:00:36Z,746,"['백종원', '지역 살리기', '더본코리아', '예산시장', '예산 맛집', '예산시장 먹방', '우동 먹방', '어묵 먹방', '제육 먹방', '갈치 먹방', '통닭 먹방', '치킨 먹방', '빈대떡 먹방', '막걸리 먹방', '막걸리 추천', '짜장면 먹방', '국수 먹방', '파기름 국수', '마라 칼국수', '칼국수 먹방', '삼겹살 먹방', '한우암소갈비', '한우 먹방', '뒷고기 먹방', '시장 먹방', '시장 음식', '시장 리뷰', '빅페이스']"
6,드디어 말이 통하는 후배 아이돌.. (Feat. 에이핑크),17,1027070,17216,0,NaN,2023-04-06T09:15:58Z,2038,"['김종국', '짐종국', '런닝맨', '미우새', '헬스', '운동', '유재석', '하하', '이광수', '송지효', '스포츠', '김동현', 'UFC']"
7,[EN] 물리적으로 이해할 수 없는 과 [경희대 물리학과] | 전과자 ep.18,24,843934,16898,0,NaN,2023-04-06T09:00:36Z,1266,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '대학꾜', '물리학과', '김상욱', '양자역학', '경희대', '외대', '과학']"
8,인터넷 방송 한다고 깝치는 친구 큰손인척 100만원 미션 시키고 로그아웃하기 ㅋㅋㅋㅋ(만우절특집),23,762550,11074,0,NaN,2023-04-06T08:17:55Z,666,NaN
9,"첨단 정보 시스템, 델타. 스타링크가 우크라이나 전쟁의 판도를 바꿨다 | KBS 다큐인사이트-뛰는놈 위에 나는놈, 미래전쟁 230330 방송",24,500792,3109,0,NaN,2023-04-06T12:00:17Z,368,"['KBS', '다큐멘터리', 'docu', 'documentary', '다큐', '다큐인사이트', 'docuinsight', '뛰는놈위에나는놈', '드론전쟁', 'DJI군사드론', 'DJI전쟁', '무인드론', '우크라이나전', '푸틴젤렌스키', '바이락타르 TB2', '아에로로즈비드카', '민간드론부대전쟁', '김홍규', '양욱', '김상배', 'AI드론', '첨단기술전쟁', '미하일로페도로프', '스타링크', '일론머스크우크라이나', '마이크로소프트우크라이나', '구글우크라이나', '아르타시스템', '델타시스템', '자폭드론', '민간드론무기화', 'DJI무기논란', 'GIS', '2023우크라이나', '우크라이나현상황', '우크라이나1년', '우크라이나전쟁전후', '2023마리우폴', '2023키이우', '우크라이나전MAXAR', '방종관', '러시아 전략', '우크라이나 전략', '젤렌스키 전략', '푸틴 무인기', '러시아 드론', '러시아 흑해함', '일론머스크']"
