,title,category_id,views,likes,favorites,comments,date,duration,tags
0,The Witcher: Season 3 | Official Teaser | Netflix,24,1345573,39850,0,NaN,2023-04-25T14:00:01Z,72,"['Andrzej Sapkowski', 'Anya Chalotra', 'Fantasy', 'Freya Allan', 'Geralt', 'Henry Cavill', 'Joey Batey', 'Monsters', 'Netflix', 'The Witcher']"
1,Adele - The Final Carpool Karaoke,24,9567373,357523,0,NaN,2023-04-24T16:00:26Z,1284,"['The Late Late Show', 'Late Late Show', 'James Corden', 'Corden', 'late night', 'late night show', 'comedy', 'comedian', 'celebrity', 'celeb', 'celebrities', 'CBS', 'joke', 'jokes', 'funny', 'funny videos', 'funny video', 'humor', 'hollywood', 'famous', 'adele', 'adele carpool', 'i drink wine', 'last carpool karaoke', 'james corden adele']"
2,TAEYANG - ‘Shoong! (feat. LISA of BLACKPINK)’ PERFORMANCE VIDEO,10,12969522,NaN,0,NaN,2023-04-25T09:01:51Z,210,"['YG Entertainment', 'YG', '와이지', 'K-pop', 'BIGBANG', '빅뱅', 'TAEYANG', '태양', '동영배', '白夜', 'WHITE NIGHT', 'TBL', 'THEBLACKLABEL', 'SOL', 'PRAYER', 'SOLARL', 'VIBE', '바이브', '지민', 'Jimin', 'JIMIN', 'BTS', '방탄소년단', '박지민', '봄여름가을겨울', '달링', '눈코입', 'DARLING', 'WAKE ME UP', '새벽 1시', '1AM', 'RINGA LINGA', '링가 링가', '나만 바라봐', 'ONLY LOOK AT ME', ""I'LL BE THERE"", '웨딩드레스', 'I NEED A GIRL', 'WHERE U AT', 'comback', 'KPOP', 'K-POP', 'POP', '더블랙레이블', 'TEHBLACKLABEL', 'theblacklabel', 'blackpink', 'yg entertainment', 'LISA', '리사', 'sm entertainment', 'jyp entertainment', 'bts', 'big hit entertainment', '나의마음에', 'seed', 'DowntoEarth', 'M/V', 'EP', '나의 마음에']"
3,"#2 GRIZZLIES at #7 LAKERS | FULL GAME 4 HIGHLIGHTS | April 24, 2023",17,3025007,35661,0,NaN,2023-04-25T05:24:33Z,598,"['Basketball', 'G League', 'NBA', 'game-0042200154']"
4,I Tried Solving a 20-YEAR-OLD Digimon Card Mystery,23,625646,65986,0,NaN,2023-04-24T21:03:15Z,1566,"['kurtis conner', 'kurtis connor', 'digimon', 'digi battle', 'documentary', 'video essay', 'trading cards']"
5,i love zombie games lol [Dead Island 2],20,2700844,270200,0,NaN,2023-04-23T17:21:30Z,2036,"['dead island 2', 'dead', 'island', 'game', 'gameplay', 'playthrough', 'walkthrough', 'part 1', 'scary', 'horror', 'zombies', 'next gen', 'good', 'coryxkenshin', 'cory', 'kenshin', 'funny', 'hilarious', 'moments', 'edits']"
6,Apex Legends | Stories from the Outlands - “Encore”,20,1452703,63901,0,NaN,2023-04-24T15:00:10Z,282,"['apex legends', 'apex', 'apex legends ballistic', 'ballistic apex legends', 'apex ballistic', 'apex legends arsenal', 'apex legends season 17', 'stories from the outlands', 'apex legends trailer', 'apex trailer', 'ballistic', 'エーペックス', 'new apex legend', 'apex トレーラー', 'ballistic apex', 'ballistic trailer', 'apex legends encore', 'apex encore', 'encore', 'apex season 17', 'respawn apex legends', 'battle royale game', 'battle royale', 'apex games', 'respawn entertainment', 'electronic arts']"
7,Get Ready For This Weather Whiplash…,24,895035,46130,0,NaN,2023-04-24T22:29:20Z,506,"['weather', 'weather forecasting', 'forecasting', 'forecast', 'wild weather', 'extreme weather', 'intense weather', 'beautiful weather', 'weather channel', 'weather hunter', 'severe weather', 'major', 'intense', 'extreme', 'historic', 'blizzard', 'snow', 'heavy snow', 'major snow storm', 'snowstorm', 'snow squall', 'one foot snow', 'two feet snow', 'winter storm', 'tornado', 'tornado chasing', 'tornado chasers', 'storm chasing', 'storm chasers', 'tornadoes', 'ef5', 'hurricane', 'major hurricane', 'ryan hall']"
8,I Watched Haminations New Video... and it's CRAZY,23,638889,38092,0,NaN,2023-04-24T22:45:00Z,1647,"['haminations', 'robertidk', 'theodd1sout', 'jaiden animations', 'robertidk haminations', 'robertidk theodd1sout', 'robertidk jaiden', 'animation', 'review', 'reaction', 'haminations reaction', 'my brother', 'haminations brother', 'i look young', 'so i watched', 'i watched', 'watched', 'animated', 'story', 'bryson']"
9,Ed Matthews vs Blueface | FULL FIGHT (Official),24,450785,6630,0,NaN,2023-04-25T01:40:48Z,619,"['Kingpyn', 'Kingpyn Boxing', 'barbie6', 'barbie', 'Whitney johns', 'high stakes', 'full fight', 'highlights', 'fight', 'knockout', 'misfits', '006', '007', 'Kingpyn Dublin', 'elle Brooke', 'Emily Brooke', 'gib', 'jarvis', 'zanetti', 'anesongib', 'ksi', 'deji', 'blueface', 'ed Matthews', 'mcbroom', 'official', 'whindersson', 'filipek', 'king kenny', 'mymatenate', 'aneson gib', 'nunes', 'youtube boxing', 'highlight', 'ppv', 'replay', 'rematch']"
