,title,category_id,views,likes,favorites,comments,date,duration,tags
0,[인어공주] '저곳으로' (Part of Your World) MV 티저 - '소중한 것들',24,991026,60946,0,NaN,2023-05-12T07:03:46Z,40,"['디즈니 disney 월트디즈니', 'Waltdisney', 'Walt', '영화', 'movie', '애니메이션', 'Animation', 'Dream', '희망', 'Hope', 'Magical', '디즈니랜드', 'Disneyland', '예고편', 'trailer', '디즈니 역사', '디즈니 로고', '디즈니 캐릭터', '미키', '디즈니 공주', '픽사', 'Pixar', '디즈니OST', 'disneyost', '디즈니카', '디즈니백설공주', '디즈니 노래 모음', '디즈니 메들리', '디즈니 자장가', '디즈니 명곡', '디즈니 채널', 'disney songs', 'disney medley', 'disney princess', 'disney full movie', 'OST']"
1,D+48,23,2153783,62818,0,NaN,2023-05-12T09:00:33Z,449,"['숏박스', '스케치코미디', '개그']"
2,"끊임 없이 나오는 최화정네 요리 레시피 (전복멸치솥밥,화로구이,파무침,주방도구)",24,679422,12387,0,NaN,2023-05-11T09:30:07Z,803,"['홍진경', '홍진경채널', '홍진경 유튜브', '공부왕찐천재 홍진경', '공부왕찐천재', '최화정', '홍진경 최화정', '최화정 집', '최화정 먹방', '최화정 집공개', '연예인 집', '최화정 홍진경', '연예인 집공개', '연예인 집들이', '최화정 다이어트', '아침루틴', '아침루틴 추천', '최화정 아침루틴', '최화정 동안', '최화정 피부', '최화정 나이', '최화정 근황', '최화정 관리', '최화정 선크림', '최화정 대식가', '최화정 미식가', '최화정 레전드', '최화정 명언', '최화정 말투', '최화정 먹성', '최화정 스타일', '최화정 요리', '최화정 레시피', '전복멸치솥밥', '투쁠한우', '쑥버무리', '파무침', '홍진경 김치', '최화정 강아지', '최화정 젊은 시절', '최화정 가족', '최화정 최근', '최화정 화장품', '연예인 인테리어', '랜선집들이', '인테리어', '연예인 집 인테리어', '인테리어 소품', '집 꾸미기', '집 꾸미기 인테리어', '집 인테리어', '아크로서울포레스트', '아크로포레스트', '집구경', '집구조', '홍진경 사람공부', '홍진경 브이로그']"
3,나폴리 우승의 핵심! 괴물 센터백 그 자체! ‘김민재 명경기 TOP5’ l 맨유튜브 × 스포티비,17,203050,2770,0,NaN,2023-05-12T09:00:12Z,775,"['김민재', '김민재 나폴리', '나폴리 김민재', '김민재 우승', '나폴리 우승', '세리에A', '세리에 A', '김민재 하이라이트', '김민재 맨유', '김민재 월클', '김민재 월베', '김민재 평가', '김민재 이적', '김민재 스폐셜', '김민재 인터뷰', '김민재 해외반응', '김민재 ac밀란', '나폴리 ac밀란', 'ac밀란', '나폴리 유벤투스', '김민재 챔스', '김민재 챔피언스리그', '나폴리 마라도나', '김민재 별명', '김민재 태클', '김민재 손흥민', '김민재 이적설', '김민재 나폴리 우승', '세리에 우승', '세리에 A 우승', '김민재 골', '김민재 데뷔골', '김민재 크로스', '나폴리 레체', '나폴리 토리노', '나폴리 아탈란타', '나폴리 몬차', '김민재 도움', '김민재 평점', '김민재 대한민국', '대한민국 김민재', '세리에 리그베스트', '김민재 리그 베스트', '김민재 리베', '김민재 골모음', '김민재 수비 스폐셜']"
4,2023 유병재의 웃으면 안되는 생일파티 1부,23,336583,10705,0,NaN,2023-05-12T08:00:19Z,485,"['코미디', '개그', '라이브코미디', 'comedy', 'korea comedy', '유병재', '유규선', '웃으면안되는생일파티', '생일파티', '생파', '유병재생파', '유병재생일', '유병재생일파티', '김종민']"
5,남매 사이 숨은 자매 찾기 (feat. 카리나)｜PIXID,24,988031,35244,0,NaN,2023-05-12T09:00:09Z,913,"['pixid', '픽시드', '단톡방', '에스파', 'aespa', '카리나', 'karina', 'spicy', '남매', '자매']"
6,(여자)아이들((G)I-DLE) - 'Allergy' Official Music Video,10,16978858,759747,0,NaN,2023-05-09T15:00:08Z,181,"['kpop', 'gidle', '(여자)아이들', '(G)I-DLE', 'IDLE', '여자아이들', '아이들', '미연', '민니', '수진', '소연', '우기', '슈화', 'MIYEON', 'MINNIE', 'SOOJIN', 'SOYEON', 'YUQI', 'SHUHUA', '큐브', 'CUBE']"
7,aespa 에스파 'Spicy' MV,10,49948359,831290,0,NaN,2023-05-08T08:59:11Z,205,"['에스파', 'aespa', '스파이시', 'spicy', 'my world', '마이 월드', '마이', 'MY', '카리나', '윈터', '지젤', '닝닝', 'KARINA', 'WINTER', 'GISELLE', 'NINGNING', 'MV', 'MUSIC VIDEO', '뮤직비디오', '뮤비']"
8,"[4K/팬텀덕캠] 오스틴킴x노현우x서영택x김지훈 | O tú, O Ninguna - 태양의 남자들 | 5R 두번째 4중창 경연 풀캠 〈팬텀싱어4〉",10,111450,5656,0,NaN,2023-05-12T13:51:20Z,348,"['팬텀싱어4', '팬텀싱어', '팬텀4', '팬텀싱어4무대', '태양의남자들', '태양의남자들직캠', '오스틴킴', '노현우', '서영택', '김지훈', 'O tu O Ninguna', '태양의남자들O tu O Ninguna', '태양의 남자들O tu O Ninguna', '팬텀싱어4태양의남자들', '팬텀태양의남자들', '팬텀4태양의남자들', '팬텀싱어오스틴킴', '팬텀싱어노현우', '팬텀싱어서영택', '팬텀싱어김지훈', '팬텀오스틴킴', '팬텀노현우', '팬텀서영택', '팬텀김지훈', '팬텀싱어4오스틴킴', '팬텀싱어4노현우', '팬텀싱어4서영택', '팬텀싱어4김지훈', '팬텀4오스틴킴', '팬텀4노현우', '팬텀4서영택', '팬텀4김지훈', '팬텀싱어직캠', '팬텀싱어고화질', '팬텀싱어4K', '무대4K', '팬텀덕캠', '팬텀4직캠', '팬텀싱어4직캠']"
9,[BE ORIGINAL] aespa(에스파) 'Spicy' (4K),24,3468599,236049,0,NaN,2023-05-10T14:00:13Z,223,"['M2', '엠투', '스튜디오 춤', '스춤', 'Studio choom', 'COVERS', '커버스', 'DANCE THE X', '댄스 더 엑스', '댄스', 'DANCE', '비 오리지널', 'BE ORIGINAL', '커버', 'COVER', 'Artist Of The Month', 'AOTM', 'Drop the dance', '드롭더댄스', 'Mix & Max', '믹스앤맥스', '믹앤맥', 'tmvkdltl', 'spicy', '스파이시', '에스파', 'aespa', '닝닝', '지엘', '지젤', '냉냉', '카리나', 'karina', '민정', '위넡', '윈터']"
10,The Planet,10,2036440,527924,0,NaN,2023-05-12T04:00:03Z,179,"['BTS (방탄소년단)', 'BTS', 'The Planet']"
11,BABYMONSTER - DEBUT MEMBER ANNOUNCEMENT VIDEO,22,4431046,414942,0,NaN,2023-05-11T15:00:07Z,719,"['BABYMONSTER', '베이비몬스터', '베몬', 'BABYMON', 'BAEMON', '하람', '아현', '루카', '치키타', '파리타', '로라', '아사', 'HARAM', 'AHYEON', 'RUKA', 'CHIQUITA', 'PHARITA', 'RORA', 'ASA']"
12,슈퍼 마리오 브라더스 3분 요약,1,566692,21608,0,NaN,2023-05-12T09:00:17Z,180,"['게임 만화', '병맛', '웃긴', '만화', '소맥거핀', '애니메이션', '게임 애니메이션', '웃긴 만화', '병맛 만화', '소맥거핀 애니메이션', '소맥거핀 만화', '영화/애니메이션', '게임', '코미디', '소맥', 'somacguffin', 'somacguffin animation', 'animation', 'meme', 'The Super Mario Bros. Movie', 'Super Mario']"
13,군대에서 먹방하다가 선임한테 혼났습니다😅,22,3832003,72374,0,NaN,2023-05-10T12:00:31Z,1032,"['real sound', '리얼사운드', 'social eating', 'mukbang', 'eating show', '먹방', '맛집']"
14,[MV] Kim Dong Ryul(김동률) _ Golden Mask(황금가면),10,155830,5372,0,NaN,2023-05-11T09:00:32Z,265,"['K-POP', 'Kpop', '1theK', '원더케이', 'Original', '1theK Original', 'TOP100', 'idol', '아이돌', '라이브', 'LIVE', '멜론', '원더케이 오리지널', '음악']"
15,[EN] 1억짜리 실습하는 학과 [아주대 간호학과] | 전과자 ep.23,24,1728605,35038,0,NaN,2023-05-11T09:00:15Z,1441,"['오오디디', '오오티디', 'ootd', 'oodf', 'ootv', '전가자', '전까자', '전꽈', '전과', '정과ㅏㅈ', '이차섭', '이차ㅓ서', '이창썹', '이차저', 'ㅎ꾜', '학교', '대학', '대학교', '대핵', '간호사', '정맥주사', '링거', '병원', '응급실', '보건']"
