,duration,views,likes,category_id,hour,update_diff,id,date
2023-05-09T09:37:10Z,1218,895018,15911,24,17,151,,
0,1218,898219,15963,24,18,152,lGx4jgWgRu4,2023-05-09T09:37:10Z
0,1218,901401,16018,24,19,153,lGx4jgWgRu4,2023-05-09T09:37:10Z
0,1218,905465,16080,24,20,154,lGx4jgWgRu4,2023-05-09T09:37:10Z
0,1218,910678,16118,24,21,155,lGx4jgWgRu4,2023-05-09T09:37:10Z
0,1218,915525,16156,24,22,156,lGx4jgWgRu4,2023-05-09T09:37:10Z
0,1218,920058,16207,24,23,157,lGx4jgWgRu4,2023-05-09T09:37:10Z
0,1218,923827,16250,24,0,158,lGx4jgWgRu4,2023-05-09T09:37:10Z
0,1218,927932,16292,24,1,159,lGx4jgWgRu4,2023-05-09T09:37:10Z
