,date,duration,views,likes,category_id,hour,update_diff,id
BDXiw1E2RuU,2023-05-12T10:00:07Z,870,17305,307,17,10,73,
BDXiw1E2RuU,2023-05-12T10:00:07Z,870,17331,308,17,11,74,
BDXiw1E2RuU,2023-05-12T10:00:07Z,870,17374,308,17,12,75,
BDXiw1E2RuU,2023-05-12T10:00:07Z,870,17428,308,17,13,76,
BDXiw1E2RuU,2023-05-12T10:00:07Z,870,17467,309,17,15,77,
BDXiw1E2RuU,2023-05-12T10:00:07Z,870,17518,309,17,16,78,
BDXiw1E2RuU,2023-05-12T10:00:07Z,870,17555,311,17,17,79,
0,2023-05-12T10:00:07Z,870,17618,314,17,18,80,BDXiw1E2RuU
0,2023-05-12T10:00:07Z,870,17666,315,17,19,81,BDXiw1E2RuU
0,2023-05-12T10:00:07Z,870,17741,315,17,20,82,BDXiw1E2RuU
0,2023-05-12T10:00:07Z,870,17807,315,17,21,83,BDXiw1E2RuU
0,2023-05-12T10:00:07Z,870,17869,317,17,22,84,BDXiw1E2RuU
0,2023-05-12T10:00:07Z,870,17916,317,17,23,85,BDXiw1E2RuU
0,2023-05-12T10:00:07Z,870,17965,319,17,0,86,BDXiw1E2RuU
0,2023-05-12T10:00:07Z,870,18068,320,17,1,87,BDXiw1E2RuU
