,date,duration,views,likes,category_id,hour,update_diff,id
fUey_cGXGpw,2023-05-05T09:00:33Z,661,1233122,10686,22,10,241,
fUey_cGXGpw,2023-05-05T09:00:33Z,661,1233644,10694,22,11,242,
fUey_cGXGpw,2023-05-05T09:00:33Z,661,1234179,10700,22,12,243,
fUey_cGXGpw,2023-05-05T09:00:33Z,661,1234829,10705,22,13,244,
fUey_cGXGpw,2023-05-05T09:00:33Z,661,1235574,10710,22,14,245,
fUey_cGXGpw,2023-05-05T09:00:33Z,661,1236377,10712,22,15,246,
fUey_cGXGpw,2023-05-05T09:00:33Z,661,1237275,10719,22,16,247,
fUey_cGXGpw,2023-05-05T09:00:33Z,661,1237790,10729,22,17,248,
0,2023-05-05T09:00:33Z,661,1238723,10733,22,18,249,fUey_cGXGpw
0,2023-05-05T09:00:33Z,661,1239516,10743,22,19,250,fUey_cGXGpw
0,2023-05-05T09:00:33Z,661,1240352,10748,22,20,251,fUey_cGXGpw
0,2023-05-05T09:00:33Z,661,1241322,10758,22,21,252,fUey_cGXGpw
0,2023-05-05T09:00:33Z,661,1242150,10768,22,22,253,fUey_cGXGpw
0,2023-05-05T09:00:33Z,661,1242952,10773,22,23,254,fUey_cGXGpw
0,2023-05-05T09:00:33Z,661,1243740,10781,22,0,255,fUey_cGXGpw
0,2023-05-05T09:00:33Z,661,1244686,10785,22,1,256,fUey_cGXGpw
