,duration,views,likes,category_id,hour,update_diff,id,date
2023-05-13T03:00:24Z,647,42741,1632,26,17,62,,
0,647,43177,1642,26,18,63,SCH2kUkbWvU,2023-05-13T03:00:24Z
0,647,43433,1652,26,19,64,SCH2kUkbWvU,2023-05-13T03:00:24Z
0,647,43697,1665,26,20,65,SCH2kUkbWvU,2023-05-13T03:00:24Z
0,647,44027,1674,26,21,66,SCH2kUkbWvU,2023-05-13T03:00:24Z
0,647,44310,1685,26,22,67,SCH2kUkbWvU,2023-05-13T03:00:24Z
0,647,44614,1699,26,23,68,SCH2kUkbWvU,2023-05-13T03:00:24Z
0,647,44919,1705,26,0,69,SCH2kUkbWvU,2023-05-13T03:00:24Z
0,647,45202,1713,26,1,70,SCH2kUkbWvU,2023-05-13T03:00:24Z
