,duration,views,likes,category_id,hour,update_diff,id,date
2023-05-14T10:00:12Z,602,41390,583,26,17,31,,
0,602,42118,594,26,18,32,nY7chyEPkVQ,2023-05-14T10:00:12Z
0,602,43044,604,26,19,33,nY7chyEPkVQ,2023-05-14T10:00:12Z
0,602,43920,617,26,20,34,nY7chyEPkVQ,2023-05-14T10:00:12Z
0,602,44908,632,26,21,35,nY7chyEPkVQ,2023-05-14T10:00:12Z
0,602,45999,643,26,22,36,nY7chyEPkVQ,2023-05-14T10:00:12Z
0,602,47054,650,26,23,37,nY7chyEPkVQ,2023-05-14T10:00:12Z
0,602,48170,658,26,0,38,nY7chyEPkVQ,2023-05-14T10:00:12Z
0,602,49501,668,26,1,39,nY7chyEPkVQ,2023-05-14T10:00:12Z
