,date,duration,views,likes,category_id,hour,update_diff,id
-0Jt5_pGlko,2023-05-02T06:27:33Z,3330,497391,6236,20,10,316,
-0Jt5_pGlko,2023-05-02T06:27:33Z,3330,497548,6236,20,11,317,
-0Jt5_pGlko,2023-05-02T06:27:33Z,3330,497671,6238,20,12,318,
-0Jt5_pGlko,2023-05-02T06:27:33Z,3330,497863,6240,20,13,319,
-0Jt5_pGlko,2023-05-02T06:27:33Z,3330,498118,6240,20,14,320,
-0Jt5_pGlko,2023-05-02T06:27:33Z,3330,498364,6241,20,15,321,
-0Jt5_pGlko,2023-05-02T06:27:33Z,3330,498666,6243,20,16,322,
-0Jt5_pGlko,2023-05-02T06:27:33Z,3330,498981,6245,20,17,323,
0,2023-05-02T06:27:33Z,3330,499524,6249,20,18,324,-0Jt5_pGlko
0,2023-05-02T06:27:33Z,3330,499949,6249,20,19,325,-0Jt5_pGlko
0,2023-05-02T06:27:33Z,3330,500334,6255,20,20,326,-0Jt5_pGlko
0,2023-05-02T06:27:33Z,3330,500771,6259,20,21,327,-0Jt5_pGlko
0,2023-05-02T06:27:33Z,3330,501207,6264,20,22,328,-0Jt5_pGlko
0,2023-05-02T06:27:33Z,3330,501646,6264,20,23,329,-0Jt5_pGlko
0,2023-05-02T06:27:33Z,3330,502019,6268,20,0,330,-0Jt5_pGlko
0,2023-05-02T06:27:33Z,3330,502507,6271,20,1,331,-0Jt5_pGlko
