,date,duration,views,likes,category_id,hour,update_diff,id
9kNcl9_V-8E,2023-05-13T03:00:05Z,346,595964,11086,23,10,55,
9kNcl9_V-8E,2023-05-13T03:00:05Z,346,598494,11114,23,11,56,
9kNcl9_V-8E,2023-05-13T03:00:05Z,346,601297,11149,23,12,57,
9kNcl9_V-8E,2023-05-13T03:00:05Z,346,605241,11192,23,13,58,
9kNcl9_V-8E,2023-05-13T03:00:05Z,346,609596,11232,23,14,59,
9kNcl9_V-8E,2023-05-13T03:00:05Z,346,613241,11273,23,15,60,
9kNcl9_V-8E,2023-05-13T03:00:05Z,346,617033,11317,23,16,61,
9kNcl9_V-8E,2023-05-13T03:00:05Z,346,619573,11355,23,17,62,
0,2023-05-13T03:00:05Z,346,624449,11419,23,18,63,9kNcl9_V-8E
0,2023-05-13T03:00:05Z,346,628376,11483,23,19,64,9kNcl9_V-8E
0,2023-05-13T03:00:05Z,346,632588,11544,23,20,65,9kNcl9_V-8E
0,2023-05-13T03:00:05Z,346,637786,11601,23,21,66,9kNcl9_V-8E
0,2023-05-13T03:00:05Z,346,642365,11645,23,22,67,9kNcl9_V-8E
0,2023-05-13T03:00:05Z,346,646495,11688,23,23,68,9kNcl9_V-8E
0,2023-05-13T03:00:05Z,346,650216,11736,23,0,69,9kNcl9_V-8E
0,2023-05-13T03:00:05Z,346,655109,11789,23,1,70,9kNcl9_V-8E
