,date,duration,views,likes,category_id,hour,update_diff,id
6W6MXVaSg1I,2023-05-02T09:00:09Z,1079,1370869,36933,23,10,313,
6W6MXVaSg1I,2023-05-02T09:00:09Z,1079,1371363,36950,23,11,314,
6W6MXVaSg1I,2023-05-02T09:00:09Z,1079,1371704,36965,23,12,315,
6W6MXVaSg1I,2023-05-02T09:00:09Z,1079,1372201,36988,23,13,316,
6W6MXVaSg1I,2023-05-02T09:00:09Z,1079,1372839,37004,23,14,317,
6W6MXVaSg1I,2023-05-02T09:00:09Z,1079,1373536,37019,23,15,318,
6W6MXVaSg1I,2023-05-02T09:00:09Z,1079,1374289,37033,23,16,319,
6W6MXVaSg1I,2023-05-02T09:00:09Z,1079,1374796,37047,23,17,320,
0,2023-05-02T09:00:09Z,1079,1375575,37061,23,18,321,6W6MXVaSg1I
0,2023-05-02T09:00:09Z,1079,1376147,37083,23,19,322,6W6MXVaSg1I
0,2023-05-02T09:00:09Z,1079,1376706,37094,23,20,323,6W6MXVaSg1I
0,2023-05-02T09:00:09Z,1079,1377412,37108,23,21,324,6W6MXVaSg1I
0,2023-05-02T09:00:09Z,1079,1378196,37137,23,22,325,6W6MXVaSg1I
0,2023-05-02T09:00:09Z,1079,1378931,37162,23,23,326,6W6MXVaSg1I
0,2023-05-02T09:00:09Z,1079,1379696,37195,23,0,327,6W6MXVaSg1I
0,2023-05-02T09:00:09Z,1079,1380662,37219,23,1,328,6W6MXVaSg1I
