,date,duration,views,likes,category_id,hour,update_diff,id
pVLP1Ye85Tw,2023-05-14T10:42:35Z,620,10042,194,17,10,23,
pVLP1Ye85Tw,2023-05-14T10:42:35Z,620,10434,201,17,11,24,
pVLP1Ye85Tw,2023-05-14T10:42:35Z,620,10831,206,17,12,25,
pVLP1Ye85Tw,2023-05-14T10:42:35Z,620,11304,213,17,13,26,
pVLP1Ye85Tw,2023-05-14T10:42:35Z,620,11819,216,17,14,27,
pVLP1Ye85Tw,2023-05-14T10:42:35Z,620,12233,221,17,15,28,
pVLP1Ye85Tw,2023-05-14T10:42:35Z,620,12611,223,17,16,29,
pVLP1Ye85Tw,2023-05-14T10:42:35Z,620,12816,226,17,17,30,
0,2023-05-14T10:42:35Z,620,13165,233,17,18,31,pVLP1Ye85Tw
0,2023-05-14T10:42:35Z,620,13469,238,17,19,32,pVLP1Ye85Tw
0,2023-05-14T10:42:35Z,620,13798,241,17,20,33,pVLP1Ye85Tw
0,2023-05-14T10:42:35Z,620,14143,242,17,21,34,pVLP1Ye85Tw
0,2023-05-14T10:42:35Z,620,14545,244,17,22,35,pVLP1Ye85Tw
0,2023-05-14T10:42:35Z,620,14877,250,17,23,36,pVLP1Ye85Tw
0,2023-05-14T10:42:35Z,620,15188,253,17,0,37,pVLP1Ye85Tw
0,2023-05-14T10:42:35Z,620,15505,253,17,1,38,pVLP1Ye85Tw
