,duration,views,likes,category_id,hour,update_diff,id,date
2023-05-13T09:12:33Z,4473,13687,,20,17,56,,
0,4473,13787,,20,18,57,6jI7m3ZfPjY,2023-05-13T09:12:33Z
0,4473,13878,,20,19,58,6jI7m3ZfPjY,2023-05-13T09:12:33Z
0,4473,13990,,20,20,59,6jI7m3ZfPjY,2023-05-13T09:12:33Z
0,4473,14152,,20,21,60,6jI7m3ZfPjY,2023-05-13T09:12:33Z
0,4473,14389,,20,22,61,6jI7m3ZfPjY,2023-05-13T09:12:33Z
0,4473,14563,,20,23,62,6jI7m3ZfPjY,2023-05-13T09:12:33Z
0,4473,14735,,20,0,63,6jI7m3ZfPjY,2023-05-13T09:12:33Z
0,4473,14917,,20,1,64,6jI7m3ZfPjY,2023-05-13T09:12:33Z
