,date,duration,views,likes,category_id,hour,update_diff,id
5XseSTZbcUY,2023-05-13T04:00:02Z,693,250321,5082,22,10,54,
5XseSTZbcUY,2023-05-13T04:00:02Z,693,252627,5110,22,11,55,
5XseSTZbcUY,2023-05-13T04:00:02Z,693,254661,5135,22,12,56,
5XseSTZbcUY,2023-05-13T04:00:02Z,693,257336,5158,22,13,57,
5XseSTZbcUY,2023-05-13T04:00:02Z,693,260281,5173,22,14,58,
5XseSTZbcUY,2023-05-13T04:00:02Z,693,263120,5187,22,15,59,
5XseSTZbcUY,2023-05-13T04:00:02Z,693,265824,5209,22,16,60,
5XseSTZbcUY,2023-05-13T04:00:02Z,693,267468,5229,22,17,61,
0,2023-05-13T04:00:02Z,693,269903,5249,22,18,62,5XseSTZbcUY
0,2023-05-13T04:00:02Z,693,272119,5271,22,19,63,5XseSTZbcUY
0,2023-05-13T04:00:02Z,693,274566,5299,22,20,64,5XseSTZbcUY
0,2023-05-13T04:00:02Z,693,277455,5329,22,21,65,5XseSTZbcUY
0,2023-05-13T04:00:02Z,693,280603,5345,22,22,66,5XseSTZbcUY
0,2023-05-13T04:00:02Z,693,283375,5365,22,23,67,5XseSTZbcUY
0,2023-05-13T04:00:02Z,693,285984,5389,22,0,68,5XseSTZbcUY
0,2023-05-13T04:00:02Z,693,288735,5418,22,1,69,5XseSTZbcUY
