,id,date,duration,views,likes,category_id,hour,update_diff
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,168743,2442,15,16,199
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,168799,2442,15,17,200
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,168880,2443,15,18,201
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,168949,2443,15,19,202
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169050,2444,15,20,203
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169141,2447,15,21,204
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169201,2449,15,22,205
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169302,2451,15,23,206
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169392,2452,15,0,207
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169587,2453,15,1,208
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169675,2454,15,2,209
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169785,2454,15,3,210
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169869,2455,15,4,211
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169945,2455,15,5,212
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,169980,2457,15,6,213
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170008,2457,15,7,214
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170020,2457,15,8,215
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170046,2457,15,9,216
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170100,2457,15,10,217
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170143,2457,15,11,218
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170162,2457,15,12,219
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170186,2457,15,13,220
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170214,2457,15,14,221
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170239,2458,15,15,222
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170283,2458,15,16,223
0,oT3yzSA2yu4,2023-05-17T09:00:28Z,842,170317,2459,15,17,224
