,duration,views,likes,category_id,hour,update_diff,id,date
2023-05-14T13:12:55Z,3994,12081,743,22,17,28,,
0,3994,12480,759,22,18,29,tIcJ3OTloO8,2023-05-14T13:12:55Z
0,3994,12814,775,22,19,30,tIcJ3OTloO8,2023-05-14T13:12:55Z
0,3994,13099,792,22,20,31,tIcJ3OTloO8,2023-05-14T13:12:55Z
0,3994,13418,798,22,21,32,tIcJ3OTloO8,2023-05-14T13:12:55Z
0,3994,13708,807,22,22,33,tIcJ3OTloO8,2023-05-14T13:12:55Z
0,3994,13948,812,22,23,34,tIcJ3OTloO8,2023-05-14T13:12:55Z
0,3994,14146,818,22,0,35,tIcJ3OTloO8,2023-05-14T13:12:55Z
0,3994,14322,821,22,1,36,tIcJ3OTloO8,2023-05-14T13:12:55Z
