,date,duration,views,likes,category_id,hour,update_diff,id
Ae1ydLVwB9o,2023-05-13T09:00:05Z,1163,55566,896,20,10,50,
Ae1ydLVwB9o,2023-05-13T09:00:05Z,1163,55768,899,20,11,51,
Ae1ydLVwB9o,2023-05-13T09:00:05Z,1163,56067,909,20,12,52,
Ae1ydLVwB9o,2023-05-13T09:00:05Z,1163,56525,917,20,13,53,
Ae1ydLVwB9o,2023-05-13T09:00:05Z,1163,57016,922,20,15,54,
Ae1ydLVwB9o,2023-05-13T09:00:05Z,1163,57531,928,20,16,55,
Ae1ydLVwB9o,2023-05-13T09:00:05Z,1163,57837,934,20,17,56,
0,2023-05-13T09:00:05Z,1163,58249,936,20,18,57,Ae1ydLVwB9o
0,2023-05-13T09:00:05Z,1163,58506,940,20,19,58,Ae1ydLVwB9o
0,2023-05-13T09:00:05Z,1163,58763,946,20,20,59,Ae1ydLVwB9o
0,2023-05-13T09:00:05Z,1163,59060,951,20,21,60,Ae1ydLVwB9o
0,2023-05-13T09:00:05Z,1163,59339,955,20,22,61,Ae1ydLVwB9o
0,2023-05-13T09:00:05Z,1163,59614,959,20,23,62,Ae1ydLVwB9o
0,2023-05-13T09:00:05Z,1163,59884,968,20,0,63,Ae1ydLVwB9o
0,2023-05-13T09:00:05Z,1163,60276,974,20,1,64,Ae1ydLVwB9o
