,id,date,duration,views,likes,category_id,hour,update_diff
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,696611,9791,23,0,205
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,697176,9793,23,1,206
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,697676,9797,23,2,207
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,698157,9800,23,3,208
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,698604,9800,23,4,209
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,698959,9801,23,5,210
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,699249,9802,23,6,211
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,699463,9803,23,7,212
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,699723,9810,23,8,213
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,699959,9814,23,9,214
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,700288,9818,23,10,215
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,700731,9826,23,11,216
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,701341,9832,23,12,217
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,702016,9840,23,13,218
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,702720,9849,23,14,219
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,703758,9858,23,15,220
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,704393,9863,23,16,221
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,705064,9869,23,17,222
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,705941,9875,23,18,223
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,706883,9883,23,19,224
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,707363,9890,23,20,225
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,709020,9900,23,21,226
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,709913,9909,23,22,227
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,711130,9912,23,23,228
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,711786,9917,23,0,229
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,712433,9925,23,1,230
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,713071,9929,23,2,231
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,713894,9934,23,3,232
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,714330,9936,23,4,233
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,714712,9936,23,5,234
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,714997,9936,23,6,235
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,715228,9940,23,7,236
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,715428,9949,23,8,237
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,715667,9952,23,9,238
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,716395,9956,23,10,239
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,717163,9959,23,11,240
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,717508,9962,23,12,241
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,717972,9964,23,13,242
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,718576,9972,23,14,243
0,dpRVOtaRUsI,2023-05-12T11:17:31Z,1807,718846,9974,23,15,244
