id,date,duration,views,likes,category_id,hour,update_diff
zT5lUeur_ak,2023-05-04T08:00:12Z,711,2261818,41369,23,10,266
zT5lUeur_ak,2023-05-04T08:00:12Z,711,2262110,41375,23,11,267
zT5lUeur_ak,2023-05-04T08:00:12Z,711,2262407,41379,23,12,268
zT5lUeur_ak,2023-05-04T08:00:12Z,711,2262820,41388,23,13,269
zT5lUeur_ak,2023-05-04T08:00:12Z,711,2263294,41394,23,14,270
zT5lUeur_ak,2023-05-04T08:00:12Z,711,2263857,41406,23,15,271
zT5lUeur_ak,2023-05-04T08:00:12Z,711,2264517,41414,23,16,272
zT5lUeur_ak,2023-05-04T08:00:12Z,711,2264947,41420,23,17,273
