,date,duration,views,likes,category_id,hour,update_diff,id
7MUVlaSOHAo,2023-05-14T22:00:02Z,228,3251,94,27,10,12,
7MUVlaSOHAo,2023-05-14T22:00:02Z,228,4096,106,27,11,13,
7MUVlaSOHAo,2023-05-14T22:00:02Z,228,4817,124,27,12,14,
7MUVlaSOHAo,2023-05-14T22:00:02Z,228,5658,132,27,13,15,
7MUVlaSOHAo,2023-05-14T22:00:02Z,228,6458,140,27,14,16,
7MUVlaSOHAo,2023-05-14T22:00:02Z,228,7298,147,27,15,17,
7MUVlaSOHAo,2023-05-14T22:00:02Z,228,8213,151,27,16,18,
7MUVlaSOHAo,2023-05-14T22:00:02Z,228,8635,159,27,17,19,
0,2023-05-14T22:00:02Z,228,9327,163,27,18,20,7MUVlaSOHAo
0,2023-05-14T22:00:02Z,228,9949,167,27,19,21,7MUVlaSOHAo
0,2023-05-14T22:00:02Z,228,10401,172,27,20,22,7MUVlaSOHAo
0,2023-05-14T22:00:02Z,228,10921,176,27,21,23,7MUVlaSOHAo
0,2023-05-14T22:00:02Z,228,11393,180,27,22,24,7MUVlaSOHAo
0,2023-05-14T22:00:02Z,228,11847,184,27,23,25,7MUVlaSOHAo
0,2023-05-14T22:00:02Z,228,12301,187,27,0,26,7MUVlaSOHAo
0,2023-05-14T22:00:02Z,228,12823,191,27,1,27,7MUVlaSOHAo
