,date,duration,views,likes,category_id,hour,update_diff,id
1MDl7cOerU4,2023-05-13T09:09:11Z,1545,36043,1728,15,10,49,
1MDl7cOerU4,2023-05-13T09:09:11Z,1545,36238,1734,15,11,50,
1MDl7cOerU4,2023-05-13T09:09:11Z,1545,36384,1740,15,12,51,
1MDl7cOerU4,2023-05-13T09:09:11Z,1545,36543,1751,15,13,52,
1MDl7cOerU4,2023-05-13T09:09:11Z,1545,36727,1760,15,14,53,
1MDl7cOerU4,2023-05-13T09:09:11Z,1545,36961,1767,15,15,54,
1MDl7cOerU4,2023-05-13T09:09:11Z,1545,37173,1775,15,16,55,
1MDl7cOerU4,2023-05-13T09:09:11Z,1545,37313,1782,15,17,56,
0,2023-05-13T09:09:11Z,1545,37520,1792,15,18,57,1MDl7cOerU4
0,2023-05-13T09:09:11Z,1545,37741,1798,15,19,58,1MDl7cOerU4
0,2023-05-13T09:09:11Z,1545,37962,1805,15,20,59,1MDl7cOerU4
0,2023-05-13T09:09:11Z,1545,38169,1816,15,21,60,1MDl7cOerU4
0,2023-05-13T09:09:11Z,1545,38409,1822,15,22,61,1MDl7cOerU4
0,2023-05-13T09:09:11Z,1545,38638,1833,15,23,62,1MDl7cOerU4
0,2023-05-13T09:09:11Z,1545,38870,1841,15,0,63,1MDl7cOerU4
0,2023-05-13T09:09:11Z,1545,39149,1847,15,1,64,1MDl7cOerU4
