,date,duration,views,likes,category_id,hour,update_diff,id
wSv_J_kOv4M,2023-04-16T13:00:08Z,1308,110222,1259,17,10,694,
wSv_J_kOv4M,2023-04-16T13:00:08Z,1308,110229,1259,17,11,695,
wSv_J_kOv4M,2023-04-16T13:00:08Z,1308,110234,1259,17,12,696,
wSv_J_kOv4M,2023-04-16T13:00:08Z,1308,110238,1259,17,13,697,
wSv_J_kOv4M,2023-04-16T13:00:08Z,1308,110246,1259,17,15,698,
wSv_J_kOv4M,2023-04-16T13:00:08Z,1308,110252,1259,17,16,699,
wSv_J_kOv4M,2023-04-16T13:00:08Z,1308,110254,1259,17,17,700,
0,2023-04-16T13:00:08Z,1308,110257,1259,17,18,701,wSv_J_kOv4M
0,2023-04-16T13:00:08Z,1308,110263,1259,17,19,702,wSv_J_kOv4M
0,2023-04-16T13:00:08Z,1308,110271,1259,17,20,703,wSv_J_kOv4M
0,2023-04-16T13:00:08Z,1308,110272,1259,17,21,704,wSv_J_kOv4M
0,2023-04-16T13:00:08Z,1308,110280,1259,17,22,705,wSv_J_kOv4M
0,2023-04-16T13:00:08Z,1308,110293,1259,17,23,706,wSv_J_kOv4M
0,2023-04-16T13:00:08Z,1308,110294,1259,17,0,707,wSv_J_kOv4M
0,2023-04-16T13:00:08Z,1308,110301,1259,17,1,708,wSv_J_kOv4M
