,date,duration,views,likes,category_id,hour,update_diff,id
YcugHNWsY5I,2023-05-14T08:00:14Z,518,137583,4818,22,10,26,
YcugHNWsY5I,2023-05-14T08:00:14Z,518,139260,4856,22,11,27,
YcugHNWsY5I,2023-05-14T08:00:14Z,518,140535,4907,22,12,28,
YcugHNWsY5I,2023-05-14T08:00:14Z,518,142128,4958,22,13,29,
YcugHNWsY5I,2023-05-14T08:00:14Z,518,144025,4996,22,14,30,
YcugHNWsY5I,2023-05-14T08:00:14Z,518,145693,5041,22,15,31,
YcugHNWsY5I,2023-05-14T08:00:14Z,518,147228,5088,22,16,32,
YcugHNWsY5I,2023-05-14T08:00:14Z,518,148116,5158,22,17,33,
0,2023-05-14T08:00:14Z,518,150248,5217,22,18,34,YcugHNWsY5I
0,2023-05-14T08:00:14Z,518,153613,5268,22,19,35,YcugHNWsY5I
0,2023-05-14T08:00:14Z,518,157116,5321,22,20,36,YcugHNWsY5I
0,2023-05-14T08:00:14Z,518,160438,5372,22,21,37,YcugHNWsY5I
0,2023-05-14T08:00:14Z,518,163939,5413,22,22,38,YcugHNWsY5I
0,2023-05-14T08:00:14Z,518,167220,5460,22,23,39,YcugHNWsY5I
0,2023-05-14T08:00:14Z,518,170514,5511,22,0,40,YcugHNWsY5I
0,2023-05-14T08:00:14Z,518,173627,5536,22,1,41,YcugHNWsY5I
