,date,duration,views,likes,category_id,hour,update_diff,id
ddGvOEdBF44,2023-04-23T09:39:29Z,719,427834,15255,19,10,528,
ddGvOEdBF44,2023-04-23T09:39:29Z,719,427849,15256,19,11,529,
ddGvOEdBF44,2023-04-23T09:39:29Z,719,427869,15256,19,12,530,
ddGvOEdBF44,2023-04-23T09:39:29Z,719,427904,15256,19,13,531,
ddGvOEdBF44,2023-04-23T09:39:29Z,719,427933,15257,19,14,532,
ddGvOEdBF44,2023-04-23T09:39:29Z,719,427972,15258,19,15,533,
ddGvOEdBF44,2023-04-23T09:39:29Z,719,428021,15259,19,16,534,
ddGvOEdBF44,2023-04-23T09:39:29Z,719,428049,15260,19,17,535,
0,2023-04-23T09:39:29Z,719,428098,15260,19,18,536,ddGvOEdBF44
0,2023-04-23T09:39:29Z,719,428141,15260,19,19,537,ddGvOEdBF44
0,2023-04-23T09:39:29Z,719,428179,15261,19,20,538,ddGvOEdBF44
0,2023-04-23T09:39:29Z,719,428219,15262,19,21,539,ddGvOEdBF44
0,2023-04-23T09:39:29Z,719,428259,15262,19,22,540,ddGvOEdBF44
0,2023-04-23T09:39:29Z,719,428306,15262,19,23,541,ddGvOEdBF44
0,2023-04-23T09:39:29Z,719,428343,15263,19,0,542,ddGvOEdBF44
0,2023-04-23T09:39:29Z,719,428419,15264,19,1,543,ddGvOEdBF44
