,id,date,duration,views,likes,category_id,hour,update_diff
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1082886,18148,1,16,703
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1083101,18148,1,17,704
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1083505,18157,1,18,705
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1084044,18160,1,19,706
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1084765,18162,1,20,707
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1085421,18167,1,21,708
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1085984,18173,1,22,709
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1086726,18177,1,23,710
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1087471,18181,1,0,711
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1088331,18183,1,1,712
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1088732,18184,1,2,713
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1089171,18183,1,3,714
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1089396,18183,1,4,715
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1089538,18183,1,5,716
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1089626,18184,1,6,717
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1089693,18184,1,7,718
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1089721,18184,1,8,719
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1089794,18184,1,9,720
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1090053,18188,1,10,721
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1090287,18189,1,11,722
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1090412,18188,1,12,723
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1090525,18189,1,13,724
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1090640,18190,1,14,725
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1090767,18190,1,15,726
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1090984,18192,1,16,727
0,lFBXMrgEr5o,2023-04-26T09:30:23Z,325,1091140,18197,1,17,728
